Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
-0.1480599,0.5518102,-2.017784,-0.1522862,0.3365624,-2.196196,-0.05714217,0.2982458,-2.473937
-0.1480599,0.5518102,-2.017784,-0.1522862,0.3365624,-2.196196,-0.05714217,0.2982458,-2.473937
-0.1738236,0.5525739,-2.018675,-0.1636964,0.3363653,-2.196799,-0.05717911,0.2982992,-2.474017
-0.1738236,0.5525739,-2.018675,-0.1636964,0.3363653,-2.196799,-0.05717911,0.2982992,-2.474017
-0.2078829,0.55252,-2.01525,-0.1786933,0.3345237,-2.19534,-0.05718089,0.2982971,-2.474018
-0.2078829,0.55252,-2.01525,-0.1786933,0.3345237,-2.19534,-0.05718089,0.2982971,-2.474018
-0.2078829,0.55252,-2.01525,-0.1786933,0.3345237,-2.19534,-0.05718089,0.2982971,-2.474018
-0.2078829,0.55252,-2.01525,-0.1786933,0.3345237,-2.19534,-0.05718089,0.2982971,-2.474018
-0.2463039,0.5472922,-2.01652,-0.1923707,0.3307451,-2.1961,-0.05720034,0.2982888,-2.474018
-0.2463039,0.5472922,-2.01652,-0.1923707,0.3307451,-2.1961,-0.05720034,0.2982888,-2.474018
-0.2862681,0.5286242,-2.018915,-0.2109483,0.3224794,-2.20036,-0.05722868,0.2983034,-2.474048
-0.2862681,0.5286242,-2.018915,-0.2109483,0.3224794,-2.20036,-0.05722868,0.2983034,-2.474048
-0.2862681,0.5286242,-2.018915,-0.2109483,0.3224794,-2.20036,-0.05722868,0.2983034,-2.474048
-0.2862681,0.5286242,-2.018915,-0.2109483,0.3224794,-2.20036,-0.05722868,0.2983034,-2.474048
-0.3413965,0.4945724,-2.024529,-0.2252926,0.3128147,-2.205499,-0.05724688,0.2983185,-2.474102
-0.3413965,0.4945724,-2.024529,-0.2252926,0.3128147,-2.205499,-0.05724688,0.2983185,-2.474102
-0.38012,0.4619552,-2.031529,-0.240198,0.2989874,-2.212459,-0.05727964,0.2983246,-2.474146
-0.38012,0.4619552,-2.031529,-0.240198,0.2989874,-2.212459,-0.05727964,0.2983246,-2.474146
-0.38012,0.4619552,-2.031529,-0.240198,0.2989874,-2.212459,-0.05727964,0.2983246,-2.474146
-0.38012,0.4619552,-2.031529,-0.240198,0.2989874,-2.212459,-0.05727964,0.2983246,-2.474146
-0.4248128,0.4114182,-2.048456,-0.2525266,0.282784,-2.222659,-0.05729862,0.2983339,-2.474178
-0.4248128,0.4114182,-2.048456,-0.2525266,0.282784,-2.222659,-0.05729862,0.2983339,-2.474178
-0.4248128,0.4114182,-2.048456,-0.2525266,0.282784,-2.222659,-0.05729862,0.2983339,-2.474178
-0.459182,0.3586086,-2.068416,-0.266057,0.258854,-2.237723,-0.05733925,0.2983394,-2.47424
-0.459182,0.3586086,-2.068416,-0.266057,0.258854,-2.237723,-0.05733925,0.2983394,-2.47424
-0.4824651,0.2981651,-2.084363,-0.2750908,0.2331513,-2.252772,-0.05740166,0.2983172,-2.47433
-0.4824651,0.2981651,-2.084363,-0.2750908,0.2331513,-2.252772,-0.05740166,0.2983172,-2.47433
-0.4824651,0.2981651,-2.084363,-0.2750908,0.2331513,-2.252772,-0.05740166,0.2983172,-2.47433
-0.4824651,0.2981651,-2.084363,-0.2750908,0.2331513,-2.252772,-0.05740166,0.2983172,-2.47433
-0.5006787,0.2426112,-2.094298,-0.2814309,0.2189704,-2.262222,-0.05741427,0.2983248,-2.47436
-0.5006787,0.2426112,-2.094298,-0.2814309,0.2189704,-2.262222,-0.05741427,0.2983248,-2.47436
-0.5074351,0.1732914,-2.109459,-0.2853417,0.2017882,-2.274324,-0.05744529,0.2983555,-2.474491
-0.5074351,0.1732914,-2.109459,-0.2853417,0.2017882,-2.274324,-0.05744529,0.2983555,-2.474491
-0.5044101,0.1133101,-2.128892,-0.2844179,0.1736663,-2.291785,-0.05748577,0.2983487,-2.474604
-0.5044101,0.1133101,-2.128892,-0.2844179,0.1736663,-2.291785,-0.05748577,0.2983487,-2.474604
-0.5044101,0.1133101,-2.128892,-0.2844179,0.1736663,-2.291785,-0.05748577,0.2983487,-2.474604
-0.5044101,0.1133101,-2.128892,-0.2844179,0.1736663,-2.291785,-0.05748577,0.2983487,-2.474604
-0.4925571,0.05415263,-2.145083,-0.2805604,0.1443518,-2.310153,-0.05753345,0.2983439,-2.47466
-0.4925571,0.05415263,-2.145083,-0.2805604,0.1443518,-2.310153,-0.05753345,0.2983439,-2.47466
-0.4744622,-0.007487871,-2.170854,-0.2733679,0.1200773,-2.327661,-0.0576273,0.2983688,-2.474855
-0.4744622,-0.007487871,-2.170854,-0.2733679,0.1200773,-2.327661,-0.0576273,0.2983688,-2.474855
-0.4744622,-0.007487871,-2.170854,-0.2733679,0.1200773,-2.327661,-0.0576273,0.2983688,-2.474855
-0.4744622,-0.007487871,-2.170854,-0.2733679,0.1200773,-2.327661,-0.0576273,0.2983688,-2.474855
-0.4547537,-0.05072333,-2.183434,-0.2633919,0.09536957,-2.343736,-0.05778433,0.298544,-2.475384
-0.4547537,-0.05072333,-2.183434,-0.2633919,0.09536957,-2.343736,-0.05778433,0.298544,-2.475384
-0.4143078,-0.1050224,-2.189155,-0.2518675,0.07592555,-2.355076,-0.05792674,0.2985019,-2.475521
-0.4143078,-0.1050224,-2.189155,-0.2518675,0.07592555,-2.355076,-0.05792674,0.2985019,-2.475521
-0.3607875,-0.1520744,-2.198876,-0.2352142,0.05867685,-2.36534,-0.05822419,0.2983919,-2.476017
-0.3607875,-0.1520744,-2.198876,-0.2352142,0.05867685,-2.36534,-0.05822419,0.2983919,-2.476017
-0.3607875,-0.1520744,-2.198876,-0.2352142,0.05867685,-2.36534,-0.05822419,0.2983919,-2.476017
-0.3607875,-0.1520744,-2.198876,-0.2352142,0.05867685,-2.36534,-0.05822419,0.2983919,-2.476017
-0.3331178,-0.1705819,-2.205772,-0.2120524,0.04352926,-2.374763,-0.05855218,0.2982692,-2.476517
-0.3331178,-0.1705819,-2.205772,-0.2120524,0.04352926,-2.374763,-0.05855218,0.2982692,-2.476517
-0.2747117,-0.2013111,-2.214271,-0.1915671,0.03195222,-2.380289,-0.05885288,0.2981491,-2.477007
-0.2747117,-0.2013111,-2.214271,-0.1915671,0.03195222,-2.380289,-0.05885288,0.2981491,-2.477007
-0.2124848,-0.2197491,-2.209626,-0.1716761,0.02257082,-2.383157,-0.05908569,0.2980934,-2.4775
-0.2124848,-0.2197491,-2.209626,-0.1716761,0.02257082,-2.383157,-0.05908569,0.2980934,-2.4775
-0.2124848,-0.2197491,-2.209626,-0.1716761,0.02257082,-2.383157,-0.05908569,0.2980934,-2.4775
-0.2124848,-0.2197491,-2.209626,-0.1716761,0.02257082,-2.383157,-0.05908569,0.2980934,-2.4775
-0.1485215,-0.2263751,-2.202676,-0.1561626,0.01722735,-2.384079,-0.05927447,0.2979965,-2.477749
-0.1485215,-0.2263751,-2.202676,-0.1561626,0.01722735,-2.384079,-0.05927447,0.2979965,-2.477749
-0.1017482,-0.2205241,-2.203284,-0.1422181,0.01645634,-2.384657,-0.05948515,0.2979619,-2.478134
-0.1017482,-0.2205241,-2.203284,-0.1422181,0.01645634,-2.384657,-0.05948515,0.2979619,-2.478134
-0.1017482,-0.2205241,-2.203284,-0.1422181,0.01645634,-2.384657,-0.05948515,0.2979619,-2.478134
-0.1017482,-0.2205241,-2.203284,-0.1422181,0.01645634,-2.384657,-0.05948515,0.2979619,-2.478134
-0.1017482,-0.2205241,-2.203284,-0.1422181,0.01645634,-2.384657,-0.05948515,0.2979619,-2.478134
