Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
-0.1884335,0.5845273,-2.034328,-0.1759313,0.3731854,-2.217273,-0.04813074,0.2881325,-2.476207
-0.1884335,0.5845273,-2.034328,-0.1759313,0.3731854,-2.217273,-0.04813074,0.2881325,-2.476207
-0.1884335,0.5845273,-2.034328,-0.1759313,0.3731854,-2.217273,-0.04813074,0.2881325,-2.476207
-0.1884335,0.5845273,-2.034328,-0.1759313,0.3731854,-2.217273,-0.04813074,0.2881325,-2.476207
-0.2190197,0.5788997,-2.038827,-0.1912657,0.370726,-2.223217,-0.04824908,0.2882245,-2.476232
-0.2190197,0.5788997,-2.038827,-0.1912657,0.370726,-2.223217,-0.04824908,0.2882245,-2.476232
-0.2437643,0.5804402,-2.044536,-0.2104791,0.3674347,-2.224798,-0.04840094,0.2883045,-2.476267
-0.2437643,0.5804402,-2.044536,-0.2104791,0.3674347,-2.224798,-0.04840094,0.2883045,-2.476267
-0.2437643,0.5804402,-2.044536,-0.2104791,0.3674347,-2.224798,-0.04840094,0.2883045,-2.476267
-0.2437643,0.5804402,-2.044536,-0.2104791,0.3674347,-2.224798,-0.04840094,0.2883045,-2.476267
-0.2720571,0.578803,-2.047462,-0.2264353,0.3636877,-2.226158,-0.04851541,0.2883572,-2.47631
-0.2720571,0.578803,-2.047462,-0.2264353,0.3636877,-2.226158,-0.04851541,0.2883572,-2.47631
-0.2720571,0.578803,-2.047462,-0.2264353,0.3636877,-2.226158,-0.04851541,0.2883572,-2.47631
-0.2720571,0.578803,-2.047462,-0.2264353,0.3636877,-2.226158,-0.04851541,0.2883572,-2.47631
-0.3154744,0.5668771,-2.057765,-0.2449132,0.3555443,-2.231116,-0.04866096,0.2884575,-2.476358
-0.3154744,0.5668771,-2.057765,-0.2449132,0.3555443,-2.231116,-0.04866096,0.2884575,-2.476358
-0.3698441,0.5379987,-2.074691,-0.265585,0.3402705,-2.240758,-0.04885479,0.288617,-2.476439
-0.3698441,0.5379987,-2.074691,-0.265585,0.3402705,-2.240758,-0.04885479,0.288617,-2.476439
-0.3698441,0.5379987,-2.074691,-0.265585,0.3402705,-2.240758,-0.04885479,0.288617,-2.476439
-0.3698441,0.5379987,-2.074691,-0.265585,0.3402705,-2.240758,-0.04885479,0.288617,-2.476439
-0.4111228,0.5079496,-2.090311,-0.282243,0.322966,-2.250094,-0.04909201,0.2887679,-2.476592
-0.4111228,0.5079496,-2.090311,-0.282243,0.322966,-2.250094,-0.04909201,0.2887679,-2.476592
-0.4111228,0.5079496,-2.090311,-0.282243,0.322966,-2.250094,-0.04909201,0.2887679,-2.476592
-0.4111228,0.5079496,-2.090311,-0.282243,0.322966,-2.250094,-0.04909201,0.2887679,-2.476592
-0.4509689,0.4652981,-2.110243,-0.2946925,0.3049996,-2.263099,-0.04940042,0.2889193,-2.476801
-0.4509689,0.4652981,-2.110243,-0.2946925,0.3049996,-2.263099,-0.04940042,0.2889193,-2.476801
-0.4774801,0.4175685,-2.127253,-0.3034509,0.283216,-2.279783,-0.04994015,0.2895219,-2.477294
-0.4774801,0.4175685,-2.127253,-0.3034509,0.283216,-2.279783,-0.04994015,0.2895219,-2.477294
