Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
-0.2512795,0.5611474,-2.047075,-0.1998045,0.3406212,-2.213022,-0.03841237,0.2909261,-2.481491
-0.3004539,0.5421624,-2.053132,-0.2136725,0.3338098,-2.216225,-0.03888422,0.2910391,-2.481566
-0.3004539,0.5421624,-2.053132,-0.2136725,0.3338098,-2.216225,-0.03888422,0.2910391,-2.481566
-0.3522039,0.507975,-2.058405,-0.2313219,0.3206618,-2.222379,-0.03931164,0.2911071,-2.481524
-0.3522039,0.507975,-2.058405,-0.2313219,0.3206618,-2.222379,-0.03931164,0.2911071,-2.481524
-0.395105,0.4643175,-2.068133,-0.2437319,0.3087648,-2.230102,-0.04027068,0.2920439,-2.482143
-0.395105,0.4643175,-2.068133,-0.2437319,0.3087648,-2.230102,-0.04027068,0.2920439,-2.482143
-0.395105,0.4643175,-2.068133,-0.2437319,0.3087648,-2.230102,-0.04027068,0.2920439,-2.482143
-0.395105,0.4643175,-2.068133,-0.2437319,0.3087648,-2.230102,-0.04027068,0.2920439,-2.482143
-0.436414,0.4100396,-2.084259,-0.2602119,0.2853662,-2.244506,-0.04092631,0.2925037,-2.482598
-0.436414,0.4100396,-2.084259,-0.2602119,0.2853662,-2.244506,-0.04092631,0.2925037,-2.482598
-0.4619909,0.352574,-2.098345,-0.2710855,0.2585253,-2.262805,-0.04141119,0.2928213,-2.482972
-0.4619909,0.352574,-2.098345,-0.2710855,0.2585253,-2.262805,-0.04141119,0.2928213,-2.482972
-0.4862637,0.2830191,-2.117,-0.2770522,0.2348609,-2.279685,-0.04174102,0.2929375,-2.483267
-0.4862637,0.2830191,-2.117,-0.2770522,0.2348609,-2.279685,-0.04174102,0.2929375,-2.483267
-0.4862637,0.2830191,-2.117,-0.2770522,0.2348609,-2.279685,-0.04174102,0.2929375,-2.483267
-0.4862637,0.2830191,-2.117,-0.2770522,0.2348609,-2.279685,-0.04174102,0.2929375,-2.483267
-0.4948796,0.2139591,-2.127396,-0.2834433,0.2140059,-2.294725,-0.04240777,0.293465,-2.484025
-0.4948796,0.2139591,-2.127396,-0.2834433,0.2140059,-2.294725,-0.04240777,0.293465,-2.484025
-0.4905204,0.1401645,-2.144489,-0.2824146,0.189992,-2.311726,-0.04304632,0.2940158,-2.484944
-0.4905204,0.1401645,-2.144489,-0.2824146,0.189992,-2.311726,-0.04304632,0.2940158,-2.484944
-0.4760076,0.07493434,-2.165863,-0.2784835,0.1652655,-2.331142,-0.04359395,0.2946334,-2.485809
-0.4760076,0.07493434,-2.165863,-0.2784835,0.1652655,-2.331142,-0.04359395,0.2946334,-2.485809
-0.4507078,0.01242672,-2.177467,-0.2696247,0.136336,-2.347526,-0.04386032,0.2946503,-2.486042
-0.4507078,0.01242672,-2.177467,-0.2696247,0.136336,-2.347526,-0.04386032,0.2946503,-2.486042
-0.4507078,0.01242672,-2.177467,-0.2696247,0.136336,-2.347526,-0.04386032,0.2946503,-2.486042
-0.4507078,0.01242672,-2.177467,-0.2696247,0.136336,-2.347526,-0.04386032,0.2946503,-2.486042
-0.4507078,0.01242672,-2.177467,-0.2696247,0.136336,-2.347526,-0.04386032,0.2946503,-2.486042
-0.4218717,-0.04461181,-2.197054,-0.2585986,0.1141325,-2.360015,-0.04405371,0.2946424,-2.486225
-0.4218717,-0.04461181,-2.197054,-0.2585986,0.1141325,-2.360015,-0.04405371,0.2946424,-2.486225
-0.3833281,-0.1029387,-2.202249,-0.2456587,0.08593667,-2.369693,-0.04438792,0.294686,-2.486561
-0.3833281,-0.1029387,-2.202249,-0.2456587,0.08593667,-2.369693,-0.04438792,0.294686,-2.486561
-0.3383106,-0.1498465,-2.208119,-0.2262454,0.05877017,-2.378264,-0.04499805,0.2946993,-2.487064
-0.3383106,-0.1498465,-2.208119,-0.2262454,0.05877017,-2.378264,-0.04499805,0.2946993,-2.487064
-0.3383106,-0.1498465,-2.208119,-0.2262454,0.05877017,-2.378264,-0.04499805,0.2946993,-2.487064
-0.3383106,-0.1498465,-2.208119,-0.2262454,0.05877017,-2.378264,-0.04499805,0.2946993,-2.487064
-0.2827782,-0.1878641,-2.217854,-0.2021761,0.03866265,-2.385362,-0.04571564,0.2947848,-2.487665
-0.2827782,-0.1878641,-2.217854,-0.2021761,0.03866265,-2.385362,-0.04571564,0.2947848,-2.487665
-0.2203026,-0.213288,-2.223654,-0.1848931,0.02813861,-2.389648,-0.046528,0.2950301,-2.488471
-0.2203026,-0.213288,-2.223654,-0.1848931,0.02813861,-2.389648,-0.046528,0.2950301,-2.488471
-0.1604446,-0.2296394,-2.219023,-0.1607327,0.0162327,-2.391422,-0.0471311,0.29511,-2.488824
-0.1604446,-0.2296394,-2.219023,-0.1607327,0.0162327,-2.391422,-0.0471311,0.29511,-2.488824
-0.08238,-0.2329692,-2.215349,-0.1380775,0.01011296,-2.390957,-0.04755965,0.2951949,-2.48904
-0.08238,-0.2329692,-2.215349,-0.1380775,0.01011296,-2.390957,-0.04755965,0.2951949,-2.48904
-0.02401047,-0.2219622,-2.210152,-0.1197293,0.008448427,-2.38927,-0.04800538,0.2951992,-2.489231
-0.02401047,-0.2219622,-2.210152,-0.1197293,0.008448427,-2.38927,-0.04800538,0.2951992,-2.489231
-0.02401047,-0.2219622,-2.210152,-0.1197293,0.008448427,-2.38927,-0.04800538,0.2951992,-2.489231
-0.02401047,-0.2219622,-2.210152,-0.1197293,0.008448427,-2.38927,-0.04800538,0.2951992,-2.489231
0.02345286,-0.2024579,-2.208467,-0.1041092,0.01014098,-2.387775,-0.04844861,0.2951865,-2.48935
0.02345286,-0.2024579,-2.208467,-0.1041092,0.01014098,-2.387775,-0.04844861,0.2951865,-2.48935
0.07787967,-0.1653205,-2.215284,-0.09219534,0.0149619,-2.385514,-0.04872582,0.2951516,-2.489309
0.07787967,-0.1653205,-2.215284,-0.09219534,0.0149619,-2.385514,-0.04872582,0.2951516,-2.489309
0.07787967,-0.1653205,-2.215284,-0.09219534,0.0149619,-2.385514,-0.04872582,0.2951516,-2.489309
0.07787967,-0.1653205,-2.215284,-0.09219534,0.0149619,-2.385514,-0.04872582,0.2951516,-2.489309
0.1380709,-0.1271321,-2.201521,-0.06635265,0.02110992,-2.373795,-0.04900394,0.2951324,-2.489261
0.1380709,-0.1271321,-2.201521,-0.06635265,0.02110992,-2.373795,-0.04900394,0.2951324,-2.489261
