Hand_R, , ,Shoulder_R, , 
0.3785454,-0.3045809,-2.604514,0.1572332,0.2925192,-2.599194
0.3785454,-0.3045809,-2.604514,0.1572332,0.2925192,-2.599194
0.3794502,-0.3054811,-2.602539,0.1540188,0.2923671,-2.599473
0.3794502,-0.3054811,-2.602539,0.1540188,0.2923671,-2.599473
0.3807285,-0.3065095,-2.61259,0.154655,0.2898894,-2.59888
0.3807285,-0.3065095,-2.61259,0.154655,0.2898894,-2.59888
0.3803878,-0.2872955,-2.592723,0.1542175,0.2870354,-2.598093
0.3803878,-0.2872955,-2.592723,0.1542175,0.2870354,-2.598093
0.3843487,-0.289225,-2.586425,0.1529737,0.289546,-2.597604
0.3843487,-0.289225,-2.586425,0.1529737,0.289546,-2.597604
0.3966962,-0.2786978,-2.572987,0.150767,0.2937338,-2.611495
0.3966962,-0.2786978,-2.572987,0.150767,0.2937338,-2.611495
0.4035176,-0.2667094,-2.555518,0.1520608,0.2985235,-2.619011
0.4035176,-0.2667094,-2.555518,0.1520608,0.2985235,-2.619011
0.4035176,-0.2667094,-2.555518,0.1520608,0.2985235,-2.619011
0.4035176,-0.2667094,-2.555518,0.1520608,0.2985235,-2.619011
0.4207961,-0.2580728,-2.567679,0.1518299,0.2971597,-2.613544
0.4207961,-0.2580728,-2.567679,0.1518299,0.2971597,-2.613544
0.4506138,-0.2425991,-2.555642,0.1491416,0.297319,-2.610231
0.4506138,-0.2425991,-2.555642,0.1491416,0.297319,-2.610231
0.4666675,-0.225049,-2.529128,0.1476023,0.2953008,-2.614921
0.4666675,-0.225049,-2.529128,0.1476023,0.2953008,-2.614921
0.4918316,-0.1961161,-2.502388,0.1465935,0.2962071,-2.616711
0.4918316,-0.1961161,-2.502388,0.1465935,0.2962071,-2.616711
0.5185775,-0.1589041,-2.47086,0.1467205,0.2990578,-2.618056
0.5185775,-0.1589041,-2.47086,0.1467205,0.2990578,-2.618056
0.554461,-0.1201892,-2.455197,0.1474853,0.2964993,-2.615586
0.554461,-0.1201892,-2.455197,0.1474853,0.2964993,-2.615586
0.5856155,-0.06439126,-2.431957,0.1467649,0.2991078,-2.617438
0.5856155,-0.06439126,-2.431957,0.1467649,0.2991078,-2.617438
0.6022905,-0.01689193,-2.394417,0.1426808,0.3030386,-2.615956
0.6022905,-0.01689193,-2.394417,0.1426808,0.3030386,-2.615956
0.6157446,0.04903212,-2.356432,0.141387,0.3072046,-2.614614
0.6157446,0.04903212,-2.356432,0.141387,0.3072046,-2.614614
0.6157446,0.04903212,-2.356432,0.141387,0.3072046,-2.614614
0.6302077,0.114502,-2.334454,0.139879,0.3073353,-2.61336
0.6302077,0.114502,-2.334454,0.139879,0.3073353,-2.61336
0.6302077,0.114502,-2.334454,0.139879,0.3073353,-2.61336
0.6302077,0.114502,-2.334454,0.139879,0.3073353,-2.61336
0.6351099,0.1844543,-2.306136,0.1423757,0.3008396,-2.607629
0.6351099,0.1844543,-2.306136,0.1423757,0.3008396,-2.607629
0.6306822,0.2611684,-2.278172,0.1419039,0.3007819,-2.604065
0.6306822,0.2611684,-2.278172,0.1419039,0.3007819,-2.604065
0.6069896,0.3401911,-2.254983,0.1423341,0.3011355,-2.603118
0.6069896,0.3401911,-2.254983,0.1423341,0.3011355,-2.603118
0.5774238,0.4050242,-2.220626,0.1410186,0.3068447,-2.599125
0.5774238,0.4050242,-2.220626,0.1410186,0.3068447,-2.599125
0.5444776,0.4626196,-2.199785,0.1391839,0.3048734,-2.594135
0.5444776,0.4626196,-2.199785,0.1391839,0.3048734,-2.594135
0.498337,0.522037,-2.178334,0.1385212,0.3014658,-2.594857
0.498337,0.522037,-2.178334,0.1385212,0.3014658,-2.594857
0.4542971,0.5747426,-2.166038,0.1380562,0.3001304,-2.591297
0.4542971,0.5747426,-2.166038,0.1380562,0.3001304,-2.591297
0.3911845,0.5986807,-2.160877,0.1359225,0.2990738,-2.582973
0.3911845,0.5986807,-2.160877,0.1359225,0.2990738,-2.582973
0.3364615,0.6267341,-2.157981,0.1369406,0.2989404,-2.581154
0.3364615,0.6267341,-2.157981,0.1369406,0.2989404,-2.581154
0.2757727,0.6498241,-2.153226,0.1358671,0.2989114,-2.580747
0.2757727,0.6498241,-2.153226,0.1358671,0.2989114,-2.580747
0.2757727,0.6498241,-2.153226,0.1358671,0.2989114,-2.580747
0.2757727,0.6498241,-2.153226,0.1358671,0.2989114,-2.580747
0.2197002,0.6701024,-2.159408,0.1391174,0.2940877,-2.57398
0.2197002,0.6701024,-2.159408,0.1391174,0.2940877,-2.57398
0.1710191,0.6772583,-2.165321,0.14032,0.2970842,-2.576452
0.1710191,0.6772583,-2.165321,0.14032,0.2970842,-2.576452
0.112145,0.6797125,-2.176029,0.1363127,0.2976941,-2.575296
0.112145,0.6797125,-2.176029,0.1363127,0.2976941,-2.575296
0.05744852,0.6802599,-2.194728,0.136086,0.3005054,-2.577652
0.05744852,0.6802599,-2.194728,0.136086,0.3005054,-2.577652
0.01257442,0.6728662,-2.218234,0.1362212,0.2980262,-2.577617
0.01257442,0.6728662,-2.218234,0.1362212,0.2980262,-2.577617
0.01257442,0.6728662,-2.218234,0.1362212,0.2980262,-2.577617
-0.03505985,0.6681298,-2.254723,0.1357322,0.2973228,-2.577385
-0.03505985,0.6681298,-2.254723,0.1357322,0.2973228,-2.577385
-0.0758692,0.6509082,-2.273781,0.1363706,0.3000707,-2.578897
-0.0758692,0.6509082,-2.273781,0.1363706,0.3000707,-2.578897
-0.1078165,0.629566,-2.290941,0.1345537,0.3064916,-2.577905
-0.1078165,0.629566,-2.290941,0.1345537,0.3064916,-2.577905
-0.1078165,0.629566,-2.290941,0.1345537,0.3064916,-2.577905
