Hand_R, , ,Shoulder_R, , 
0.6418078,0.06878538,-2.406523,0.1466547,0.3036682,-2.61531
0.6462698,0.1390001,-2.373882,0.145795,0.3042898,-2.617363
0.6462698,0.1390001,-2.373882,0.145795,0.3042898,-2.617363
0.6434086,0.2117509,-2.32975,0.1442961,0.3046524,-2.616565
0.6434086,0.2117509,-2.32975,0.1442961,0.3046524,-2.616565
0.6277941,0.2845353,-2.293546,0.1447998,0.3062076,-2.609255
0.6277941,0.2845353,-2.293546,0.1447998,0.3062076,-2.609255
0.6277941,0.2845353,-2.293546,0.1447998,0.3062076,-2.609255
0.6019617,0.3544274,-2.254319,0.1443702,0.3081493,-2.605689
0.6019617,0.3544274,-2.254319,0.1443702,0.3081493,-2.605689
0.5620433,0.4249105,-2.222273,0.1425537,0.3087433,-2.601959
0.5620433,0.4249105,-2.222273,0.1425537,0.3087433,-2.601959
0.5159494,0.4873354,-2.194396,0.1423382,0.3062056,-2.593201
0.5159494,0.4873354,-2.194396,0.1423382,0.3062056,-2.593201
0.4651386,0.5420578,-2.178802,0.1430034,0.3020705,-2.593022
0.4651386,0.5420578,-2.178802,0.1430034,0.3020705,-2.593022
0.4113881,0.5915475,-2.166702,0.1420992,0.3018776,-2.591707
0.4113881,0.5915475,-2.166702,0.1420992,0.3018776,-2.591707
0.3533103,0.618336,-2.153496,0.1417009,0.2981142,-2.58637
0.3533103,0.618336,-2.153496,0.1417009,0.2981142,-2.58637
0.2892518,0.6403635,-2.153872,0.143477,0.2997675,-2.587935
0.2892518,0.6403635,-2.153872,0.143477,0.2997675,-2.587935
0.2892518,0.6403635,-2.153872,0.143477,0.2997675,-2.587935
0.2892518,0.6403635,-2.153872,0.143477,0.2997675,-2.587935
0.2355669,0.6571341,-2.158476,0.1444976,0.2960084,-2.575293
0.2355669,0.6571341,-2.158476,0.1444976,0.2960084,-2.575293
0.1764914,0.6756564,-2.163581,0.1437166,0.2928846,-2.569243
0.1764914,0.6756564,-2.163581,0.1437166,0.2928846,-2.569243
0.1175507,0.6837702,-2.173442,0.1420023,0.2947609,-2.572463
0.1175507,0.6837702,-2.173442,0.1420023,0.2947609,-2.572463
0.07212766,0.6752353,-2.186334,0.1419424,0.299033,-2.576829
0.07212766,0.6752353,-2.186334,0.1419424,0.299033,-2.576829
0.03089929,0.6753021,-2.203464,0.1423154,0.2951668,-2.574889
0.03089929,0.6753021,-2.203464,0.1423154,0.2951668,-2.574889
-0.01447763,0.6785714,-2.226296,0.1392359,0.3051225,-2.579423
-0.01447763,0.6785714,-2.226296,0.1392359,0.3051225,-2.579423
-0.05290434,0.6707596,-2.256962,0.1388924,0.3086387,-2.580151
-0.05290434,0.6707596,-2.256962,0.1388924,0.3086387,-2.580151
-0.08337537,0.6547922,-2.282301,0.1366982,0.3019489,-2.574892
-0.08337537,0.6547922,-2.282301,0.1366982,0.3019489,-2.574892
-0.08337537,0.6547922,-2.282301,0.1366982,0.3019489,-2.574892
-0.08337537,0.6547922,-2.282301,0.1366982,0.3019489,-2.574892
-0.1029565,0.6374398,-2.288139,0.1356858,0.3022816,-2.572276
-0.1029565,0.6374398,-2.288139,0.1356858,0.3022816,-2.572276
-0.1029565,0.6374398,-2.288139,0.1356858,0.3022816,-2.572276
-0.123706,0.6080241,-2.295488,0.1357847,0.299816,-2.57154
-0.123706,0.6080241,-2.295488,0.1357847,0.299816,-2.57154
-0.1308799,0.5879116,-2.298348,0.1334258,0.2964291,-2.574014
-0.1308799,0.5879116,-2.298348,0.1334258,0.2964291,-2.574014
-0.1337769,0.5699252,-2.30067,0.134258,0.296094,-2.57638
-0.1337769,0.5699252,-2.30067,0.134258,0.296094,-2.57638
-0.1338093,0.557183,-2.302917,0.1338346,0.3024885,-2.581892
-0.1338093,0.557183,-2.302917,0.1338346,0.3024885,-2.581892
-0.1325261,0.551303,-2.298031,0.1331448,0.3051558,-2.583055
-0.1325261,0.551303,-2.298031,0.1331448,0.3051558,-2.583055
-0.1309451,0.5534152,-2.288879,0.13399,0.2887603,-2.576229
-0.1309451,0.5534152,-2.288879,0.13399,0.2887603,-2.576229
