Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.1587409,0.2932159,-2.014285,0.05310637,0.05027361,-2.142812,-0.2115842,0.3084627,-2.608985,0.05364915,0.307862,-2.580838
-0.1655377,0.2735758,-2.018114,0.05308833,0.08372579,-2.125223,-0.2010226,0.3010547,-2.596283,0.05177549,0.2986337,-2.581451
-0.1655377,0.2735758,-2.018114,0.05308833,0.08372579,-2.125223,-0.2010226,0.3010547,-2.596283,0.05177549,0.2986337,-2.581451
-0.1603927,0.2495408,-2.015598,0.05653716,0.1477607,-2.039118,-0.1952057,0.2951586,-2.591997,0.05106905,0.29155,-2.582762
-0.1603927,0.2495408,-2.015598,0.05653716,0.1477607,-2.039118,-0.1952057,0.2951586,-2.591997,0.05106905,0.29155,-2.582762
-0.1704898,0.2187863,-2.0112,0.06275985,0.1832203,-2.088776,-0.1981857,0.2951188,-2.592382,0.05271222,0.2923745,-2.590751
-0.1704898,0.2187863,-2.0112,0.06275985,0.1832203,-2.088776,-0.1981857,0.2951188,-2.592382,0.05271222,0.2923745,-2.590751
-0.1646055,0.1844969,-2.025296,0.03267482,0.2024228,-2.100359,-0.2038095,0.2929694,-2.594728,0.0548351,0.2914898,-2.598931
-0.1646055,0.1844969,-2.025296,0.03267482,0.2024228,-2.100359,-0.2038095,0.2929694,-2.594728,0.0548351,0.2914898,-2.598931
-0.1646055,0.1844969,-2.025296,0.03267482,0.2024228,-2.100359,-0.2038095,0.2929694,-2.594728,0.0548351,0.2914898,-2.598931
-0.1646055,0.1844969,-2.025296,0.03267482,0.2024228,-2.100359,-0.2038095,0.2929694,-2.594728,0.0548351,0.2914898,-2.598931
-0.1601122,0.1208053,-2.057846,0.03658338,0.3054818,-2.038356,-0.2054267,0.3050559,-2.59826,0.068437,0.2998325,-2.597769
-0.1601122,0.1208053,-2.057846,0.03658338,0.3054818,-2.038356,-0.2054267,0.3050559,-2.59826,0.068437,0.2998325,-2.597769
-0.1601122,0.1208053,-2.057846,0.03658338,0.3054818,-2.038356,-0.2054267,0.3050559,-2.59826,0.06689065,0.3029071,-2.600272
-0.1557775,0.07431236,-2.082344,0.03806056,0.3564361,-2.034585,-0.2077149,0.3084328,-2.609911,0.06689065,0.3029071,-2.600272
-0.1557775,0.07431236,-2.082344,0.03806056,0.3564361,-2.034585,-0.2077149,0.3084328,-2.609911,0.06689065,0.3029071,-2.600272
-0.1509742,0.04712285,-2.099941,0.0407868,0.3786053,-2.054802,-0.2067229,0.3118729,-2.611662,0.06995355,0.3070734,-2.600428
-0.1509742,0.04712285,-2.099941,0.0407868,0.3786053,-2.054802,-0.2067229,0.3118729,-2.611662,0.06995355,0.3070734,-2.600428
-0.1509859,0.02650637,-2.117549,0.03432008,0.3936241,-2.057935,-0.2078578,0.3170721,-2.612625,0.07105795,0.3117635,-2.598943
-0.1509859,0.02650637,-2.117549,0.03432008,0.3936241,-2.057935,-0.2078578,0.3170721,-2.612625,0.07105795,0.3117635,-2.598943
-0.155968,0.01005138,-2.134968,0.03149913,0.4053626,-2.060497,-0.2078755,0.3196183,-2.611712,0.07083559,0.3155444,-2.600218
-0.155968,0.01005138,-2.134968,0.03149913,0.4053626,-2.060497,-0.2078755,0.3196183,-2.611712,0.07083559,0.3155444,-2.600218
-0.155968,0.01005138,-2.134968,0.03149913,0.4053626,-2.060497,-0.2078755,0.3196183,-2.611712,0.07083559,0.3155444,-2.600218
-0.155968,0.01005138,-2.134968,0.03149913,0.4053626,-2.060497,-0.2078755,0.3196183,-2.611712,0.07083559,0.3155444,-2.600218
-0.1464896,-0.01332034,-2.134445,0.02681741,0.420151,-2.051817,-0.2064646,0.3196798,-2.606662,0.06827848,0.314664,-2.601586
-0.1464896,-0.01332034,-2.134445,0.02681741,0.420151,-2.051817,-0.2064646,0.3196798,-2.606662,0.06827848,0.314664,-2.601586
-0.1526681,-0.01180027,-2.131782,0.02359786,0.4221916,-2.053844,-0.205371,0.3208249,-2.603124,0.06855536,0.3167749,-2.602477
-0.1526681,-0.01180027,-2.131782,0.02359786,0.4221916,-2.053844,-0.205371,0.3208249,-2.603124,0.06855536,0.3167749,-2.602477
-0.1529976,-0.01330869,-2.126783,0.02637412,0.4114159,-2.062001,-0.205449,0.3222934,-2.595351,0.0686675,0.3184586,-2.603176
-0.1529976,-0.01330869,-2.126783,0.02637412,0.4114159,-2.062001,-0.205449,0.3222934,-2.595351,0.0686675,0.3184586,-2.603176
-0.1528826,-0.01442038,-2.120814,0.02941408,0.4096687,-2.064627,-0.2049478,0.3188043,-2.587281,0.06689865,0.3175394,-2.607825
