Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.1601569,0.4095925,-2.005702,0.06155474,-0.03854046,-2.143224,-0.2075265,0.3003538,-2.605681,0.0519812,0.2976622,-2.582788
-0.1640358,0.3842028,-2.009607,0.05871347,-0.01589437,-2.125539,-0.2042954,0.3075808,-2.60839,0.05364154,0.3036194,-2.581657
-0.1640358,0.3842028,-2.009607,0.05871347,-0.01589437,-2.125539,-0.2042954,0.3075808,-2.60839,0.05364154,0.3036194,-2.581657
-0.1586686,0.3562325,-1.99897,0.06104954,0.01385322,-2.108664,-0.2039394,0.312164,-2.608147,0.05542945,0.3082768,-2.578746
-0.1586686,0.3562325,-1.99897,0.06104954,0.01385322,-2.108664,-0.2039394,0.312164,-2.608147,0.05542945,0.3082768,-2.578746
-0.1628525,0.3264251,-2.011105,0.06080882,0.04533767,-2.086623,-0.2045045,0.3087476,-2.608953,0.05514647,0.3049164,-2.57585
-0.1628525,0.3264251,-2.011105,0.06080882,0.04533767,-2.086623,-0.2045045,0.3087476,-2.608953,0.05514647,0.3049164,-2.57585
-0.159781,0.2935088,-2.005523,0.06463379,0.08665803,-2.06529,-0.2035633,0.3072319,-2.607311,0.05501233,0.3033108,-2.573316
-0.159781,0.2935088,-2.005523,0.06463379,0.08665803,-2.06529,-0.2035633,0.3072319,-2.607311,0.05501233,0.3033108,-2.573316
-0.159781,0.2935088,-2.005523,0.06463379,0.08665803,-2.06529,-0.2035633,0.3072319,-2.607311,0.05501233,0.3033108,-2.573316
-0.159781,0.2935088,-2.005523,0.06463379,0.08665803,-2.06529,-0.2035633,0.3072319,-2.607311,0.05501233,0.3033108,-2.573316
-0.1655562,0.2326915,-2.031817,0.05320172,0.1592956,-2.023271,-0.2019992,0.291586,-2.608176,0.05212431,0.2866259,-2.577831
-0.1655562,0.2326915,-2.031817,0.05320172,0.1592956,-2.023271,-0.2019992,0.291586,-2.608176,0.05212431,0.2866259,-2.577831
-0.1655562,0.2326915,-2.031817,0.05320172,0.1592956,-2.023271,-0.2019992,0.291586,-2.608176,0.05212431,0.2866259,-2.577831
-0.1628346,0.1854443,-2.032965,0.05579388,0.127882,-2.104114,-0.2037825,0.2788533,-2.605816,0.03644826,0.2780059,-2.5928
-0.1628346,0.1854443,-2.032965,0.05579388,0.127882,-2.104114,-0.2037825,0.2788533,-2.605816,0.03644826,0.2780059,-2.5928
-0.1628346,0.1854443,-2.032965,0.05579388,0.127882,-2.104114,-0.2037825,0.2788533,-2.605816,0.03644826,0.2780059,-2.5928
-0.1628346,0.1854443,-2.032965,0.05579388,0.127882,-2.104114,-0.2037825,0.2788533,-2.605816,0.03644826,0.2780059,-2.5928
-0.159821,0.1480278,-2.057198,0.05796846,0.136043,-2.118705,-0.2008578,0.2811013,-2.603667,0.04053409,0.2798859,-2.588165
-0.159821,0.1480278,-2.057198,0.05796846,0.136043,-2.118705,-0.2008578,0.2811013,-2.603667,0.04053409,0.2798859,-2.588165
-0.1599458,0.09763704,-2.070696,0.03847539,0.2887616,-2.025995,-0.2022576,0.2842472,-2.601368,0.04404074,0.2827188,-2.589569
-0.1599458,0.09763704,-2.070696,0.03847539,0.2887616,-2.025995,-0.2022576,0.2842472,-2.601368,0.04404074,0.2827188,-2.589569
-0.1559987,0.05795059,-2.106463,0.03942263,0.3541864,-2.030053,-0.2025659,0.2987311,-2.598787,0.05498763,0.2942411,-2.597785
-0.1559987,0.05795059,-2.106463,0.03942263,0.3541864,-2.030053,-0.2025659,0.2987311,-2.598787,0.05498763,0.2942411,-2.597785
-0.1559987,0.05795059,-2.106463,0.03942263,0.3541864,-2.030053,-0.2025659,0.2987311,-2.598787,0.05498763,0.2942411,-2.597785
-0.1559987,0.05795059,-2.106463,0.03942263,0.3541864,-2.030053,-0.2025659,0.2987311,-2.598787,0.05498763,0.2942411,-2.597785
-0.1596218,0.04290095,-2.125715,0.03269383,0.3172496,-2.119301,-0.2042019,0.3065013,-2.596934,0.06003502,0.3028807,-2.608318
-0.1596218,0.04290095,-2.125715,0.03269383,0.3172496,-2.119301,-0.2042019,0.3065013,-2.596934,0.06003502,0.3028807,-2.608318
-0.1619863,0.03385762,-2.151173,0.06142676,0.3103207,-2.192817,-0.2054003,0.3108536,-2.594857,0.06397559,0.3097836,-2.614156
-0.1619863,0.03385762,-2.151173,0.06142676,0.3103207,-2.192817,-0.2054003,0.3108536,-2.594857,0.06397559,0.3097836,-2.614156
