Hand_L, , ,Hand_R, , 
-0.2573062,0.2931333,-1.343391,0.1119814,-0.0993486,-1.282764
-0.2573062,0.2931333,-1.343391,0.1119814,-0.0993486,-1.282764
-0.2761203,0.2469173,-1.290285,0.1206991,-0.04458097,-1.277354
-0.2761203,0.2469173,-1.290285,0.1206991,-0.04458097,-1.277354
-0.2926637,0.1732416,-1.242255,0.1196295,0.04267537,-1.248348
-0.2926637,0.1732416,-1.242255,0.1196295,0.04267537,-1.248348
-0.2926637,0.1732416,-1.242255,0.1196295,0.04267537,-1.248348
-0.2926637,0.1732416,-1.242255,0.1196295,0.04267537,-1.248348
-0.2942588,0.07053486,-1.209398,0.118097,0.1228313,-1.247611
-0.2942588,0.07053486,-1.209398,0.118097,0.1228313,-1.247611
-0.2883161,-0.05919316,-1.210444,0.1096163,0.2058103,-1.270452
-0.2883161,-0.05919316,-1.210444,0.1096163,0.2058103,-1.270452
-0.2724571,-0.1675722,-1.239653,0.09666257,0.2757789,-1.30829
-0.2724571,-0.1675722,-1.239653,0.09666257,0.2757789,-1.30829
-0.2724571,-0.1675722,-1.239653,0.09666257,0.2757789,-1.30829
-0.2724571,-0.1675722,-1.239653,0.09666257,0.2757789,-1.30829
-0.2495075,-0.2388712,-1.292545,0.08214796,0.3293647,-1.355737
-0.2495075,-0.2388712,-1.292545,0.08214796,0.3293647,-1.355737
-0.2192779,-0.2867393,-1.343303,0.05793636,0.3879319,-1.398455
-0.2192779,-0.2867393,-1.343303,0.05793636,0.3879319,-1.398455
-0.2192779,-0.2867393,-1.343303,0.05793636,0.3879319,-1.398455
-0.2192779,-0.2867393,-1.343303,0.05793636,0.3879319,-1.398455
-0.1930413,-0.3121379,-1.381515,0.0458516,0.4045007,-1.442363
-0.1930413,-0.3121379,-1.381515,0.0458516,0.4045007,-1.442363
-0.1753266,-0.3314816,-1.40489,0.031001,0.4111043,-1.484341
-0.1753266,-0.3314816,-1.40489,0.031001,0.4111043,-1.484341
-0.1646689,-0.3364615,-1.416619,0.01947918,0.415538,-1.515397
-0.1646689,-0.3364615,-1.416619,0.01947918,0.415538,-1.515397
-0.1646689,-0.3364615,-1.416619,0.01947918,0.415538,-1.515397
-0.1646689,-0.3364615,-1.416619,0.01947918,0.415538,-1.515397
-0.1629841,-0.3365183,-1.416404,0.01737945,0.4103661,-1.530314
-0.1629841,-0.3365183,-1.416404,0.01737945,0.4103661,-1.530314
-0.1656898,-0.3247763,-1.400459,0.01714,0.4094906,-1.530432
-0.1656898,-0.3247763,-1.400459,0.01714,0.4094906,-1.530432
-0.1785315,-0.3059243,-1.36805,0.01311257,0.4089995,-1.524061
-0.1785315,-0.3059243,-1.36805,0.01311257,0.4089995,-1.524061
-0.1785315,-0.3059243,-1.36805,0.01311257,0.4089995,-1.524061
-0.1785315,-0.3059243,-1.36805,0.01311257,0.4089995,-1.524061
-0.1953945,-0.2797771,-1.32787,0.01309698,0.4008461,-1.483762
-0.1953945,-0.2797771,-1.32787,0.01309698,0.4008461,-1.483762
-0.2148685,-0.2345463,-1.292374,0.01472048,0.3815585,-1.438399
-0.2148685,-0.2345463,-1.292374,0.01472048,0.3815585,-1.438399
-0.2148685,-0.2345463,-1.292374,0.01472048,0.3815585,-1.438399
-0.2148685,-0.2345463,-1.292374,0.01472048,0.3815585,-1.438399
-0.2148685,-0.2345463,-1.292374,0.01472048,0.3815585,-1.438399
-0.2373958,-0.1877454,-1.263875,0.0191023,0.3471381,-1.382496
-0.2373958,-0.1877454,-1.263875,0.0191023,0.3471381,-1.382496
-0.2501897,-0.1209976,-1.238608,0.02170742,0.3065043,-1.332443
-0.2501897,-0.1209976,-1.238608,0.02170742,0.3065043,-1.332443
-0.2634014,-0.0665007,-1.24029,0.03010675,0.2404781,-1.270907
-0.2634014,-0.0665007,-1.24029,0.03010675,0.2404781,-1.270907
-0.2634014,-0.0665007,-1.24029,0.03010675,0.2404781,-1.270907
-0.2634014,-0.0665007,-1.24029,0.03010675,0.2404781,-1.270907
-0.2660891,0.01554479,-1.243889,0.04013821,0.1444791,-1.23182
-0.2660891,0.01554479,-1.243889,0.04013821,0.1444791,-1.23182
-0.273747,0.08832912,-1.256441,0.04013821,0.1444791,-1.23182
-0.273747,0.08832912,-1.256441,0.04013821,0.1444791,-1.23182
-0.273747,0.08832912,-1.256441,0.04013821,0.1444791,-1.23182
-0.273747,0.08832912,-1.256441,0.04013821,0.1444791,-1.23182
-0.2735585,0.1581809,-1.285954,0.04013821,0.1444791,-1.23182
-0.2735585,0.1581809,-1.285954,0.04013821,0.1444791,-1.23182
-0.2658531,0.2114572,-1.328586,0.04013821,0.1444791,-1.23182
-0.2658531,0.2114572,-1.328586,0.04013821,0.1444791,-1.23182
-0.2542525,0.2595202,-1.373409,0.08465275,-0.2361975,-1.339783
-0.2542525,0.2595202,-1.373409,0.08465275,-0.2361975,-1.339783
-0.2542525,0.2595202,-1.373409,0.08465275,-0.2361975,-1.339783
-0.2542525,0.2595202,-1.373409,0.08465275,-0.2361975,-1.339783
