Hand_L, , ,Hand_R, , 
-0.2966869,-0.1881747,-1.260371,0.09064216,0.1129377,-1.376194
-0.2753335,-0.3229046,-1.319998,0.0870107,0.2524751,-1.367243
-0.2753335,-0.3229046,-1.319998,0.0870107,0.2524751,-1.367243
-0.2753335,-0.3229046,-1.319998,0.0870107,0.2524751,-1.367243
-0.2753335,-0.3229046,-1.319998,0.0870107,0.2524751,-1.367243
-0.2712697,-0.3456474,-1.344269,0.07686387,0.30706,-1.37718
-0.2712697,-0.3456474,-1.344269,0.07686387,0.30706,-1.37718
-0.2662974,-0.3696909,-1.378354,0.04940889,0.3484076,-1.409355
-0.2662974,-0.3696909,-1.378354,0.04940889,0.3484076,-1.409355
-0.2662974,-0.3696909,-1.378354,0.04940889,0.3484076,-1.409355
-0.2662974,-0.3696909,-1.378354,0.04940889,0.3484076,-1.409355
-0.2662974,-0.3696909,-1.378354,0.04940889,0.3484076,-1.409355
-0.2647442,-0.3740368,-1.392092,0.04213826,0.3600976,-1.416634
-0.2647442,-0.3740368,-1.392092,0.04213826,0.3600976,-1.416634
-0.2636962,-0.3766114,-1.397508,0.03817967,0.3636469,-1.418611
-0.2636962,-0.3766114,-1.397508,0.03817967,0.3636469,-1.418611
-0.2643875,-0.3759536,-1.398977,0.03525775,0.3661748,-1.417336
-0.2643875,-0.3759536,-1.398977,0.03525775,0.3661748,-1.417336
-0.2643875,-0.3759536,-1.398977,0.03525775,0.3661748,-1.417336
-0.2643875,-0.3759536,-1.398977,0.03525775,0.3661748,-1.417336
-0.2762149,-0.3563567,-1.389889,0.02828757,0.3551595,-1.37713
-0.2762149,-0.3563567,-1.389889,0.02828757,0.3551595,-1.37713
-0.2836526,-0.3267047,-1.374531,0.0281066,0.3298666,-1.329069
-0.2836526,-0.3267047,-1.374531,0.0281066,0.3298666,-1.329069
-0.29487,-0.2960083,-1.350832,0.03444594,0.290436,-1.268031
-0.29487,-0.2960083,-1.350832,0.03444594,0.290436,-1.268031
-0.3056698,-0.1995458,-1.285226,0.03444594,0.290436,-1.268031
-0.3056698,-0.1995458,-1.285226,0.03444594,0.290436,-1.268031
-0.3056698,-0.1995458,-1.285226,0.03444594,0.290436,-1.268031
-0.3056698,-0.1995458,-1.285226,0.03444594,0.290436,-1.268031
-0.3168567,-0.1280322,-1.24922,0.03444594,0.290436,-1.268031
-0.3168567,-0.1280322,-1.24922,0.03444594,0.290436,-1.268031
-0.3475598,-0.0627597,-1.216144,0.0322394,-0.09044372,-1.212444
-0.3475598,-0.0627597,-1.216144,0.0322394,-0.09044372,-1.212444
-0.3602038,0.001201365,-1.208427,0.01088116,-0.182064,-1.249379
-0.3602038,0.001201365,-1.208427,0.01088116,-0.182064,-1.249379
-0.3602038,0.001201365,-1.208427,0.01088116,-0.182064,-1.249379
-0.3602038,0.001201365,-1.208427,0.01088116,-0.182064,-1.249379
-0.382414,0.1261871,-1.217159,-0.02891321,-0.3231386,-1.326766
-0.382414,0.1261871,-1.217159,-0.02891321,-0.3231386,-1.326766
-0.3852289,0.1720753,-1.229295,-0.04019498,-0.3374811,-1.372267
-0.3852289,0.1720753,-1.229295,-0.04019498,-0.3374811,-1.372267
-0.3809601,0.2065324,-1.242613,-0.04433973,-0.3422874,-1.402004
-0.3809601,0.2065324,-1.242613,-0.04433973,-0.3422874,-1.402004
-0.3809601,0.2065324,-1.242613,-0.04433973,-0.3422874,-1.402004
-0.3809601,0.2065324,-1.242613,-0.04433973,-0.3422874,-1.402004
