Hand_L, , ,Hand_R, , ,Elbow_L, , ,Elbow_R, , ,Shoulder_L, , ,Shoulder_R, , 
0.1648607,-0.1454454,-2.499861,0.6130925,0.386659,-2.480697,0.1185052,0.03759309,-2.762033,0.6440389,0.1565589,-2.631439,0.1963459,0.3491108,-2.839734,0.5446023,0.3406778,-2.8163
0.1652584,-0.1260841,-2.478921,0.6116686,0.36498,-2.465357,0.1184702,0.03616355,-2.758966,0.6419878,0.1508374,-2.63139,0.1958173,0.3460304,-2.839833,0.5443665,0.3391802,-2.81554
0.1652584,-0.1260841,-2.478921,0.6116686,0.36498,-2.465357,0.1184702,0.03616355,-2.758966,0.6419878,0.1508374,-2.63139,0.1958173,0.3460304,-2.839833,0.5443665,0.3391802,-2.81554
0.1652584,-0.1260841,-2.478921,0.6116686,0.36498,-2.465357,0.1184702,0.03616355,-2.758966,0.6419878,0.1508374,-2.63139,0.1958173,0.3460304,-2.839833,0.5443665,0.3391802,-2.81554
0.1652584,-0.1260841,-2.478921,0.6116686,0.36498,-2.465357,0.1184702,0.03616355,-2.758966,0.6419878,0.1508374,-2.63139,0.1958173,0.3460304,-2.839833,0.5443665,0.3391802,-2.81554
0.1631152,-0.09783037,-2.452617,0.608456,0.3110497,-2.43665,0.1213341,0.02962104,-2.752215,0.6356351,0.1368943,-2.631245,0.1955496,0.3422627,-2.838929,0.5442307,0.3358346,-2.813029
0.1631152,-0.09783037,-2.452617,0.608456,0.3110497,-2.43665,0.1213341,0.02962104,-2.752215,0.6356351,0.1368943,-2.631245,0.1955496,0.3422627,-2.838929,0.5442307,0.3358346,-2.813029
0.1636674,-0.06339141,-2.431996,0.5970433,0.2697743,-2.415279,0.1227739,0.02797851,-2.745475,0.635975,0.1334536,-2.631352,0.1954489,0.3401216,-2.838063,0.5442582,0.3332289,-2.811614
0.1636674,-0.06339141,-2.431996,0.5970433,0.2697743,-2.415279,0.1227739,0.02797851,-2.745475,0.635975,0.1334536,-2.631352,0.1954489,0.3401216,-2.838063,0.5442582,0.3332289,-2.811614
0.1677923,-0.01497581,-2.408477,0.581933,0.2149858,-2.426883,0.1310266,0.03392218,-2.724427,0.6380095,0.1289237,-2.658695,0.1956428,0.3391323,-2.837172,0.5444547,0.332695,-2.811313
0.1677923,-0.01497581,-2.408477,0.581933,0.2149858,-2.426883,0.1310266,0.03392218,-2.724427,0.6380095,0.1289237,-2.658695,0.1956428,0.3391323,-2.837172,0.5444547,0.332695,-2.811313
0.162548,0.0444935,-2.381528,0.5773636,0.1438984,-2.425856,0.1267557,0.05228663,-2.696513,0.6312636,0.1040139,-2.680221,0.1957499,0.3393281,-2.837471,0.5445698,0.3330592,-2.811066
0.162548,0.0444935,-2.381528,0.5773636,0.1438984,-2.425856,0.1267557,0.05228663,-2.696513,0.6312636,0.1040139,-2.680221,0.1957499,0.3393281,-2.837471,0.5445698,0.3330592,-2.811066
0.1674455,0.08939185,-2.367606,0.5782436,0.09646641,-2.406317,0.1282768,0.07763203,-2.675104,0.6287788,0.09193285,-2.677834,0.196147,0.3361076,-2.835482,0.5448812,0.3319871,-2.810982
0.1674455,0.08939185,-2.367606,0.5782436,0.09646641,-2.406317,0.1282768,0.07763203,-2.675104,0.6287788,0.09193285,-2.677834,0.196147,0.3361076,-2.835482,0.5448812,0.3319871,-2.810982
0.1799499,0.1589679,-2.385575,0.5679514,0.04829581,-2.398647,0.1229246,0.08144727,-2.668788,0.6233425,0.06525062,-2.673344,0.1965802,0.3335956,-2.833578,0.5452676,0.3308922,-2.811022
0.1799499,0.1589679,-2.385575,0.5679514,0.04829581,-2.398647,0.1229246,0.08144727,-2.668788,0.6233425,0.06525062,-2.673344,0.1965802,0.3335956,-2.833578,0.5452676,0.3308922,-2.811022
0.1799499,0.1589679,-2.385575,0.5679514,0.04829581,-2.398647,0.1229246,0.08144727,-2.668788,0.6233425,0.06525062,-2.673344,0.1965802,0.3335956,-2.833578,0.5452676,0.3308922,-2.811022
0.1799499,0.1589679,-2.385575,0.5679514,0.04829581,-2.398647,0.1229246,0.08144727,-2.668788,0.6233425,0.06525062,-2.673344,0.1965802,0.3335956,-2.833578,0.5452676,0.3308922,-2.811022
0.1860706,0.1962056,-2.400988,0.5637457,-0.004762371,-2.411916,0.1174146,0.08402743,-2.65933,0.6213626,0.05797389,-2.677184,0.1970046,0.3327017,-2.832602,0.5455307,0.330615,-2.811048
0.1860706,0.1962056,-2.400988,0.5637457,-0.004762371,-2.411916,0.1174146,0.08402743,-2.65933,0.6213626,0.05797389,-2.677184,0.1970046,0.3327017,-2.832602,0.5455307,0.330615,-2.811048
0.1769505,0.2599925,-2.411299,0.5469309,-0.0579254,-2.419374,0.1175008,0.09019763,-2.655511,0.6184087,0.03789614,-2.685254,0.1971121,0.3326704,-2.832433,0.5458201,0.3306296,-2.811416
0.1769505,0.2599925,-2.411299,0.5469309,-0.0579254,-2.419374,0.1175008,0.09019763,-2.655511,0.6184087,0.03789614,-2.685254,0.1971121,0.3326704,-2.832433,0.5458201,0.3306296,-2.811416
0.1749829,0.3181708,-2.429563,0.5393227,-0.07733969,-2.441483,0.1172861,0.1094869,-2.641653,0.6099368,0.02795704,-2.700647,0.1977059,0.3312153,-2.830725,0.5461271,0.3302981,-2.811547
0.1749829,0.3181708,-2.429563,0.5393227,-0.07733969,-2.441483,0.1172861,0.1094869,-2.641653,0.6099368,0.02795704,-2.700647,0.1977059,0.3312153,-2.830725,0.5461271,0.3302981,-2.811547
0.1830298,0.3624959,-2.467734,0.5318469,-0.09531889,-2.453756,0.11718,0.1223056,-2.63614,0.6011896,0.01164794,-2.710366,0.1981717,0.3297528,-2.829554,0.5463701,0.3300753,-2.811371
0.1830298,0.3624959,-2.467734,0.5318469,-0.09531889,-2.453756,0.11718,0.1223056,-2.63614,0.6011896,0.01164794,-2.710366,0.1981717,0.3297528,-2.829554,0.5463701,0.3300753,-2.811371
0.1892088,0.3818173,-2.496811,0.5264173,-0.1349621,-2.459729,0.1176544,0.1265524,-2.635606,0.5968286,0.00817916,-2.71054,0.1978598,0.328447,-2.828817,0.5463158,0.3291755,-2.811227
0.1892088,0.3818173,-2.496811,0.5264173,-0.1349621,-2.459729,0.1176544,0.1265524,-2.635606,0.5968286,0.00817916,-2.71054,0.1978598,0.328447,-2.828817,0.5463158,0.3291755,-2.811227
0.1914556,0.3922517,-2.518285,0.5270275,-0.1563373,-2.506433,0.1177119,0.1282754,-2.636213,0.5951343,0.01019719,-2.727443,0.1963979,0.3234955,-2.829466,0.5441048,0.3199248,-2.805717
0.1914556,0.3922517,-2.518285,0.5270275,-0.1563373,-2.506433,0.1177119,0.1282754,-2.636213,0.5951343,0.01019719,-2.727443,0.1963979,0.3234955,-2.829466,0.5441048,0.3199248,-2.805717
0.1910945,0.3998317,-2.54723,0.5219716,-0.1531899,-2.504565,0.1170725,0.1291661,-2.637585,0.5904604,0.004167022,-2.736601,0.1951873,0.3319802,-2.825507,0.5438742,0.3226506,-2.807494
0.1910945,0.3998317,-2.54723,0.5219716,-0.1531899,-2.504565,0.1170725,0.1291661,-2.637585,0.5904604,0.004167022,-2.736601,0.1951873,0.3319802,-2.825507,0.5438742,0.3226506,-2.807494
0.1910945,0.3998317,-2.54723,0.5219716,-0.1531899,-2.504565,0.1170725,0.1291661,-2.637585,0.5904604,0.004167022,-2.736601,0.1951873,0.3319802,-2.825507,0.5438742,0.3226506,-2.807494
0.1910945,0.3998317,-2.54723,0.5219716,-0.1531899,-2.504565,0.1170725,0.1291661,-2.637585,0.5904604,0.004167022,-2.736601,0.1951873,0.3319802,-2.825507,0.5438742,0.3226506,-2.807494
0.1898894,0.4108998,-2.566032,0.520916,-0.1527742,-2.505929,0.1167116,0.131427,-2.639574,0.5909229,0.004627905,-2.748508,0.1951825,0.332015,-2.825781,0.5438818,0.3227502,-2.807399
0.1898894,0.4108998,-2.566032,0.520916,-0.1527742,-2.505929,0.1167116,0.131427,-2.639574,0.5909229,0.004627905,-2.748508,0.1951825,0.332015,-2.825781,0.5438818,0.3227502,-2.807399
0.1922224,0.4136471,-2.585071,0.5226907,-0.1462832,-2.518372,0.1161618,0.1323605,-2.644566,0.5926889,0.01877555,-2.765459,0.1952066,0.3321106,-2.825804,0.5440231,0.3232389,-2.807335
0.1922224,0.4136471,-2.585071,0.5226907,-0.1462832,-2.518372,0.1161618,0.1323605,-2.644566,0.5926889,0.01877555,-2.765459,0.1952066,0.3321106,-2.825804,0.5440231,0.3232389,-2.807335
0.1914545,0.4124079,-2.588448,0.5220996,-0.1472299,-2.520323,0.1143906,0.1316085,-2.64939,0.5926226,0.02158567,-2.767774,0.1954344,0.3326777,-2.826102,0.5448616,0.3249411,-2.809426
0.1914545,0.4124079,-2.588448,0.5220996,-0.1472299,-2.520323,0.1143906,0.1316085,-2.64939,0.5926226,0.02158567,-2.767774,0.1954344,0.3326777,-2.826102,0.5448616,0.3249411,-2.809426
