Hand_L, , ,Hand_R, , 
-0.2933067,-0.1542928,-1.228493,0.1406651,0.2001166,-1.318867
-0.2933067,-0.1542928,-1.228493,0.1406651,0.2001166,-1.318867
-0.2933067,-0.1542928,-1.228493,0.1406651,0.2001166,-1.318867
-0.2933067,-0.1542928,-1.228493,0.1406651,0.2001166,-1.318867
-0.2933863,-0.1990959,-1.257843,0.1235109,0.2509337,-1.355173
-0.2933863,-0.1990959,-1.257843,0.1235109,0.2509337,-1.355173
-0.2903143,-0.3083574,-1.298111,0.1006473,0.3220958,-1.400766
-0.2903143,-0.3083574,-1.298111,0.1006473,0.3220958,-1.400766
-0.2889647,-0.3217175,-1.330923,0.08786491,0.3427568,-1.414407
-0.2889647,-0.3217175,-1.330923,0.08786491,0.3427568,-1.414407
-0.2859639,-0.3502682,-1.354336,0.07774466,0.3541265,-1.422507
-0.2859639,-0.3502682,-1.354336,0.07774466,0.3541265,-1.422507
-0.2859639,-0.3502682,-1.354336,0.07774466,0.3541265,-1.422507
-0.2859639,-0.3502682,-1.354336,0.07774466,0.3541265,-1.422507
-0.2859639,-0.3502682,-1.354336,0.07774466,0.3541265,-1.422507
-0.2859639,-0.3502682,-1.354336,0.07774466,0.3541265,-1.422507
-0.2888092,-0.3484811,-1.366385,0.07181396,0.3600092,-1.423448
-0.2888092,-0.3484811,-1.366385,0.07181396,0.3600092,-1.423448
-0.2887373,-0.3426163,-1.367362,0.06911868,0.361123,-1.420631
-0.2887373,-0.3426163,-1.367362,0.06911868,0.361123,-1.420631
-0.2928724,-0.3230846,-1.355387,0.06575879,0.3557824,-1.409982
-0.2928724,-0.3230846,-1.355387,0.06575879,0.3557824,-1.409982
-0.2928724,-0.3230846,-1.355387,0.06575879,0.3557824,-1.409982
-0.2928724,-0.3230846,-1.355387,0.06575879,0.3557824,-1.409982
-0.2943973,-0.2736443,-1.324681,0.06478061,0.3303056,-1.375502
-0.2943973,-0.2736443,-1.324681,0.06478061,0.3303056,-1.375502
-0.3158453,-0.1846175,-1.251818,0.0764304,0.2346197,-1.306885
-0.3158453,-0.1846175,-1.251818,0.0764304,0.2346197,-1.306885
-0.3289452,-0.114648,-1.211518,0.08636098,0.1755392,-1.269302
-0.3289452,-0.114648,-1.211518,0.08636098,0.1755392,-1.269302
-0.3359347,-0.03036614,-1.19318,0.03235609,0.05946885,-1.381618
-0.3359347,-0.03036614,-1.19318,0.03235609,0.05946885,-1.381618
-0.3359347,-0.03036614,-1.19318,0.03235609,0.05946885,-1.381618
-0.3359347,-0.03036614,-1.19318,0.03235609,0.05946885,-1.381618
-0.3408919,0.1119303,-1.194262,0.1621501,-0.0004706432,-1.375414
-0.3408919,0.1119303,-1.194262,0.1621501,-0.0004706432,-1.375414
-0.3425447,0.1789636,-1.20505,0.09421022,-0.04073034,-1.32066
-0.3425447,0.1789636,-1.20505,0.09421022,-0.04073034,-1.32066
-0.340337,0.2254903,-1.220488,0.09918641,-0.07802206,-1.299563
