Hand_L, , ,Hand_R, , 
-0.4644071,0.1605683,-1.267343,0.08324353,0.04277394,-1.294437
-0.4644071,0.1605683,-1.267343,0.08324353,0.04277394,-1.294437
-0.4644071,0.1605683,-1.267343,0.08324353,0.04277394,-1.294437
-0.4644071,0.1605683,-1.267343,0.08324353,0.04277394,-1.294437
-0.4644071,0.1605683,-1.267343,0.08324353,0.04277394,-1.294437
-0.4644071,0.1605683,-1.267343,0.08324353,0.04277394,-1.294437
-0.4867232,0.0470552,-1.256387,0.06432935,0.05329594,-1.31075
-0.4867232,0.0470552,-1.256387,0.06432935,0.05329594,-1.31075
-0.4867232,0.0470552,-1.256387,0.06432935,0.05329594,-1.31075
-0.4867232,0.0470552,-1.256387,0.06432935,0.05329594,-1.31075
-0.4868788,0.02110385,-1.249702,0.06308199,0.1334585,-1.358509
-0.4868788,0.02110385,-1.249702,0.06308199,0.1334585,-1.358509
-0.4695543,-0.02822654,-1.265346,0.06261108,0.155433,-1.362141
-0.4695543,-0.02822654,-1.265346,0.06261108,0.155433,-1.362141
-0.4502825,-0.06473397,-1.275849,0.0607888,0.1821629,-1.360534
-0.4502825,-0.06473397,-1.275849,0.0607888,0.1821629,-1.360534
-0.4502825,-0.06473397,-1.275849,0.0607888,0.1821629,-1.360534
-0.4502825,-0.06473397,-1.275849,0.0607888,0.1821629,-1.360534
-0.4201863,-0.1393233,-1.296858,0.05442665,0.2411765,-1.370874
-0.4201863,-0.1393233,-1.296858,0.05442665,0.2411765,-1.370874
-0.4108794,-0.1700158,-1.309577,0.05054242,0.261575,-1.374464
-0.4108794,-0.1700158,-1.309577,0.05054242,0.261575,-1.374464
-0.4108794,-0.1700158,-1.309577,0.05054242,0.261575,-1.374464
-0.4108794,-0.1700158,-1.309577,0.05054242,0.261575,-1.374464
-0.4108794,-0.1700158,-1.309577,0.05054242,0.261575,-1.374464
-0.4108794,-0.1700158,-1.309577,0.05054242,0.261575,-1.374464
-0.3998121,-0.2014884,-1.3273,0.04729463,0.2725165,-1.378412
-0.3998121,-0.2014884,-1.3273,0.04729463,0.2725165,-1.378412
-0.3934719,-0.2221064,-1.338903,0.04557516,0.2797499,-1.381628
-0.3934719,-0.2221064,-1.338903,0.04557516,0.2797499,-1.381628
-0.3893225,-0.2432057,-1.36214,0.04513294,0.2806801,-1.381652
-0.3893225,-0.2432057,-1.36214,0.04513294,0.2806801,-1.381652
-0.3894962,-0.2460173,-1.364994,0.04460907,0.2802639,-1.380924
-0.3894962,-0.2460173,-1.364994,0.04460907,0.2802639,-1.380924
-0.3894962,-0.2460173,-1.364994,0.04460907,0.2802639,-1.380924
-0.3894962,-0.2460173,-1.364994,0.04460907,0.2802639,-1.380924
-0.3905202,-0.2461243,-1.365885,0.04604659,0.2704417,-1.372089
-0.3905202,-0.2461243,-1.365885,0.04604659,0.2704417,-1.372089
-0.4116904,-0.2178919,-1.356474,0.0587033,0.208032,-1.340677
-0.4116904,-0.2178919,-1.356474,0.0587033,0.208032,-1.340677
-0.4290094,-0.1829889,-1.3398,0.05137643,0.1759484,-1.327452
-0.4290094,-0.1829889,-1.3398,0.05137643,0.1759484,-1.327452
-0.4408552,-0.1355892,-1.339807,0.06390248,0.1861168,-1.344289
-0.4408552,-0.1355892,-1.339807,0.06390248,0.1861168,-1.344289
-0.4408552,-0.1355892,-1.339807,0.06390248,0.1861168,-1.344289
-0.4408552,-0.1355892,-1.339807,0.06390248,0.1861168,-1.344289
-0.4527593,-0.09228697,-1.317946,0.0629018,0.08478609,-1.380391
-0.4527593,-0.09228697,-1.317946,0.0629018,0.08478609,-1.380391
-0.4527593,-0.09228697,-1.317946,0.0629018,0.08478609,-1.380391
-0.4714458,-0.01820213,-1.299734,0.06177646,0.01517478,-1.288562
-0.4714458,-0.01820213,-1.299734,0.06177646,0.01517478,-1.288562
-0.4747466,0.009323924,-1.287799,0.05498003,-0.009158092,-1.288301
-0.4747466,0.009323924,-1.287799,0.05498003,-0.009158092,-1.288301
-0.4747466,0.009323924,-1.287799,0.05498003,-0.009158092,-1.288301
-0.4747466,0.009323924,-1.287799,0.05498003,-0.009158092,-1.288301
-0.4648302,0.0607349,-1.28086,0.04912561,-0.06277306,-1.266289
-0.4648302,0.0607349,-1.28086,0.04912561,-0.06277306,-1.266289
-0.4526508,0.1325155,-1.285813,0.01865226,-0.0875847,-1.211289
-0.4526508,0.1325155,-1.285813,0.01865226,-0.0875847,-1.211289
-0.4465945,0.1569282,-1.284845,0.01501436,-0.09400992,-1.210449
-0.4465945,0.1569282,-1.284845,0.01501436,-0.09400992,-1.210449
-0.4465945,0.1569282,-1.284845,0.01501436,-0.09400992,-1.210449
-0.4465945,0.1569282,-1.284845,0.01501436,-0.09400992,-1.210449
