Hand_L, , ,Hand_R, , 
-0.1454358,0.3215311,-1.396654,0.07155608,-0.1752957,-1.25701
-0.1454358,0.3215311,-1.396654,0.07155608,-0.1752957,-1.25701
-0.1790561,0.2671323,-1.309473,0.08551569,-0.08453913,-1.252313
-0.1790561,0.2671323,-1.309473,0.08551569,-0.08453913,-1.252313
-0.1790561,0.2671323,-1.309473,0.08551569,-0.08453913,-1.252313
-0.1790561,0.2671323,-1.309473,0.08551569,-0.08453913,-1.252313
-0.1698075,0.1488862,-1.224016,0.08493469,-0.01397027,-1.23244
-0.1698075,0.1488862,-1.224016,0.08493469,-0.01397027,-1.23244
-0.1698075,0.1488862,-1.224016,0.08493469,-0.01397027,-1.23244
-0.1698075,0.1488862,-1.224016,0.08493469,-0.01397027,-1.23244
-0.1554812,-0.07128835,-1.261757,0.07892938,0.09560352,-1.221907
-0.1554812,-0.07128835,-1.261757,0.07892938,0.09560352,-1.221907
-0.1554812,-0.07128835,-1.261757,0.07892938,0.09560352,-1.221907
-0.1554812,-0.07128835,-1.261757,0.07892938,0.09560352,-1.221907
-0.1554812,-0.07128835,-1.261757,0.067838,0.2111401,-1.2417
-0.1554812,-0.07128835,-1.261757,0.067838,0.2111401,-1.2417
-0.1554812,-0.07128835,-1.261757,0.05875022,0.2994384,-1.293287
-0.1554812,-0.07128835,-1.261757,0.05875022,0.2994384,-1.293287
-0.1554812,-0.07128835,-1.261757,0.05875022,0.2994384,-1.293287
-0.1554812,-0.07128835,-1.261757,0.05875022,0.2994384,-1.293287
-0.1554812,-0.07128835,-1.261757,0.04592019,0.3617657,-1.353307
-0.1554812,-0.07128835,-1.261757,0.04592019,0.3617657,-1.353307
-0.1554812,-0.07128835,-1.261757,0.02697198,0.395899,-1.418603
-0.1554812,-0.07128835,-1.261757,0.02697198,0.395899,-1.418603
-0.1554812,-0.07128835,-1.261757,0.02697198,0.395899,-1.418603
-0.1554812,-0.07128835,-1.261757,0.02697198,0.395899,-1.418603
-0.1554812,-0.07128835,-1.261757,0.003943372,0.406491,-1.476789
-0.1554812,-0.07128835,-1.261757,0.003943372,0.406491,-1.476789
-0.1554812,-0.07128835,-1.261757,0.003943372,0.406491,-1.476789
-0.1554812,-0.07128835,-1.261757,0.003943372,0.406491,-1.476789
-0.1554812,-0.07128835,-1.261757,-0.02591472,0.3996291,-1.508147
-0.1554812,-0.07128835,-1.261757,-0.02591472,0.3996291,-1.508147
-0.1298735,-0.2321061,-1.273992,-0.04764346,0.3964886,-1.489747
-0.1298735,-0.2321061,-1.273992,-0.04764346,0.3964886,-1.489747
-0.1298735,-0.2321061,-1.273992,-0.04764346,0.3964886,-1.489747
-0.1298735,-0.2321061,-1.273992,-0.04764346,0.3964886,-1.489747
-0.1536334,-0.1651305,-1.22652,-0.06168857,0.3924762,-1.435275
-0.1536334,-0.1651305,-1.22652,-0.06168857,0.3924762,-1.435275
-0.1536334,-0.1651305,-1.22652,-0.06168857,0.3924762,-1.435275
-0.1536334,-0.1651305,-1.22652,-0.06168857,0.3924762,-1.435275
-0.1703989,-0.08420873,-1.205178,-0.07046129,0.3675548,-1.359969
-0.1703989,-0.08420873,-1.205178,-0.07046129,0.3675548,-1.359969
-0.1832173,-0.01373416,-1.211822,-0.07085124,0.3208345,-1.287821
-0.1832173,-0.01373416,-1.211822,-0.07085124,0.3208345,-1.287821
-0.1832173,-0.01373416,-1.211822,-0.07085124,0.3208345,-1.287821
-0.1832173,-0.01373416,-1.211822,-0.07085124,0.3208345,-1.287821
-0.1832173,-0.01373416,-1.211822,-0.07085124,0.3208345,-1.287821
-0.202995,0.06162402,-1.228694,-0.07501854,0.2598112,-1.214974
-0.202995,0.06162402,-1.228694,-0.07501854,0.2598112,-1.214974
-0.2146777,0.1300658,-1.261355,-0.01127618,0.08243492,-1.222032
-0.2146777,0.1300658,-1.261355,-0.01127618,0.08243492,-1.222032
-0.2146777,0.1300658,-1.261355,-0.01127618,0.08243492,-1.222032
-0.2146777,0.1300658,-1.261355,-0.01127618,0.08243492,-1.222032
-0.2232203,0.1856594,-1.306063,-0.003731219,-0.02869499,-1.221883
-0.2232203,0.1856594,-1.306063,-0.003731219,-0.02869499,-1.221883
-0.2232203,0.1856594,-1.306063,-0.003731219,-0.02869499,-1.221883
-0.2232203,0.1856594,-1.306063,-0.003731219,-0.02869499,-1.221883
-0.2220618,0.2295952,-1.354315,-0.0101362,-0.1627833,-1.251129
-0.2220618,0.2295952,-1.354315,-0.0101362,-0.1627833,-1.251129
-0.2172332,0.2595066,-1.395851,-0.01034989,-0.2979347,-1.346053
-0.2172332,0.2595066,-1.395851,-0.01034989,-0.2979347,-1.346053
-0.2172332,0.2595066,-1.395851,-0.01034989,-0.2979347,-1.346053
-0.2172332,0.2595066,-1.395851,-0.01034989,-0.2979347,-1.346053
-0.2086229,0.2824782,-1.433141,0.01172508,-0.354945,-1.443129
-0.2086229,0.2824782,-1.433141,0.01172508,-0.354945,-1.443129
-0.2086229,0.2824782,-1.433141,0.01172508,-0.354945,-1.443129
