Hand_L, , ,Hand_R, , 
-0.3182655,-0.3443721,-1.344138,0.1163234,0.3325936,-1.464782
-0.3182655,-0.3443721,-1.344138,0.1163234,0.3325936,-1.464782
-0.3182655,-0.3443721,-1.344138,0.1163234,0.3325936,-1.464782
-0.3100631,-0.3572836,-1.364718,0.09768588,0.3580138,-1.482819
-0.3100631,-0.3572836,-1.364718,0.09768588,0.3580138,-1.482819
-0.3008896,-0.3611293,-1.37161,0.08134279,0.3752747,-1.496579
-0.3008896,-0.3611293,-1.37161,0.08134279,0.3752747,-1.496579
-0.3008896,-0.3611293,-1.37161,0.08134279,0.3752747,-1.496579
-0.3008896,-0.3611293,-1.37161,0.08134279,0.3752747,-1.496579
-0.295595,-0.3547319,-1.37206,0.07730134,0.3793303,-1.499028
-0.295595,-0.3547319,-1.37206,0.07730134,0.3793303,-1.499028
-0.2812861,-0.3330606,-1.358029,0.0762475,0.3793176,-1.497959
-0.2812861,-0.3330606,-1.358029,0.0762475,0.3793176,-1.497959
-0.263687,-0.2534075,-1.285373,0.08525696,0.3320028,-1.431675
-0.263687,-0.2534075,-1.285373,0.08525696,0.3320028,-1.431675
-0.263687,-0.2534075,-1.285373,0.08525696,0.3320028,-1.431675
-0.263687,-0.2534075,-1.285373,0.08525696,0.3320028,-1.431675
-0.255403,-0.1821909,-1.252872,0.09346568,0.2693542,-1.378314
-0.255403,-0.1821909,-1.252872,0.09346568,0.2693542,-1.378314
-0.2537896,-0.09282058,-1.233807,0.09813854,0.1874762,-1.332097
-0.2537896,-0.09282058,-1.233807,0.09813854,0.1874762,-1.332097
-0.297971,-0.1705479,-1.173711,0.12522,0.04877338,-1.264455
-0.297971,-0.1705479,-1.173711,0.12522,0.04877338,-1.264455
-0.2965546,-0.07253853,-1.176373,0.06251615,-0.09630272,-1.328561
-0.2965546,-0.07253853,-1.176373,0.06251615,-0.09630272,-1.328561
-0.2965546,-0.07253853,-1.176373,0.06251615,-0.09630272,-1.328561
-0.2965546,-0.07253853,-1.176373,0.06251615,-0.09630272,-1.328561
-0.2957847,0.03253697,-1.152297,0.03280182,-0.181046,-1.365339
-0.2957847,0.03253697,-1.152297,0.03280182,-0.181046,-1.365339
-0.2889748,0.1442985,-1.156988,-0.006691758,-0.3476224,-1.42966
-0.2889748,0.1442985,-1.156988,-0.006691758,-0.3476224,-1.42966
-0.2798642,0.2311283,-1.190671,-0.01498798,-0.3678403,-1.446231
-0.2798642,0.2311283,-1.190671,-0.01498798,-0.3678403,-1.446231
-0.2798642,0.2311283,-1.190671,-0.01498798,-0.3678403,-1.446231
-0.2798642,0.2311283,-1.190671,-0.01498798,-0.3678403,-1.446231
-0.2767274,0.2933281,-1.232034,-0.02936542,-0.3770753,-1.452114
-0.2767274,0.2933281,-1.232034,-0.02936542,-0.3770753,-1.452114
-0.2702581,0.3246464,-1.258962,-0.03552983,-0.3796576,-1.449096
