Hand_L, , ,Hand_R, , 
-0.3518843,-0.2927541,-1.328912,0.06524898,0.03312419,-1.192628
-0.3121719,-0.3513948,-1.391838,-0.04183748,0.3900295,-1.433637
-0.3121719,-0.3513948,-1.391838,-0.04183748,0.3900295,-1.433637
-0.302766,-0.355487,-1.417139,-0.04435875,0.391214,-1.436625
-0.302766,-0.355487,-1.417139,-0.04435875,0.391214,-1.436625
-0.302766,-0.355487,-1.417139,-0.04435875,0.391214,-1.436625
-0.302766,-0.355487,-1.417139,-0.04435875,0.391214,-1.436625
-0.2960792,-0.354367,-1.429048,-0.04667582,0.3923997,-1.437643
-0.2960792,-0.354367,-1.429048,-0.04667582,0.3923997,-1.437643
-0.289714,-0.3623944,-1.429628,-0.04928577,0.3924549,-1.435818
-0.289714,-0.3623944,-1.429628,-0.04928577,0.3924549,-1.435818
-0.2862845,-0.3561151,-1.416517,-0.05950526,0.3677923,-1.372481
-0.2862845,-0.3561151,-1.416517,-0.05950526,0.3677923,-1.372481
-0.2862845,-0.3561151,-1.416517,-0.05950526,0.3677923,-1.372481
-0.2862845,-0.3561151,-1.416517,-0.05950526,0.3677923,-1.372481
-0.2838618,-0.331711,-1.384101,-0.05606111,0.3414994,-1.312831
-0.2838618,-0.331711,-1.384101,-0.05606111,0.3414994,-1.312831
-0.2838618,-0.331711,-1.384101,-0.05606111,0.3414994,-1.312831
-0.2838618,-0.331711,-1.384101,-0.05606111,0.3414994,-1.312831
-0.2806964,-0.2939345,-1.335172,-0.05013558,0.2963035,-1.252754
-0.2806964,-0.2939345,-1.335172,-0.05013558,0.2963035,-1.252754
-0.277479,-0.1799001,-1.247937,-0.05013558,0.2963035,-1.252754
-0.277479,-0.1799001,-1.247937,-0.05013558,0.2963035,-1.252754
-0.2841759,-0.08911778,-1.230903,-0.05013558,0.2963035,-1.252754
-0.2841759,-0.08911778,-1.230903,-0.05013558,0.2963035,-1.252754
-0.2841759,-0.08911778,-1.230903,-0.05013558,0.2963035,-1.252754
-0.2841759,-0.08911778,-1.230903,-0.05013558,0.2963035,-1.252754
-0.310454,-0.164909,-1.194499,-0.05013558,0.2963035,-1.252754
-0.310454,-0.164909,-1.194499,-0.05013558,0.2963035,-1.252754
-0.3350799,-0.1131238,-1.255048,-0.02666423,-0.1527694,-1.28344
-0.3350799,-0.1131238,-1.255048,-0.02666423,-0.1527694,-1.28344
-0.3651178,-0.03330741,-1.269433,-0.04993463,-0.2641811,-1.344682
-0.3651178,-0.03330741,-1.269433,-0.04993463,-0.2641811,-1.344682
-0.3651178,-0.03330741,-1.269433,-0.04993463,-0.2641811,-1.344682
-0.3651178,-0.03330741,-1.269433,-0.04993463,-0.2641811,-1.344682
-0.3856695,0.06841115,-1.241037,-0.05638349,-0.2960029,-1.377252
-0.3856695,0.06841115,-1.241037,-0.05638349,-0.2960029,-1.377252
-0.3842559,0.1579077,-1.22061,-0.06140664,-0.3089725,-1.399692
-0.3842559,0.1579077,-1.22061,-0.06140664,-0.3089725,-1.399692
-0.3570437,0.1859865,-1.268367,-0.06387056,-0.309653,-1.403335
-0.3570437,0.1859865,-1.268367,-0.06387056,-0.309653,-1.403335
-0.3570437,0.1859865,-1.268367,-0.06387056,-0.309653,-1.403335
-0.3570437,0.1859865,-1.268367,-0.06387056,-0.309653,-1.403335
-0.4244056,0.08178641,-1.336536,-0.06508472,-0.308204,-1.40001
-0.4244056,0.08178641,-1.336536,-0.06508472,-0.308204,-1.40001
