Hand_L, , ,Hand_R, , 
-0.2375009,0.2682098,-1.33582,0.1031267,-0.01199331,-1.271781
-0.2375009,0.2682098,-1.33582,0.1031267,-0.01199331,-1.271781
-0.2375009,0.2682098,-1.33582,0.1031267,-0.01199331,-1.271781
-0.2375009,0.2682098,-1.33582,0.1031267,-0.01199331,-1.271781
-0.2582251,0.19426,-1.265812,0.07868194,0.07080061,-1.24798
-0.2582251,0.19426,-1.265812,0.07868194,0.07080061,-1.24798
-0.2595812,0.07344346,-1.216812,0.06353031,0.1483697,-1.248787
-0.2595812,0.07344346,-1.216812,0.06353031,0.1483697,-1.248787
-0.2595812,0.07344346,-1.216812,0.06353031,0.1483697,-1.248787
-0.2595812,0.07344346,-1.216812,0.06353031,0.1483697,-1.248787
-0.2595812,0.07344346,-1.216812,0.06353031,0.1483697,-1.248787
-0.2228668,-0.06387269,-1.198737,0.050939,0.2133687,-1.274611
-0.2228668,-0.06387269,-1.198737,0.050939,0.2133687,-1.274611
-0.1934299,-0.1776593,-1.238333,0.04433114,0.2661783,-1.305747
-0.1934299,-0.1776593,-1.238333,0.04433114,0.2661783,-1.305747
-0.1621186,-0.2566381,-1.297809,0.03928948,0.3081995,-1.339285
-0.1621186,-0.2566381,-1.297809,0.03928948,0.3081995,-1.339285
-0.1364497,-0.3032876,-1.344059,0.03081677,0.3354278,-1.374808
-0.1364497,-0.3032876,-1.344059,0.03081677,0.3354278,-1.374808
-0.1364497,-0.3032876,-1.344059,0.03081677,0.3354278,-1.374808
-0.1364497,-0.3032876,-1.344059,0.03081677,0.3354278,-1.374808
-0.1225442,-0.3240277,-1.382074,0.02620698,0.3620385,-1.412436
-0.1225442,-0.3240277,-1.382074,0.02620698,0.3620385,-1.412436
-0.1150294,-0.3377795,-1.400361,0.02089536,0.3762025,-1.436924
-0.1150294,-0.3377795,-1.400361,0.02089536,0.3762025,-1.436924
-0.1139724,-0.3425636,-1.402173,0.01834052,0.3824343,-1.451275
-0.1139724,-0.3425636,-1.402173,0.01834052,0.3824343,-1.451275
-0.1139724,-0.3425636,-1.402173,0.01834052,0.3824343,-1.451275
-0.1139724,-0.3425636,-1.402173,0.01834052,0.3824343,-1.451275
-0.1190422,-0.3309344,-1.393255,0.016161,0.3815046,-1.454229
-0.1190422,-0.3309344,-1.393255,0.016161,0.3815046,-1.454229
-0.1248845,-0.3082155,-1.365003,0.01281931,0.3771626,-1.451078
-0.1248845,-0.3082155,-1.365003,0.01281931,0.3771626,-1.451078
-0.1248845,-0.3082155,-1.365003,0.01281931,0.3771626,-1.451078
-0.1248845,-0.3082155,-1.365003,0.01281931,0.3771626,-1.451078
-0.135109,-0.278533,-1.333661,0.008367035,0.3658726,-1.422417
-0.135109,-0.278533,-1.333661,0.008367035,0.3658726,-1.422417
-0.135109,-0.278533,-1.333661,0.008367035,0.3658726,-1.422417
-0.135109,-0.278533,-1.333661,0.008367035,0.3658726,-1.422417
-0.1461249,-0.2500657,-1.300362,0.004765671,0.3503781,-1.388584
-0.1461249,-0.2500657,-1.300362,0.004765671,0.3503781,-1.388584
-0.1597483,-0.2111783,-1.271869,0.006218336,0.3140382,-1.340411
-0.1597483,-0.2111783,-1.271869,0.006218336,0.3140382,-1.340411
-0.1740077,-0.16193,-1.241664,0.006944617,0.2785492,-1.29413
-0.1740077,-0.16193,-1.241664,0.006944617,0.2785492,-1.29413
-0.1740077,-0.16193,-1.241664,0.006944617,0.2785492,-1.29413
-0.1740077,-0.16193,-1.241664,0.006944617,0.2785492,-1.29413
-0.1901682,-0.09400591,-1.224644,0.01446859,0.2264585,-1.241968
-0.1901682,-0.09400591,-1.224644,0.01446859,0.2264585,-1.241968
-0.1962411,-0.03789335,-1.227488,0.02378368,0.1518615,-1.211616
-0.1962411,-0.03789335,-1.227488,0.02378368,0.1518615,-1.211616
-0.1943666,0.02865461,-1.233179,0.03428324,0.05047721,-1.19876
-0.1943666,0.02865461,-1.233179,0.03428324,0.05047721,-1.19876
-0.1943666,0.02865461,-1.233179,0.03428324,0.05047721,-1.19876
-0.1943666,0.02865461,-1.233179,0.03428324,0.05047721,-1.19876
-0.1911956,0.1006169,-1.237153,0.05650796,-0.06690232,-1.193036
-0.1911956,0.1006169,-1.237153,0.05650796,-0.06690232,-1.193036
-0.1845119,0.1693971,-1.248347,0.06930152,-0.1634461,-1.209141
-0.1845119,0.1693971,-1.248347,0.06930152,-0.1634461,-1.209141
-0.183271,0.2255247,-1.277219,0.06620764,-0.2268893,-1.239914
