Hand_L, , ,Hand_R, , 
-0.04274918,-0.3276146,-1.421075,0.1330084,0.2548182,-1.320513
-0.0361856,-0.3555382,-1.478112,0.1193764,0.3130123,-1.363268
-0.0361856,-0.3555382,-1.478112,0.1193764,0.3130123,-1.363268
-0.0361856,-0.3555382,-1.478112,0.1193764,0.3130123,-1.363268
-0.0361856,-0.3555382,-1.478112,0.1193764,0.3130123,-1.363268
-0.03869135,-0.3545916,-1.478012,0.09864523,0.3577112,-1.410908
-0.03869135,-0.3545916,-1.478012,0.09864523,0.3577112,-1.410908
-0.05977941,-0.3504632,-1.461067,0.07876218,0.3897692,-1.444439
-0.05977941,-0.3504632,-1.461067,0.07876218,0.3897692,-1.444439
-0.05977941,-0.3504632,-1.461067,0.07876218,0.3897692,-1.444439
-0.05977941,-0.3504632,-1.461067,0.07876218,0.3897692,-1.444439
-0.05977941,-0.3504632,-1.461067,0.05833434,0.4000147,-1.476618
-0.05977941,-0.3504632,-1.461067,0.05833434,0.4000147,-1.476618
-0.05977941,-0.3504632,-1.461067,0.04467047,0.4027049,-1.481402
-0.05977941,-0.3504632,-1.461067,0.04467047,0.4027049,-1.481402
-0.05977941,-0.3504632,-1.461067,0.04467047,0.4027049,-1.481402
-0.05977941,-0.3504632,-1.461067,0.04467047,0.4027049,-1.481402
-0.2189432,-0.1870549,-1.260106,0.02864826,0.4046099,-1.459185
-0.2189432,-0.1870549,-1.260106,0.02864826,0.4046099,-1.459185
-0.2385557,-0.1198553,-1.28835,0.008512988,0.3869355,-1.402847
-0.2385557,-0.1198553,-1.28835,0.008512988,0.3869355,-1.402847
-0.2385557,-0.1198553,-1.28835,0.008512988,0.3869355,-1.402847
-0.2385557,-0.1198553,-1.28835,0.008512988,0.3869355,-1.402847
-0.2421512,-0.04096328,-1.318264,-8.332334E-05,0.3501818,-1.342206
-0.2421512,-0.04096328,-1.318264,-8.332334E-05,0.3501818,-1.342206
-0.2577655,0.03233447,-1.326543,-0.01141252,0.2835145,-1.276356
-0.2577655,0.03233447,-1.326543,-0.01141252,0.2835145,-1.276356
-0.2577655,0.03233447,-1.326543,-0.01141252,0.2835145,-1.276356
-0.2577655,0.03233447,-1.326543,-0.01141252,0.2835145,-1.276356
-0.2660068,0.1009518,-1.347907,-0.01420367,0.1979347,-1.222642
-0.2660068,0.1009518,-1.347907,-0.01420367,0.1979347,-1.222642
-0.2660068,0.1009518,-1.347907,-0.01420367,0.1979347,-1.222642
-0.2660068,0.1009518,-1.347907,-0.01420367,0.1979347,-1.222642
-0.268332,0.1714013,-1.376974,0.02895223,0.02270481,-1.248712
-0.268332,0.1714013,-1.376974,0.02895223,0.02270481,-1.248712
-0.268332,0.1714013,-1.376974,0.02895223,0.02270481,-1.248712
-0.268332,0.1714013,-1.376974,0.02895223,0.02270481,-1.248712
-0.268332,0.1714013,-1.376974,0.02895223,0.02270481,-1.248712
-0.2588437,0.2282173,-1.419175,0.03782362,-0.08451468,-1.264606
-0.2588437,0.2282173,-1.419175,0.03782362,-0.08451468,-1.264606
-0.2588437,0.2282173,-1.419175,0.03782362,-0.08451468,-1.264606
-0.2588437,0.2282173,-1.419175,0.03782362,-0.08451468,-1.264606
-0.2447797,0.2732081,-1.4604,0.03090353,-0.2071447,-1.300625
-0.2447797,0.2732081,-1.4604,0.03090353,-0.2071447,-1.300625
-0.2301612,0.3083503,-1.501099,0.03744536,-0.2807811,-1.351703
-0.2301612,0.3083503,-1.501099,0.03744536,-0.2807811,-1.351703
-0.2301612,0.3083503,-1.501099,0.03744536,-0.2807811,-1.351703
