Hand_L, , ,Hand_R, , 
-0.3761529,0.1984108,-1.23504,-0.05991806,-0.2515269,-1.336865
-0.3761529,0.1984108,-1.23504,-0.05991806,-0.2515269,-1.336865
-0.3540373,0.09028471,-1.198173,-0.05330715,-0.1903247,-1.305165
-0.3540373,0.09028471,-1.198173,-0.05330715,-0.1903247,-1.305165
-0.3452187,0.03037607,-1.186002,-0.04600976,-0.147521,-1.285969
-0.3452187,0.03037607,-1.186002,-0.04600976,-0.147521,-1.285969
-0.332171,-0.0215005,-1.2042,-0.0378439,-0.08791676,-1.275207
-0.332171,-0.0215005,-1.2042,-0.0378439,-0.08791676,-1.275207
-0.3296367,-0.08218965,-1.197553,-0.02841473,-0.02916587,-1.27254
-0.3296367,-0.08218965,-1.197553,-0.02841473,-0.02916587,-1.27254
-0.3296367,-0.08218965,-1.197553,-0.02841473,-0.02916587,-1.27254
-0.3296367,-0.08218965,-1.197553,-0.02841473,-0.02916587,-1.27254
-0.32493,-0.1900015,-1.231836,0.01025278,0.08763842,-1.32911
-0.32493,-0.1900015,-1.231836,0.01025278,0.08763842,-1.32911
-0.3258839,-0.2307434,-1.260467,0.01688031,0.1178827,-1.360528
-0.3258839,-0.2307434,-1.260467,0.01688031,0.1178827,-1.360528
-0.3258839,-0.2307434,-1.260467,0.01688031,0.1178827,-1.360528
-0.3258839,-0.2307434,-1.260467,0.01688031,0.1178827,-1.360528
-0.3258839,-0.2307434,-1.260467,0.01688031,0.1178827,-1.360528
-0.3258839,-0.2307434,-1.260467,0.01688031,0.1178827,-1.360528
-0.3238264,-0.2592196,-1.289524,0.01859207,0.1438177,-1.37774
-0.3238264,-0.2592196,-1.289524,0.01859207,0.1438177,-1.37774
-0.3193935,-0.3389415,-1.338366,0.0126234,0.2135377,-1.37114
-0.3193935,-0.3389415,-1.338366,0.0126234,0.2135377,-1.37114
-0.3163124,-0.3455856,-1.368732,0.004606584,0.2614807,-1.353924
-0.3163124,-0.3455856,-1.368732,0.004606584,0.2614807,-1.353924
-0.3163124,-0.3455856,-1.368732,0.004606584,0.2614807,-1.353924
-0.3163124,-0.3455856,-1.368732,0.004606584,0.2614807,-1.353924
-0.315507,-0.347991,-1.399096,-0.002641163,0.2830257,-1.353884
-0.315507,-0.347991,-1.399096,-0.002641163,0.2830257,-1.353884
-0.3144895,-0.368941,-1.412848,-0.00959906,0.3061222,-1.352521
-0.3144895,-0.368941,-1.412848,-0.00959906,0.3061222,-1.352521
-0.3146131,-0.3686284,-1.412922,-0.01250963,0.3104122,-1.352435
-0.3146131,-0.3686284,-1.412922,-0.01250963,0.3104122,-1.352435
-0.3145313,-0.3587403,-1.404547,-0.01384681,0.3123746,-1.349151
-0.3145313,-0.3587403,-1.404547,-0.01384681,0.3123746,-1.349151
-0.3145313,-0.3587403,-1.404547,-0.01384681,0.3123746,-1.349151
-0.3145313,-0.3587403,-1.404547,-0.01384681,0.3123746,-1.349151
-0.3205232,-0.3368211,-1.383388,-0.01496351,0.3086061,-1.339435
-0.3205232,-0.3368211,-1.383388,-0.01496351,0.3086061,-1.339435
-0.3379908,-0.2650785,-1.314187,-0.005777673,0.2494081,-1.285332
-0.3379908,-0.2650785,-1.314187,-0.005777673,0.2494081,-1.285332
-0.3379908,-0.2650785,-1.314187,-0.005777673,0.2494081,-1.285332
-0.3332882,-0.204663,-1.284733,0.01011758,0.2015882,-1.265507
-0.3332882,-0.204663,-1.284733,0.01011758,0.2015882,-1.265507
-0.3332882,-0.204663,-1.284733,0.01011758,0.2015882,-1.265507
-0.3332882,-0.204663,-1.284733,0.01011758,0.2015882,-1.265507
-0.3463631,-0.148294,-1.246604,0.01638191,0.1488938,-1.30386
-0.3463631,-0.148294,-1.246604,0.01638191,0.1488938,-1.30386
-0.3463631,-0.148294,-1.246604,0.01638191,0.1488938,-1.30386
-0.3463631,-0.148294,-1.246604,0.01638191,0.1488938,-1.30386
-0.3574177,-0.03406529,-1.202467,0.03771191,0.04339547,-1.317199
-0.3574177,-0.03406529,-1.202467,0.03771191,0.04339547,-1.317199
-0.3621404,0.03206322,-1.192694,0.02283061,-0.01080188,-1.269983
-0.3621404,0.03206322,-1.192694,0.02283061,-0.01080188,-1.269983
-0.3698071,0.09175639,-1.184929,0.006259854,-0.06817409,-1.252224
-0.3698071,0.09175639,-1.184929,0.006259854,-0.06817409,-1.252224
-0.3698071,0.09175639,-1.184929,0.006259854,-0.06817409,-1.252224
-0.3698071,0.09175639,-1.184929,0.006259854,-0.06817409,-1.252224
-0.3698071,0.09175639,-1.184929,0.006259854,-0.06817409,-1.252224
-0.3698071,0.09175639,-1.184929,0.006259854,-0.06817409,-1.252224
-0.3672494,0.1902363,-1.203207,-0.01494888,-0.1682691,-1.268843
-0.3672494,0.1902363,-1.203207,-0.01494888,-0.1682691,-1.268843
