Hand_R, , ,Elbow_R, , ,Shoulder_R, , ,Body, , 
-0.0848454,0.4528028,-1.774486,0.02400658,0.2348548,-1.91399,-0.03527678,0.1708972,-2.194331,-0.1961747,-0.0458479,-2.261784
-0.0848454,0.4528028,-1.774486,0.02400658,0.2348548,-1.91399,-0.03527678,0.1708972,-2.194331,-0.1961747,-0.0458479,-2.261784
-0.0848454,0.4528028,-1.774486,0.02400658,0.2348548,-1.91399,-0.03527678,0.1708972,-2.194331,-0.1961747,-0.0458479,-2.261784
-0.0848454,0.4528028,-1.774486,0.02400658,0.2348548,-1.91399,-0.03527678,0.1708972,-2.194331,-0.1961747,-0.0458479,-2.261784
-0.08426011,0.4525917,-1.772874,0.02328383,0.2349526,-1.913343,-0.03618233,0.1788183,-2.199485,-0.1897543,-0.04387211,-2.264282
-0.08426011,0.4525917,-1.772874,0.02328383,0.2349526,-1.913343,-0.03618233,0.1788183,-2.199485,-0.1897543,-0.04387211,-2.264282
-0.08361453,0.452612,-1.771805,0.02305598,0.2356978,-1.912383,-0.04436298,0.1819368,-2.201265,-0.1922778,-0.04412307,-2.267717
-0.08361453,0.452612,-1.771805,0.02305598,0.2356978,-1.912383,-0.04436298,0.1819368,-2.201265,-0.1922778,-0.04412307,-2.267717
-0.08601361,0.4514769,-1.770214,0.02160598,0.2359367,-1.912805,-0.04065716,0.1876031,-2.201368,-0.1886519,-0.04009414,-2.261871
-0.08601361,0.4514769,-1.770214,0.02160598,0.2359367,-1.912805,-0.04065716,0.1876031,-2.201368,-0.1886519,-0.04009414,-2.261871
-0.09164165,0.4528234,-1.774732,0.0204381,0.2367025,-1.91223,-0.04845203,0.1909181,-2.198143,-0.1859131,-0.04160315,-2.264462
-0.09164165,0.4528234,-1.774732,0.0204381,0.2367025,-1.91223,-0.04845203,0.1909181,-2.198143,-0.1859131,-0.04160315,-2.264462
-0.1018171,0.452773,-1.772414,0.01232534,0.2404692,-1.907828,-0.05182296,0.190997,-2.195888,-0.1848169,-0.04462122,-2.260688
-0.1018171,0.452773,-1.772414,0.01232534,0.2404692,-1.907828,-0.05182296,0.190997,-2.195888,-0.1848169,-0.04462122,-2.260688
-0.1018171,0.452773,-1.772414,0.01232534,0.2404692,-1.907828,-0.05182296,0.190997,-2.195888,-0.1848169,-0.04462122,-2.260688
-0.1018171,0.452773,-1.772414,0.01232534,0.2404692,-1.907828,-0.05182296,0.190997,-2.195888,-0.1848169,-0.04462122,-2.260688
-0.1077465,0.4528422,-1.774695,0.004109565,0.2409425,-1.910632,-0.05297185,0.189454,-2.192513,-0.1839915,-0.04682341,-2.259056
-0.1077465,0.4528422,-1.774695,0.004109565,0.2409425,-1.910632,-0.05297185,0.189454,-2.192513,-0.1839915,-0.04682341,-2.259056
-0.1077465,0.4528422,-1.774695,0.004109565,0.2409425,-1.910632,-0.05297185,0.189454,-2.192513,-0.1839915,-0.04682341,-2.259056
-0.1077465,0.4528422,-1.774695,0.004109565,0.2409425,-1.910632,-0.05297185,0.189454,-2.192513,-0.1839915,-0.04682341,-2.259056
-0.1250628,0.4528312,-1.778424,-0.006041719,0.2388613,-1.911641,-0.05407769,0.1862728,-2.191344,-0.1854154,-0.0494189,-2.25936
-0.1250628,0.4528312,-1.778424,-0.006041719,0.2388613,-1.911641,-0.05407769,0.1862728,-2.191344,-0.1854154,-0.0494189,-2.25936
-0.1250628,0.4528312,-1.778424,-0.006041719,0.2388613,-1.911641,-0.05407769,0.1862728,-2.191344,-0.1854154,-0.0494189,-2.25936
-0.1657736,0.4411318,-1.784946,-0.0295605,0.2318463,-1.911906,-0.05388427,0.1851774,-2.191085,-0.1846644,-0.0498668,-2.262321
-0.1657736,0.4411318,-1.784946,-0.0295605,0.2318463,-1.911906,-0.05388427,0.1851774,-2.191085,-0.1846644,-0.0498668,-2.262321
-0.2041911,0.4216138,-1.794614,-0.04665562,0.2253975,-1.914093,-0.05334993,0.1828322,-2.191492,-0.1852014,-0.05143739,-2.263325
-0.2041911,0.4216138,-1.794614,-0.04665562,0.2253975,-1.914093,-0.05334993,0.1828322,-2.191492,-0.1852014,-0.05143739,-2.263325
-0.2406919,0.3943526,-1.80548,-0.06356467,0.2129466,-1.922581,-0.05037392,0.1784698,-2.189533,-0.189015,-0.05180608,-2.261271
-0.2406919,0.3943526,-1.80548,-0.06356467,0.2129466,-1.922581,-0.05037392,0.1784698,-2.189533,-0.189015,-0.05180608,-2.261271
-0.2406919,0.3943526,-1.80548,-0.06356467,0.2129466,-1.922581,-0.05037392,0.1784698,-2.189533,-0.189015,-0.05180608,-2.261271
-0.2406919,0.3943526,-1.80548,-0.06356467,0.2129466,-1.922581,-0.05037392,0.1784698,-2.189533,-0.189015,-0.05180608,-2.261271
-0.2733257,0.3531622,-1.814953,-0.07840932,0.1907924,-1.93297,-0.04026032,0.1721988,-2.19467,-0.1848372,-0.05593028,-2.261406
-0.2733257,0.3531622,-1.814953,-0.07840932,0.1907924,-1.93297,-0.04026032,0.1721988,-2.19467,-0.1848372,-0.05593028,-2.261406
-0.3066478,0.2996244,-1.835337,-0.08895139,0.1622464,-1.944038,-0.006244985,0.1983157,-2.214539,-0.1833385,-0.01170364,-2.245358
-0.3066478,0.2996244,-1.835337,-0.08895139,0.1622464,-1.944038,-0.006244985,0.1983157,-2.214539,-0.1833385,-0.01170364,-2.245358
-0.3367701,0.2319749,-1.853645,-0.09561484,0.1345155,-1.955606,0.007639947,0.2074384,-2.21867,-0.1777908,0.002717163,-2.247938
-0.3367701,0.2319749,-1.853645,-0.09561484,0.1345155,-1.955606,0.007639947,0.2074384,-2.21867,-0.1777908,0.002717163,-2.247938
-0.3577531,0.1492749,-1.88066,-0.09675199,0.1052129,-1.973835,0.01312985,0.209762,-2.219517,-0.1759882,0.007402509,-2.244906
-0.3577531,0.1492749,-1.88066,-0.09675199,0.1052129,-1.973835,0.01312985,0.209762,-2.219517,-0.1759882,0.007402509,-2.244906
-0.3575565,0.06843662,-1.919115,-0.08919324,0.06973647,-1.996299,0.01560693,0.2105457,-2.222025,-0.1752213,0.009174434,-2.243021
-0.3575565,0.06843662,-1.919115,-0.08919324,0.06973647,-1.996299,0.01560693,0.2105457,-2.222025,-0.1752213,0.009174434,-2.243021
-0.3575565,0.06843662,-1.919115,-0.08919324,0.06973647,-1.996299,0.01560693,0.2105457,-2.222025,-0.1752213,0.009174434,-2.243021
