Hand_R, , ,Elbow_R, , ,Shoulder_R, , ,Body, , 
-0.008445136,0.5185353,-1.880226,0.06654719,0.2543886,-1.957526,0.006609812,0.2156421,-2.239118,-0.1777845,0.008175162,-2.258698
-0.008445136,0.5185353,-1.880226,0.06654719,0.2543886,-1.957526,0.006609812,0.2156421,-2.239118,-0.1777845,0.008175162,-2.258698
-0.008449277,0.5176505,-1.877476,0.06760561,0.2533844,-1.95646,0.00724231,0.2162512,-2.240015,-0.1772133,0.008775386,-2.258941
-0.008449277,0.5176505,-1.877476,0.06760561,0.2533844,-1.95646,0.00724231,0.2162512,-2.240015,-0.1772133,0.008775386,-2.258941
-0.008502446,0.5172021,-1.876419,0.0679106,0.252387,-1.954759,0.008235637,0.2182419,-2.241512,-0.1762318,0.0106734,-2.259272
-0.008502446,0.5172021,-1.876419,0.0679106,0.252387,-1.954759,0.008235637,0.2182419,-2.241512,-0.1762318,0.0106734,-2.259272
-0.008591658,0.5163071,-1.873014,0.06791779,0.2521302,-1.954722,0.007589901,0.2192025,-2.241269,-0.1767118,0.01150738,-2.259281
-0.008591658,0.5163071,-1.873014,0.06791779,0.2521302,-1.954722,0.007589901,0.2192025,-2.241269,-0.1767118,0.01150738,-2.259281
-0.008546146,0.5152885,-1.870261,0.06798598,0.2520251,-1.955655,0.008918973,0.2149752,-2.241699,-0.1757588,0.007512236,-2.258478
-0.008546146,0.5152885,-1.870261,0.06798598,0.2520251,-1.955655,0.008918973,0.2149752,-2.241699,-0.1757588,0.007512236,-2.258478
-0.008546146,0.5152885,-1.870261,0.06798598,0.2520251,-1.955655,0.008918973,0.2149752,-2.241699,-0.1757588,0.007512236,-2.258478
-0.008546146,0.5152885,-1.870261,0.06798598,0.2520251,-1.955655,0.008918973,0.2149752,-2.241699,-0.1757588,0.007512236,-2.258478
-0.01162332,0.5120658,-1.869066,0.06799261,0.2498871,-1.955211,0.004885346,0.2144419,-2.241472,-0.1794832,0.00679446,-2.259282
-0.01162332,0.5120658,-1.869066,0.06799261,0.2498871,-1.955211,0.004885346,0.2144419,-2.241472,-0.1794832,0.00679446,-2.259282
-0.01278554,0.5096809,-1.866583,0.0686961,0.2492096,-1.955061,0.006297331,0.2163194,-2.242062,-0.1770332,0.007663629,-2.258734
-0.01278554,0.5096809,-1.866583,0.0686961,0.2492096,-1.955061,0.006297331,0.2163194,-2.242062,-0.1770332,0.007663629,-2.258734
-0.01325756,0.5088311,-1.865951,0.06666381,0.2484537,-1.953431,0.006530716,0.2172113,-2.241238,-0.1762983,0.008127136,-2.258124
-0.01325756,0.5088311,-1.865951,0.06666381,0.2484537,-1.953431,0.006530716,0.2172113,-2.241238,-0.1762983,0.008127136,-2.258124
-0.0101085,0.5114768,-1.866468,0.06757622,0.2502154,-1.953125,0.008237344,0.2171404,-2.24215,-0.1754512,0.008680654,-2.257333
-0.0101085,0.5114768,-1.866468,0.06757622,0.2502154,-1.953125,0.008237344,0.2171404,-2.24215,-0.1754512,0.008680654,-2.257333
-0.01196426,0.5097651,-1.865006,0.06866961,0.2500551,-1.953809,0.00825317,0.2197542,-2.243454,-0.1759125,0.01166696,-2.257983
-0.01196426,0.5097651,-1.865006,0.06866961,0.2500551,-1.953809,0.00825317,0.2197542,-2.243454,-0.1759125,0.01166696,-2.257983
-0.01196426,0.5097651,-1.865006,0.06866961,0.2500551,-1.953809,0.00825317,0.2197542,-2.243454,-0.1759125,0.01166696,-2.257983
-0.01196426,0.5097651,-1.865006,0.06866961,0.2500551,-1.953809,0.00825317,0.2197542,-2.243454,-0.1759125,0.01166696,-2.257983
-0.01332964,0.5072158,-1.863092,0.06983098,0.2514308,-1.954144,0.007228815,0.2164981,-2.242954,-0.1762127,0.007770801,-2.257468
-0.01332964,0.5072158,-1.863092,0.06983098,0.2514308,-1.954144,0.007228815,0.2164981,-2.242954,-0.1762127,0.007770801,-2.257468
-0.01332964,0.5072158,-1.863092,0.06983098,0.2514308,-1.954144,0.007228815,0.2164981,-2.242954,-0.1762127,0.007770801,-2.257468
-0.01332964,0.5072158,-1.863092,0.06983098,0.2514308,-1.954144,0.007228815,0.2164981,-2.242954,-0.1762127,0.007770801,-2.257468
-0.0102328,0.5103605,-1.863514,0.06848944,0.2518119,-1.951177,0.009142986,0.2136418,-2.238405,-0.1741967,0.005023742,-2.255473
-0.0102328,0.5103605,-1.863514,0.06848944,0.2518119,-1.951177,0.009142986,0.2136418,-2.238405,-0.1741967,0.005023742,-2.255473
-0.01200781,0.5090125,-1.86233,0.06953476,0.253351,-1.952383,0.01059134,0.2134512,-2.238029,-0.1736192,0.005651918,-2.25572
-0.01200781,0.5090125,-1.86233,0.06953476,0.253351,-1.952383,0.01059134,0.2134512,-2.238029,-0.1736192,0.005651918,-2.25572
-0.01290274,0.5075375,-1.861744,0.06847221,0.2517272,-1.952851,0.007505257,0.2151813,-2.23894,-0.1768481,0.007492243,-2.256362
-0.01290274,0.5075375,-1.861744,0.06847221,0.2517272,-1.952851,0.007505257,0.2151813,-2.23894,-0.1768481,0.007492243,-2.256362
-0.01013936,0.5097231,-1.861922,0.06810746,0.2518772,-1.951564,0.009419239,0.2159353,-2.238489,-0.1747334,0.00798466,-2.254905
-0.01013936,0.5097231,-1.861922,0.06810746,0.2518772,-1.951564,0.009419239,0.2159353,-2.238489,-0.1747334,0.00798466,-2.254905
-0.01208944,0.5087504,-1.862277,0.06800514,0.251274,-1.951113,0.01062908,0.2157569,-2.238155,-0.172531,0.007018512,-2.255677
-0.01208944,0.5087504,-1.862277,0.06800514,0.251274,-1.951113,0.01062908,0.2157569,-2.238155,-0.172531,0.007018512,-2.255677
-0.01285112,0.5068706,-1.859086,0.06799352,0.2503565,-1.951026,0.008992444,0.2190704,-2.240452,-0.1739785,0.01007851,-2.256836
-0.01285112,0.5068706,-1.859086,0.06799352,0.2503565,-1.951026,0.008992444,0.2190704,-2.240452,-0.1739785,0.01007851,-2.256836
-0.01285112,0.5068706,-1.859086,0.06799352,0.2503565,-1.951026,0.008992444,0.2190704,-2.240452,-0.1739785,0.01007851,-2.256836
-0.01285112,0.5068706,-1.859086,0.06799352,0.2503565,-1.951026,0.008992444,0.2190704,-2.240452,-0.1739785,0.01007851,-2.256836
-0.01010027,0.508846,-1.858859,0.06799059,0.2514947,-1.948896,0.009292466,0.2196216,-2.240291,-0.1728611,0.009838759,-2.255662
-0.01010027,0.508846,-1.858859,0.06799059,0.2514947,-1.948896,0.009292466,0.2196216,-2.240291,-0.1728611,0.009838759,-2.255662
-0.008992326,0.5100601,-1.857548,0.06730108,0.2532823,-1.948897,0.01020433,0.2085997,-2.234242,-0.1742198,0.001128856,-2.253259
-0.008992326,0.5100601,-1.857548,0.06730108,0.2532823,-1.948897,0.01020433,0.2085997,-2.234242,-0.1742198,0.001128856,-2.253259
