1.827957034,4.495322704,-1.859093308,-5.563105583,3.235075712,-2.051589966,0.149112061,4.672649384,-0.879811764,-3.95911932,3.849630833,-1.24141717,-2.36281395,3.987053156,-1.071566701,-2.33152318,4.08554697,1.910979748
1.871837854,4.594447613,-1.834147692,-5.697615623,3.322783232,-2.001185417,0.197166696,4.663297653,-0.804911554,-4.008707047,3.821045399,-1.262491822,-2.358649015,3.987072229,-1.061323047,-2.358455658,4.083826542,1.925753474
1.902122736,4.588962078,-1.641775966,-5.760197163,3.349009275,-1.710058331,0.157982603,4.652906418,-0.74064821,-4.001083851,3.863741398,-1.224074602,-2.368337631,3.991201639,-1.101498842,-2.386650562,4.08347559,1.896767855
2.103761911,4.568049908,-1.488698721,-5.711112022,3.417807341,-0.947314382,0.288481176,4.647222519,-0.720754623,-4.002860069,3.883015156,-0.833329022,-2.330991507,3.986566782,-1.077338696,-2.433900595,4.090736866,1.906306148
2.154677868,4.547147274,-1.304859042,-5.715473175,3.355070829,-0.576317906,0.276875556,4.633174896,-0.712747276,-4.036809444,3.902473927,-0.716095209,-2.323990345,3.978624582,-1.059303284,-2.448301554,4.078026295,1.932305098
2.264201641,4.51526022,-0.929481685,-5.863841534,3.283278227,0.445788175,0.336370289,4.65587616,-0.580805004,-4.418004513,3.640314579,-0.460000813,-2.30816555,3.97461915,-1.056077361,-2.421812057,4.085047245,1.916003942
2.212146759,4.521651745,-0.780981839,-5.779328346,3.255059004,1.163901806,0.29797706,4.710676193,-0.476261318,-4.681109905,3.451542616,-0.25067535,-2.274778366,3.955639124,-1.108122349,-2.431002855,4.15794611,1.844109535
2.335125446,4.582086086,-0.601183712,-5.018280506,2.976357222,2.063517332,0.405704796,4.649772644,-0.431902707,-4.906240463,3.306305647,0.262042642,-2.258008242,3.973434687,-1.091871381,-2.403053284,4.175060749,1.86334312
2.34024024,4.595132351,-0.382041991,-4.662568569,2.893454313,2.199800253,0.411991537,4.634120941,-0.437808484,-4.857095718,3.344059706,0.413265646,-2.283762217,3.995876551,-1.052412033,-2.416637182,4.099766254,1.913895845
2.414386272,4.58903265,0.046414007,-3.758488417,2.581526279,2.060378551,0.540323436,4.626508713,-0.319552422,-4.753614426,3.323857069,0.787358284,-2.296310663,3.996935129,-1.064913511,-2.36834693,4.248678684,1.896761417
2.392373323,4.522006512,0.322562158,-3.379918814,2.454357624,1.752111197,0.543830574,4.621030807,-0.184332207,-4.762299538,3.275370359,0.882144272,-2.284388781,3.92976594,-1.093544841,-2.321898937,4.121967793,2.060506105
