Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
0.2020926,0.3911838,-2.149199,-0.01290385,0.2447501,-2.266914,-0.09226105,0.2673593,-2.559803
0.2341051,0.3293577,-2.175829,-0.004687936,0.2286364,-2.279448,-0.09264906,0.2688222,-2.558557
0.2341051,0.3293577,-2.175829,-0.004687936,0.2286364,-2.279448,-0.09264906,0.2688222,-2.558557
0.260308,0.2632699,-2.208268,0.001432823,0.2119352,-2.291906,-0.09309855,0.2699138,-2.557494
0.260308,0.2632699,-2.208268,0.001432823,0.2119352,-2.291906,-0.09309855,0.2699138,-2.557494
0.2743176,0.1882633,-2.23127,0.006715984,0.1867518,-2.309045,-0.09344768,0.2706499,-2.556568
0.2743176,0.1882633,-2.23127,0.006715984,0.1867518,-2.309045,-0.09344768,0.2706499,-2.556568
0.272191,0.1146569,-2.257959,0.006011741,0.1609788,-2.327147,-0.09372254,0.271104,-2.555949
0.272191,0.1146569,-2.257959,0.006011741,0.1609788,-2.327147,-0.09372254,0.271104,-2.555949
0.2571373,0.04887588,-2.279323,0.002939532,0.1376012,-2.344771,-0.09394444,0.2715089,-2.555538
0.2571373,0.04887588,-2.279323,0.002939532,0.1376012,-2.344771,-0.09394444,0.2715089,-2.555538
0.2571373,0.04887588,-2.279323,0.002939532,0.1376012,-2.344771,-0.09394444,0.2715089,-2.555538
0.2571373,0.04887588,-2.279323,0.002939532,0.1376012,-2.344771,-0.09394444,0.2715089,-2.555538
0.2360221,-0.01267021,-2.290519,-0.004431142,0.1119466,-2.362164,-0.09416042,0.2719527,-2.555286
0.2360221,-0.01267021,-2.290519,-0.004431142,0.1119466,-2.362164,-0.09416042,0.2719527,-2.555286
0.2360221,-0.01267021,-2.290519,-0.004431142,0.1119466,-2.362164,-0.09416042,0.2719527,-2.555286
0.1953697,-0.07283107,-2.326687,-0.0148987,0.09831603,-2.376245,-0.09444026,0.2729498,-2.555534
0.1953697,-0.07283107,-2.326687,-0.0148987,0.09831603,-2.376245,-0.09444026,0.2729498,-2.555534
