Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
0.2120117,0.2462654,-2.176839,-0.0302897,0.1759822,-2.298765,-0.09164781,0.3073823,-2.56796
0.2120117,0.2462654,-2.176839,-0.0302897,0.1759822,-2.298765,-0.09164781,0.3073823,-2.56796
0.2269052,0.2002679,-2.188221,-0.02320833,0.1567497,-2.308192,-0.09173175,0.3068725,-2.5673
0.2269052,0.2002679,-2.188221,-0.02320833,0.1567497,-2.308192,-0.09173175,0.3068725,-2.5673
0.2338636,0.1359009,-2.211013,-0.0195782,0.1358936,-2.321743,-0.09186415,0.306417,-2.566801
0.2338636,0.1359009,-2.211013,-0.0195782,0.1358936,-2.321743,-0.09186415,0.306417,-2.566801
0.2310701,0.06495418,-2.235421,-0.01921882,0.1201196,-2.334906,-0.09216603,0.3056034,-2.565787
0.2310701,0.06495418,-2.235421,-0.01921882,0.1201196,-2.334906,-0.09216603,0.3056034,-2.565787
0.2310701,0.06495418,-2.235421,-0.01921882,0.1201196,-2.334906,-0.09216603,0.3056034,-2.565787
0.2310701,0.06495418,-2.235421,-0.01921882,0.1201196,-2.334906,-0.09216603,0.3056034,-2.565787
0.2218442,0.01792967,-2.24714,-0.02025768,0.1037387,-2.347518,-0.09242009,0.3049909,-2.565009
0.2218442,0.01792967,-2.24714,-0.02025768,0.1037387,-2.347518,-0.09242009,0.3049909,-2.565009
0.2020057,-0.02902933,-2.261113,-0.02445779,0.08918913,-2.361077,-0.09245671,0.3049751,-2.56501
0.2020057,-0.02902933,-2.261113,-0.02445779,0.08918913,-2.361077,-0.09245671,0.3049751,-2.56501
0.1334885,-0.1086754,-2.292242,-0.03319611,0.07968125,-2.377821,-0.09249774,0.3049479,-2.564998
0.1334885,-0.1086754,-2.292242,-0.03319611,0.07968125,-2.377821,-0.09249774,0.3049479,-2.564998
0.08698837,-0.1510203,-2.306028,-0.04128484,0.06941698,-2.394072,-0.09251812,0.3049345,-2.565016
0.08698837,-0.1510203,-2.306028,-0.04128484,0.06941698,-2.394072,-0.09251812,0.3049345,-2.565016
0.08698837,-0.1510203,-2.306028,-0.04128484,0.06941698,-2.394072,-0.09251812,0.3049345,-2.565016
0.04338933,-0.1826651,-2.318598,-0.05230164,0.05799679,-2.409786,-0.09254925,0.3048876,-2.565035
0.04338933,-0.1826651,-2.318598,-0.05230164,0.05799679,-2.409786,-0.09254925,0.3048876,-2.565035
0.01853827,-0.1905156,-2.309598,-0.06566,0.0435482,-2.425617,-0.09258031,0.3048161,-2.565057
0.01853827,-0.1905156,-2.309598,-0.06566,0.0435482,-2.425617,-0.09258031,0.3048161,-2.565057
-0.03252408,-0.202892,-2.30382,-0.08198228,0.033373,-2.438171,-0.09259561,0.3047947,-2.565082
-0.03252408,-0.202892,-2.30382,-0.08198228,0.033373,-2.438171,-0.09259561,0.3047947,-2.565082
-0.07284527,-0.2087995,-2.303787,-0.1024024,0.02405219,-2.45315,-0.09262459,0.3047725,-2.565118
-0.07284527,-0.2087995,-2.303787,-0.1024024,0.02405219,-2.45315,-0.09262459,0.3047725,-2.565118
-0.1392537,-0.206526,-2.303231,-0.1190266,0.01945267,-2.463138,-0.09266686,0.3047561,-2.565199
-0.1392537,-0.206526,-2.303231,-0.1190266,0.01945267,-2.463138,-0.09266686,0.3047561,-2.565199
-0.1392537,-0.206526,-2.303231,-0.1190266,0.01945267,-2.463138,-0.09266686,0.3047561,-2.565199
-0.1392537,-0.206526,-2.303231,-0.1190266,0.01945267,-2.463138,-0.09266686,0.3047561,-2.565199
-0.1986827,-0.1935778,-2.293302,-0.1406394,0.01686966,-2.47115,-0.09276015,0.3047391,-2.565365
-0.1986827,-0.1935778,-2.293302,-0.1406394,0.01686966,-2.47115,-0.09276015,0.3047391,-2.565365
-0.2485067,-0.1714648,-2.278508,-0.1612545,0.01912387,-2.472987,-0.09279454,0.3047355,-2.565481
-0.2485067,-0.1714648,-2.278508,-0.1612545,0.01912387,-2.472987,-0.09279454,0.3047355,-2.565481
-0.3089926,-0.1266576,-2.252365,-0.1851502,0.02411549,-2.471211,-0.09282602,0.304739,-2.565727
-0.3089926,-0.1266576,-2.252365,-0.1851502,0.02411549,-2.471211,-0.09282602,0.304739,-2.565727
-0.3523354,-0.08268113,-2.240908,-0.2040794,0.03202658,-2.470613,-0.0928582,0.3047068,-2.565831
-0.3523354,-0.08268113,-2.240908,-0.2040794,0.03202658,-2.470613,-0.0928582,0.3047068,-2.565831
-0.3931782,-0.02551564,-2.223835,-0.2286549,0.04842396,-2.464347,-0.09288466,0.3046774,-2.566002
