Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
0.200637,0.228628,-2.1735,-0.05231761,0.1988538,-2.27578,-0.09043045,0.267186,-2.550378
0.211052,0.1678189,-2.194415,-0.04872328,0.1742672,-2.290996,-0.09055544,0.2678664,-2.549992
0.211052,0.1678189,-2.194415,-0.04872328,0.1742672,-2.290996,-0.09055544,0.2678664,-2.549992
0.205234,0.09446463,-2.217263,-0.04855411,0.1518394,-2.308635,-0.09067055,0.2684206,-2.549725
0.205234,0.09446463,-2.217263,-0.04855411,0.1518394,-2.308635,-0.09067055,0.2684206,-2.549725
0.1968543,0.03398624,-2.234221,-0.04898683,0.1240511,-2.32954,-0.09079508,0.2693008,-2.549826
0.1968543,0.03398624,-2.234221,-0.04898683,0.1240511,-2.32954,-0.09079508,0.2693008,-2.549826
0.1718373,-0.0270347,-2.253871,-0.05186664,0.1053641,-2.348462,-0.09086485,0.2710199,-2.550574
0.1718373,-0.0270347,-2.253871,-0.05186664,0.1053641,-2.348462,-0.09086485,0.2710199,-2.550574
0.1149986,-0.1039132,-2.285764,-0.05715236,0.09154554,-2.369587,-0.09131659,0.2722577,-2.551166
0.1149986,-0.1039132,-2.285764,-0.05715236,0.09154554,-2.369587,-0.09131659,0.2722577,-2.551166
0.1149986,-0.1039132,-2.285764,-0.05715236,0.09154554,-2.369587,-0.09131659,0.2722577,-2.551166
0.07704526,-0.1365949,-2.305424,-0.06418441,0.07951687,-2.39078,-0.09174968,0.2734225,-2.551887
0.07704526,-0.1365949,-2.305424,-0.06418441,0.07951687,-2.39078,-0.09174968,0.2734225,-2.551887
0.05014612,-0.1547709,-2.315125,-0.07259351,0.07040492,-2.407969,-0.09192267,0.2739029,-2.552143
0.05014612,-0.1547709,-2.315125,-0.07259351,0.07040492,-2.407969,-0.09192267,0.2739029,-2.552143
0.05014612,-0.1547709,-2.315125,-0.07259351,0.07040492,-2.407969,-0.09192267,0.2739029,-2.552143
0.05014612,-0.1547709,-2.315125,-0.07259351,0.07040492,-2.407969,-0.09192267,0.2739029,-2.552143
0.004869544,-0.180752,-2.313692,-0.08350711,0.05758879,-2.423177,-0.09204172,0.2741714,-2.552325
0.004869544,-0.180752,-2.313692,-0.08350711,0.05758879,-2.423177,-0.09204172,0.2741714,-2.552325
-0.04946949,-0.1989224,-2.313067,-0.1024507,0.04366643,-2.442867,-0.0923375,0.274817,-2.552898
-0.04946949,-0.1989224,-2.313067,-0.1024507,0.04366643,-2.442867,-0.0923375,0.274817,-2.552898
-0.09074681,-0.2065379,-2.316977,-0.1191797,0.03565997,-2.459302,-0.09266759,0.2759981,-2.553741
-0.09074681,-0.2065379,-2.316977,-0.1191797,0.03565997,-2.459302,-0.09266759,0.2759981,-2.553741
-0.1625036,-0.1999677,-2.314671,-0.1331357,0.03184896,-2.470221,-0.09302483,0.2773372,-2.55509
-0.1625036,-0.1999677,-2.314671,-0.1331357,0.03184896,-2.470221,-0.09302483,0.2773372,-2.55509
-0.2175739,-0.1816133,-2.303327,-0.14809,0.03063796,-2.477866,-0.09330087,0.2780987,-2.555925
-0.2175739,-0.1816133,-2.303327,-0.14809,0.03063796,-2.477866,-0.09330087,0.2780987,-2.555925
-0.269171,-0.1529088,-2.289537,-0.1629206,0.031536,-2.48384,-0.0934977,0.2786779,-2.556578
-0.269171,-0.1529088,-2.289537,-0.1629206,0.031536,-2.48384,-0.0934977,0.2786779,-2.556578
-0.3194302,-0.1132358,-2.259677,-0.188173,0.03672476,-2.482027,-0.09364787,0.2788959,-2.556995
-0.3194302,-0.1132358,-2.259677,-0.188173,0.03672476,-2.482027,-0.09364787,0.2788959,-2.556995
-0.3194302,-0.1132358,-2.259677,-0.188173,0.03672476,-2.482027,-0.09364787,0.2788959,-2.556995
-0.3194302,-0.1132358,-2.259677,-0.188173,0.03672476,-2.482027,-0.09364787,0.2788959,-2.556995
-0.3545248,-0.07042763,-2.245242,-0.2027231,0.04140651,-2.481023,-0.09381032,0.2792699,-2.557582
-0.3545248,-0.07042763,-2.245242,-0.2027231,0.04140651,-2.481023,-0.09381032,0.2792699,-2.557582
-0.3931491,-0.01230352,-2.225394,-0.2203445,0.05185804,-2.474643,-0.0939514,0.2797597,-2.558146
-0.3931491,-0.01230352,-2.225394,-0.2203445,0.05185804,-2.474643,-0.0939514,0.2797597,-2.558146
-0.4186907,0.04204755,-2.209971,-0.2361242,0.06602225,-2.46605,-0.09407306,0.2801864,-2.55859
-0.4186907,0.04204755,-2.209971,-0.2361242,0.06602225,-2.46605,-0.09407306,0.2801864,-2.55859
-0.4336827,0.1020188,-2.193143,-0.2512706,0.08892652,-2.451493,-0.0941617,0.2804068,-2.558923
-0.4336827,0.1020188,-2.193143,-0.2512706,0.08892652,-2.451493,-0.0941617,0.2804068,-2.558923
-0.4342853,0.1631723,-2.171848,-0.2639203,0.1214021,-2.430743,-0.09425405,0.2806059,-2.559246
-0.4342853,0.1631723,-2.171848,-0.2639203,0.1214021,-2.430743,-0.09425405,0.2806059,-2.559246
