Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
0.06086827,0.4277166,-2.078768,-0.1108725,0.2241232,-2.31343,-0.07973,0.2866685,-2.526682
0.06086827,0.4277166,-2.078768,-0.1108725,0.2241232,-2.31343,-0.07973,0.2866685,-2.526682
0.08871379,0.4098807,-2.077812,-0.09281828,0.2132081,-2.310226,-0.07947571,0.2869991,-2.526578
0.08871379,0.4098807,-2.077812,-0.09281828,0.2132081,-2.310226,-0.07947571,0.2869991,-2.526578
0.1157205,0.3856591,-2.082257,-0.08102598,0.2067694,-2.308943,-0.07936249,0.2870727,-2.526576
0.1157205,0.3856591,-2.082257,-0.08102598,0.2067694,-2.308943,-0.07936249,0.2870727,-2.526576
0.1157205,0.3856591,-2.082257,-0.08102598,0.2067694,-2.308943,-0.07936249,0.2870727,-2.526576
0.1157205,0.3856591,-2.082257,-0.08102598,0.2067694,-2.308943,-0.07936249,0.2870727,-2.526576
0.1419463,0.3615728,-2.086907,-0.0732839,0.202755,-2.308534,-0.07924822,0.2871143,-2.526592
0.1419463,0.3615728,-2.086907,-0.0732839,0.202755,-2.308534,-0.07924822,0.2871143,-2.526592
0.1693876,0.3185262,-2.098497,-0.061158,0.1864363,-2.314188,-0.07905298,0.2869773,-2.526632
0.1693876,0.3185262,-2.098497,-0.061158,0.1864363,-2.314188,-0.07905298,0.2869773,-2.526632
0.1775953,0.2749211,-2.163286,-0.05304216,0.1738827,-2.318607,-0.07866461,0.2867422,-2.52666
0.1775953,0.2749211,-2.163286,-0.05304216,0.1738827,-2.318607,-0.07866461,0.2867422,-2.52666
0.1775953,0.2749211,-2.163286,-0.05304216,0.1738827,-2.318607,-0.07866461,0.2867422,-2.52666
0.1775953,0.2749211,-2.163286,-0.05304216,0.1738827,-2.318607,-0.07866461,0.2867422,-2.52666
0.20361,0.2549905,-2.148314,-0.03826489,0.1537973,-2.32943,-0.07773789,0.2863081,-2.52638
0.20361,0.2549905,-2.148314,-0.03826489,0.1537973,-2.32943,-0.07773789,0.2863081,-2.52638
0.2089027,0.196953,-2.158041,-0.02886807,0.1395036,-2.338377,-0.07695056,0.2860838,-2.526115
0.2089027,0.196953,-2.158041,-0.02886807,0.1395036,-2.338377,-0.07695056,0.2860838,-2.526115
0.2089027,0.196953,-2.158041,-0.02886807,0.1395036,-2.338377,-0.07695056,0.2860838,-2.526115
0.2089027,0.196953,-2.158041,-0.02886807,0.1395036,-2.338377,-0.07695056,0.2860838,-2.526115
0.2114727,0.1579396,-2.165236,-0.01743766,0.1151497,-2.35262,-0.07606374,0.2857085,-2.525731
0.2114727,0.1579396,-2.165236,-0.01743766,0.1151497,-2.35262,-0.07606374,0.2857085,-2.525731
0.2114727,0.1579396,-2.165236,-0.01743766,0.1151497,-2.35262,-0.07606374,0.2857085,-2.525731
0.1718029,0.07588921,-2.208035,-0.0130956,0.100021,-2.361143,-0.07519665,0.2853189,-2.525357
0.1718029,0.07588921,-2.208035,-0.0130956,0.100021,-2.361143,-0.07519665,0.2853189,-2.525357
0.1718029,0.07588921,-2.208035,-0.0130956,0.100021,-2.361143,-0.07519665,0.2853189,-2.525357
0.1718029,0.07588921,-2.208035,-0.0130956,0.100021,-2.361143,-0.07519665,0.2853189,-2.525357
0.1765942,0.05980652,-2.207235,-0.01338657,0.09034903,-2.365294,-0.07446264,0.2848379,-2.525021
0.1765942,0.05980652,-2.207235,-0.01338657,0.09034903,-2.365294,-0.07446264,0.2848379,-2.525021
0.1765942,0.05980652,-2.207235,-0.01338657,0.09034903,-2.365294,-0.07446264,0.2848379,-2.525021
0.1765942,0.05980652,-2.207235,-0.01338657,0.09034903,-2.365294,-0.07446264,0.2848379,-2.525021
0.1483209,0.00661592,-2.230313,-0.01369216,0.08287187,-2.368723,-0.07393353,0.2844889,-2.524823
0.1483209,0.00661592,-2.230313,-0.01369216,0.08287187,-2.368723,-0.07393353,0.2844889,-2.524823
0.1483209,0.00661592,-2.230313,-0.01369216,0.08287187,-2.368723,-0.07393353,0.2844889,-2.524823
