Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.1420159,0.03881003,-2.106616,0.0641632,0.4531642,-2.016408,-0.2053089,0.313766,-2.581403,0.06856462,0.3123116,-2.590584
-0.1448588,0.1032153,-2.06763,0.06237746,0.3761094,-1.999467,-0.2058341,0.3136129,-2.585602,0.070432,0.3128466,-2.58664
-0.1448588,0.1032153,-2.06763,0.06237746,0.3761094,-1.999467,-0.2058341,0.3136129,-2.585602,0.070432,0.3128466,-2.58664
-0.1448588,0.1032153,-2.06763,0.06237746,0.3761094,-1.999467,-0.2058341,0.3136129,-2.585602,0.070432,0.3128466,-2.58664
-0.1448588,0.1032153,-2.06763,0.06237746,0.3761094,-1.999467,-0.2058341,0.3136129,-2.585602,0.070432,0.3128466,-2.58664
-0.1554272,0.1874377,-2.025858,0.06580802,0.2802293,-2.011375,-0.2007584,0.3051676,-2.595302,0.06967052,0.3017191,-2.590759
-0.1554272,0.1874377,-2.025858,0.06580802,0.2802293,-2.011375,-0.2007584,0.3051676,-2.595302,0.06967052,0.3017191,-2.590759
-0.1554272,0.1874377,-2.025858,0.06580802,0.2802293,-2.011375,-0.2007584,0.3051676,-2.595302,0.06967052,0.3017191,-2.590759
-0.1554272,0.1874377,-2.025858,0.06580802,0.2802293,-2.011375,-0.2007584,0.3051676,-2.595302,0.06967052,0.3017191,-2.590759
0.03671227,0.195742,-2.013261,0.04670357,-0.2207836,-2.776545,-0.1983576,0.279441,-2.593637,0.05904359,0.2737302,-2.598428
0.03671227,0.195742,-2.013261,0.04670357,-0.2207836,-2.776545,-0.1983576,0.279441,-2.593637,0.05904359,0.2737302,-2.598428
0.03671227,0.195742,-2.013261,0.04670357,-0.2207836,-2.776545,-0.1983576,0.279441,-2.593637,0.05904359,0.2737302,-2.598428
0.03671227,0.195742,-2.013261,0.04670357,-0.2207836,-2.776545,-0.1983576,0.279441,-2.593637,0.05904359,0.2737302,-2.598428
-0.1201619,0.3169345,-1.998705,0.07647032,0.0376209,-2.149211,-0.2010741,0.279954,-2.593628,0.06203222,0.276086,-2.597591
-0.1201619,0.3169345,-1.998705,0.07647032,0.0376209,-2.149211,-0.2010741,0.279954,-2.593628,0.06203222,0.276086,-2.597591
-0.1428967,0.3561156,-1.983714,0.07663153,0.04313974,-2.080015,-0.2039421,0.2980704,-2.583458,0.05935058,0.2949103,-2.58472
-0.1428967,0.3561156,-1.983714,0.07663153,0.04313974,-2.080015,-0.2039421,0.2980704,-2.583458,0.05935058,0.2949103,-2.58472
-0.1428967,0.3561156,-1.983714,0.07663153,0.04313974,-2.080015,-0.2039421,0.2980704,-2.583458,0.05935058,0.2949103,-2.58472
-0.1428967,0.3561156,-1.983714,0.07663153,0.04313974,-2.080015,-0.2039421,0.2980704,-2.583458,0.05935058,0.2949103,-2.58472
-0.1538551,0.4041048,-1.978122,0.08033299,-0.01563836,-2.106597,-0.2031993,0.3072841,-2.582685,0.05975383,0.3034036,-2.577945
-0.1538551,0.4041048,-1.978122,0.08033299,-0.01563836,-2.106597,-0.2031993,0.3072841,-2.582685,0.05975383,0.3034036,-2.577945
-0.1385897,0.3576269,-2.031662,0.07193933,-0.03856808,-2.132941,-0.2063516,0.3079266,-2.584288,0.05982074,0.3040965,-2.574028
-0.1385897,0.3576269,-2.031662,0.07193933,-0.03856808,-2.132941,-0.2063516,0.3079266,-2.584288,0.05982074,0.3040965,-2.574028
-0.1623346,0.4246691,-2.013994,0.07786492,-0.06112514,-2.155794,-0.208335,0.3033975,-2.584242,0.06082172,0.2993002,-2.569851
-0.1623346,0.4246691,-2.013994,0.07786492,-0.06112514,-2.155794,-0.208335,0.3033975,-2.584242,0.06082172,0.2993002,-2.569851
-0.1623346,0.4246691,-2.013994,0.07786492,-0.06112514,-2.155794,-0.208335,0.3033975,-2.584242,0.06082172,0.2993002,-2.569851
-0.1623346,0.4246691,-2.013994,0.07786492,-0.06112514,-2.155794,-0.208335,0.3033975,-2.584242,0.06082172,0.2993002,-2.569851
-0.1619777,0.4510592,-2.002199,0.07530766,-0.07221108,-2.165274,-0.2109946,0.303073,-2.587004,0.05962766,0.299951,-2.570409
