Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.170547,0.28494,-2.088116,0.08186599,0.0967677,-2.037425,-0.1987873,0.2661522,-2.597804,0.05594144,0.2604864,-2.582629
-0.170547,0.28494,-2.088116,0.08186599,0.0967677,-2.037425,-0.1987873,0.2661522,-2.597804,0.05594144,0.2604864,-2.582629
-0.1534563,0.3331579,-2.013424,0.08000442,0.0468094,-2.083068,-0.2001005,0.2796291,-2.59169,0.05666255,0.2731636,-2.581737
-0.1534563,0.3331579,-2.013424,0.08000442,0.0468094,-2.083068,-0.2001005,0.2796291,-2.59169,0.05666255,0.2731636,-2.581737
-0.1534563,0.3331579,-2.013424,0.08000442,0.0468094,-2.083068,-0.2001005,0.2796291,-2.59169,0.05666255,0.2731636,-2.581737
-0.1534563,0.3331579,-2.013424,0.08000442,0.0468094,-2.083068,-0.2001005,0.2796291,-2.59169,0.05666255,0.2731636,-2.581737
-0.1534563,0.3331579,-2.013424,0.08000442,0.0468094,-2.083068,-0.2001005,0.2796291,-2.59169,0.05666255,0.2731636,-2.581737
-0.141933,0.3665665,-2.002617,0.08148791,0.002838767,-2.108504,-0.2002923,0.2874032,-2.593291,0.0561151,0.2805578,-2.580527
-0.141933,0.3665665,-2.002617,0.08148791,0.002838767,-2.108504,-0.2002923,0.2874032,-2.593291,0.0561151,0.2805578,-2.580527
-0.1128554,0.3411835,-2.065351,0.08186938,-0.03011293,-2.137639,-0.2005523,0.2911689,-2.598894,0.05564879,0.2845144,-2.578639
-0.1128554,0.3411835,-2.065351,0.08186938,-0.03011293,-2.137639,-0.2005523,0.2911689,-2.598894,0.05564879,0.2845144,-2.578639
-0.1432324,0.4148616,-2.012729,0.07589478,-0.06953826,-2.180578,-0.2043529,0.2956452,-2.600347,0.0541971,0.290154,-2.575789
-0.1432324,0.4148616,-2.012729,0.07589478,-0.06953826,-2.180578,-0.2043529,0.2956452,-2.600347,0.0541971,0.290154,-2.575789
-0.1529489,0.4317774,-2.03236,0.07106581,-0.08758798,-2.188576,-0.2077487,0.2990038,-2.604049,0.05317858,0.2929878,-2.574138
-0.1529489,0.4317774,-2.03236,0.07106581,-0.08758798,-2.188576,-0.2077487,0.2990038,-2.604049,0.05317858,0.2929878,-2.574138
-0.1529489,0.4317774,-2.03236,0.07106581,-0.08758798,-2.188576,-0.2077487,0.2990038,-2.604049,0.05317858,0.2929878,-2.574138
-0.1529489,0.4317774,-2.03236,0.07106581,-0.08758798,-2.188576,-0.2077487,0.2990038,-2.604049,0.05317858,0.2929878,-2.574138
-0.1512229,0.4419456,-2.026946,0.06778812,-0.09367087,-2.195338,-0.2105194,0.2993931,-2.603004,0.0502874,0.2958212,-2.574372
-0.1512229,0.4419456,-2.026946,0.06778812,-0.09367087,-2.195338,-0.2105194,0.2993931,-2.603004,0.0502874,0.2958212,-2.574372
-0.1533438,0.4438923,-2.016324,0.06842519,-0.102497,-2.207562,-0.213034,0.2979243,-2.599227,0.05001668,0.2958471,-2.577704
-0.1533438,0.4438923,-2.016324,0.06842519,-0.102497,-2.207562,-0.213034,0.2979243,-2.599227,0.05001668,0.2958471,-2.577704
-0.1575308,0.444295,-2.024789,0.06394707,-0.1034732,-2.216357,-0.2144172,0.2963123,-2.598638,0.05007365,0.2940654,-2.5784
-0.1575308,0.444295,-2.024789,0.06394707,-0.1034732,-2.216357,-0.2144172,0.2963123,-2.598638,0.05007365,0.2940654,-2.5784
-0.1195184,0.4416219,-2.161362,0.06568335,-0.09529033,-2.21203,-0.2129875,0.2957917,-2.598951,0.05087213,0.2925376,-2.578638
-0.1195184,0.4416219,-2.161362,0.06568335,-0.09529033,-2.21203,-0.2129875,0.2957917,-2.598951,0.05087213,0.2925376,-2.578638
-0.1195184,0.4416219,-2.161362,0.06568335,-0.09529033,-2.21203,-0.2129875,0.2957917,-2.598951,0.05087213,0.2925376,-2.578638
