Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.2994013,0.3836887,-1.981658,0.1636393,0.3846931,-1.972679,-0.2791857,0.3196479,-2.656713,0.08524106,0.313846,-2.663657
-0.2994013,0.3836887,-1.981658,0.1636393,0.3846931,-1.972679,-0.2791857,0.3196479,-2.656713,0.08524106,0.313846,-2.663657
-0.2994013,0.3836887,-1.981658,0.1636393,0.3846931,-1.972679,-0.2791857,0.3196479,-2.656713,0.08524106,0.313846,-2.663657
-0.3667256,0.3803382,-1.987271,0.2390284,0.3782786,-1.994559,-0.2775123,0.3185127,-2.653281,0.08682292,0.3116393,-2.663251
-0.3667256,0.3803382,-1.987271,0.2390284,0.3782786,-1.994559,-0.2775123,0.3185127,-2.653281,0.08682292,0.3116393,-2.663251
-0.429864,0.3814473,-1.997141,0.3078448,0.3743124,-2.02308,-0.2777411,0.317037,-2.645707,0.08650865,0.3098369,-2.658272
-0.429864,0.3814473,-1.997141,0.3078448,0.3743124,-2.02308,-0.2777411,0.317037,-2.645707,0.08650865,0.3098369,-2.658272
-0.5065038,0.3775913,-2.024575,0.3783698,0.3697144,-2.065435,-0.2768785,0.3205912,-2.645649,0.0872459,0.3112189,-2.66023
-0.5065038,0.3775913,-2.024575,0.3783698,0.3697144,-2.065435,-0.2768785,0.3205912,-2.645649,0.0872459,0.3112189,-2.66023
-0.5828578,0.3684009,-2.054269,0.4401082,0.3700773,-2.112865,-0.2777621,0.3184015,-2.640766,0.0865534,0.3087129,-2.647234
-0.5828578,0.3684009,-2.054269,0.4401082,0.3700773,-2.112865,-0.2777621,0.3184015,-2.640766,0.0865534,0.3087129,-2.647234
-0.5828578,0.3684009,-2.054269,0.4401082,0.3700773,-2.112865,-0.2777621,0.3184015,-2.640766,0.0865534,0.3087129,-2.647234
-0.5828578,0.3684009,-2.054269,0.4401082,0.3700773,-2.112865,-0.2777621,0.3184015,-2.640766,0.0865534,0.3087129,-2.647234
-0.6793231,0.3631412,-2.125986,0.5466164,0.3560999,-2.207201,-0.2772016,0.3207763,-2.639039,0.08714815,0.3097557,-2.641589
-0.6793231,0.3631412,-2.125986,0.5466164,0.3560999,-2.207201,-0.2772016,0.3207763,-2.639039,0.08714815,0.3097557,-2.641589
-0.7418461,0.3548432,-2.187611,0.6006499,0.3507729,-2.284181,-0.2769818,0.3165847,-2.638701,0.08740077,0.3067725,-2.636078
-0.7418461,0.3548432,-2.187611,0.6006499,0.3507729,-2.284181,-0.2769818,0.3165847,-2.638701,0.08740077,0.3067725,-2.636078
-0.7775502,0.3562424,-2.244071,0.6410984,0.3444075,-2.346972,-0.2776009,0.3176414,-2.63334,0.08679722,0.3076967,-2.631977
-0.7775502,0.3562424,-2.244071,0.6410984,0.3444075,-2.346972,-0.2776009,0.3176414,-2.63334,0.08679722,0.3076967,-2.631977
-0.7775502,0.3562424,-2.244071,0.6410984,0.3444075,-2.346972,-0.2776009,0.3176414,-2.63334,0.08679722,0.3076967,-2.631977
-0.7775502,0.3562424,-2.244071,0.6410984,0.3444075,-2.346972,-0.2776009,0.3176414,-2.63334,0.08679722,0.3076967,-2.631977
-0.8192719,0.3476906,-2.292605,0.6679505,0.3429247,-2.406034,-0.2780389,0.3188168,-2.629134,0.08635333,0.3084348,-2.628576
-0.8192719,0.3476906,-2.292605,0.6679505,0.3429247,-2.406034,-0.2780389,0.3188168,-2.629134,0.08635333,0.3084348,-2.628576
-0.8498809,0.3426943,-2.352921,0.6838188,0.3364899,-2.451607,-0.2780094,0.3169298,-2.626862,0.0863791,0.306392,-2.627426
-0.8498809,0.3426943,-2.352921,0.6838188,0.3364899,-2.451607,-0.2780094,0.3169298,-2.626862,0.0863791,0.306392,-2.627426
-0.8498809,0.3426943,-2.352921,0.6991577,0.3292607,-2.505028,-0.2777095,0.315389,-2.625581,0.08669658,0.3054581,-2.625301
-0.8810959,0.3359733,-2.435595,0.6991577,0.3292607,-2.505028,-0.2777095,0.315389,-2.625581,0.08669658,0.3054581,-2.625301
-0.8810959,0.3359733,-2.435595,0.6991577,0.3292607,-2.505028,-0.2777095,0.315389,-2.625581,0.08669658,0.3054581,-2.625301
-0.8810959,0.3359733,-2.435595,0.6991577,0.3292607,-2.505028,-0.2777095,0.315389,-2.625581,0.08669658,0.3054581,-2.625301
-0.8810959,0.3359733,-2.435595,0.6991577,0.3292607,-2.505028,-0.2777095,0.315389,-2.625581,0.08669658,0.3054581,-2.625301
-0.8894111,0.3317076,-2.488513,0.7029051,0.3375326,-2.558938,-0.2793767,0.3179023,-2.62533,0.08504674,0.3086576,-2.626029
-0.8894111,0.3317076,-2.488513,0.7029051,0.3375326,-2.558938,-0.2793767,0.3179023,-2.62533,0.08504674,0.3086576,-2.626029
-0.9087251,0.3253857,-2.522242,0.7015551,0.3403079,-2.584987,-0.2788328,0.3211703,-2.631022,0.08560274,0.3126701,-2.629342
-0.9087251,0.3253857,-2.522242,0.7015551,0.3403079,-2.584987,-0.2788328,0.3211703,-2.631022,0.08560274,0.3126701,-2.629342
-0.9087251,0.3253857,-2.522242,0.7015551,0.3403079,-2.584987,-0.2788328,0.3211703,-2.631022,0.08560274,0.3126701,-2.629342
