Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.275655,0.4019847,-1.992432,0.1304005,0.400461,-1.95537,-0.2770362,0.3244826,-2.654758,0.08734839,0.3138488,-2.654084
-0.275655,0.4019847,-1.992432,0.1304005,0.400461,-1.95537,-0.2770362,0.3244826,-2.654758,0.08734839,0.3138488,-2.654084
-0.3339981,0.4023302,-1.99663,0.1870469,0.4034835,-1.972931,-0.2773583,0.3282517,-2.659171,0.0870389,0.3179939,-2.659617
-0.3339981,0.4023302,-1.99663,0.1870469,0.4034835,-1.972931,-0.2773583,0.3282517,-2.659171,0.0870389,0.3179939,-2.659617
-0.3339981,0.4023302,-1.99663,0.1870469,0.4034835,-1.972931,-0.2773583,0.3282517,-2.659171,0.0870389,0.3179939,-2.659617
-0.3339981,0.4023302,-1.99663,0.1870469,0.4034835,-1.972931,-0.2773583,0.3282517,-2.659171,0.0870389,0.3179939,-2.659617
-0.3918036,0.4058665,-2.00694,0.2443077,0.399413,-2.013671,-0.2778851,0.3276687,-2.657521,0.08654948,0.3188473,-2.657376
-0.3918036,0.4058665,-2.00694,0.2443077,0.399413,-2.013671,-0.2778851,0.3276687,-2.657521,0.08654948,0.3188473,-2.657376
-0.4478101,0.4066337,-2.031548,0.3083148,0.3961181,-2.040991,-0.2759701,0.3257199,-2.654831,0.08834779,0.3144158,-2.649928
-0.4478101,0.4066337,-2.031548,0.3083148,0.3961181,-2.040991,-0.2759701,0.3257199,-2.654831,0.08834779,0.3144158,-2.649928
-0.5390464,0.4145044,-2.0655,0.4040921,0.4036767,-2.093868,-0.2775707,0.3264586,-2.657284,0.08670133,0.3164276,-2.647993
-0.5390464,0.4145044,-2.0655,0.4040921,0.4036767,-2.093868,-0.2775707,0.3264586,-2.657284,0.08670133,0.3164276,-2.647993
-0.5390464,0.4145044,-2.0655,0.4040921,0.4036767,-2.093868,-0.2775707,0.3264586,-2.657284,0.08670133,0.3164276,-2.647993
-0.5390464,0.4145044,-2.0655,0.4040921,0.4036767,-2.093868,-0.2775707,0.3264586,-2.657284,0.08670133,0.3164276,-2.647993
-0.6104503,0.4049984,-2.090794,0.4624596,0.4077972,-2.13706,-0.2787659,0.3256477,-2.65366,0.08552518,0.3152759,-2.645117
-0.6104503,0.4049984,-2.090794,0.4624596,0.4077972,-2.13706,-0.2787659,0.3256477,-2.65366,0.08552518,0.3152759,-2.645117
-0.6104503,0.4049984,-2.090794,0.4624596,0.4077972,-2.13706,-0.2787659,0.3256477,-2.65366,0.08552518,0.3152759,-2.645117
-0.6511401,0.4055511,-2.126358,0.5071149,0.4142558,-2.184776,-0.2763875,0.3189083,-2.647127,0.08789503,0.3081852,-2.638517
-0.6511401,0.4055511,-2.126358,0.5071149,0.4142558,-2.184776,-0.2763875,0.3189083,-2.647127,0.08789503,0.3081852,-2.638517
-0.6852747,0.407396,-2.153931,0.5411085,0.4177347,-2.230489,-0.2760761,0.3216894,-2.641749,0.08827309,0.3107625,-2.639191
-0.6852747,0.407396,-2.153931,0.5411085,0.4177347,-2.230489,-0.2760761,0.3216894,-2.641749,0.08827309,0.3107625,-2.639191
-0.6852747,0.407396,-2.153931,0.5411085,0.4177347,-2.230489,-0.2760761,0.3216894,-2.641749,0.08827309,0.3107625,-2.639191
-0.7175126,0.4089484,-2.191791,0.5603575,0.4167073,-2.264683,-0.2759991,0.3208111,-2.638821,0.08838335,0.3102402,-2.638683
-0.7175126,0.4089484,-2.191791,0.5603575,0.4167073,-2.264683,-0.2759991,0.3208111,-2.638821,0.08838335,0.3102402,-2.638683
-0.7175126,0.4089484,-2.191791,0.5603575,0.4167073,-2.264683,-0.2759991,0.3208111,-2.638821,0.08838335,0.3102402,-2.638683
-0.7175126,0.4089484,-2.191791,0.5603575,0.4167073,-2.264683,-0.2759991,0.3208111,-2.638821,0.08838335,0.3102402,-2.638683
-0.761136,0.3971781,-2.239241,0.6078987,0.4128501,-2.326171,-0.2761137,0.3175747,-2.638559,0.08828408,0.3086008,-2.634503
-0.761136,0.3971781,-2.239241,0.6078987,0.4128501,-2.326171,-0.2761137,0.3175747,-2.638559,0.08828408,0.3086008,-2.634503
-0.7827139,0.3902707,-2.271664,0.6262796,0.410818,-2.370308,-0.2758842,0.3198623,-2.640273,0.08848586,0.3115538,-2.633089
-0.7827139,0.3902707,-2.271664,0.6262796,0.410818,-2.370308,-0.2758842,0.3198623,-2.640273,0.08848586,0.3115538,-2.633089
-0.8015758,0.3751813,-2.293488,0.6342403,0.4129304,-2.398406,-0.275645,0.3160839,-2.638742,0.0887122,0.3085825,-2.629961
-0.8015758,0.3751813,-2.293488,0.6342403,0.4129304,-2.398406,-0.275645,0.3160839,-2.638742,0.0887122,0.3085825,-2.629961
-0.8155658,0.3741135,-2.317233,0.6558763,0.4124627,-2.424542,-0.2763871,0.3170124,-2.640602,0.08783128,0.3096439,-2.627407
-0.8155658,0.3741135,-2.317233,0.6558763,0.4124627,-2.424542,-0.2763871,0.3170124,-2.640602,0.08783128,0.3096439,-2.627407
-0.8155658,0.3741135,-2.317233,0.6558763,0.4124627,-2.424542,-0.2763871,0.3170124,-2.640602,0.08783128,0.3096439,-2.627407
-0.8155658,0.3741135,-2.317233,0.6558763,0.4124627,-2.424542,-0.2763871,0.3170124,-2.640602,0.08783128,0.3096439,-2.627407
-0.8370802,0.3598042,-2.334048,0.6743917,0.4024022,-2.443104,-0.2756648,0.3173116,-2.637164,0.08844139,0.3071416,-2.622697
-0.8370802,0.3598042,-2.334048,0.6743917,0.4024022,-2.443104,-0.2756648,0.3173116,-2.637164,0.08844139,0.3071416,-2.622697
