Hand_L, , ,Hand_R, , ,Elbow_L, , ,Elbow_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.2060758,0.3813745,-2.021931,0.3559229,0.3606831,-2.025084,-0.1612466,0.3393092,-2.301153,0.3374305,0.3254474,-2.307975,-0.08669752,0.3081418,-2.639398,0.2710513,0.317876,-2.648028
-0.2060758,0.3813745,-2.021931,0.3559229,0.3606831,-2.025084,-0.1612466,0.3393092,-2.301153,0.3374305,0.3254474,-2.307975,-0.08669752,0.3081418,-2.639398,0.2710513,0.317876,-2.648028
-0.2060758,0.3813745,-2.021931,0.3559229,0.3606831,-2.025084,-0.1612466,0.3393092,-2.301153,0.3374305,0.3254474,-2.307975,-0.08669752,0.3081418,-2.639398,0.2710513,0.317876,-2.648028
-0.2676446,0.390353,-2.045823,0.4161925,0.3646162,-2.038709,-0.1838486,0.339852,-2.308897,0.3633203,0.3272037,-2.315744,-0.08670248,0.3081116,-2.639399,0.2710617,0.3178606,-2.648013
-0.2676446,0.390353,-2.045823,0.4161925,0.3646162,-2.038709,-0.1838486,0.339852,-2.308897,0.3633203,0.3272037,-2.315744,-0.08670248,0.3081116,-2.639399,0.2710617,0.3178606,-2.648013
-0.2676446,0.390353,-2.045823,0.5459905,0.3725058,-2.073066,-0.1838486,0.339852,-2.308897,0.4064105,0.3244899,-2.32746,-0.08670248,0.3081116,-2.639399,0.2710812,0.3178773,-2.648034
-0.3772321,0.4038335,-2.098545,0.5459905,0.3725058,-2.073066,-0.2336328,0.3395727,-2.335165,0.4064105,0.3244899,-2.32746,-0.08670142,0.3081216,-2.639412,0.2710812,0.3178773,-2.648034
-0.3772321,0.4038335,-2.098545,0.5459905,0.3725058,-2.073066,-0.2336328,0.3395727,-2.335165,0.4064105,0.3244899,-2.32746,-0.08670142,0.3081216,-2.639412,0.2710812,0.3178773,-2.648034
-0.447262,0.4108323,-2.153481,0.6035827,0.3751119,-2.107196,-0.2614881,0.3415831,-2.360546,0.439488,0.3251534,-2.348708,-0.08670161,0.3081586,-2.639444,0.271103,0.3179142,-2.648024
-0.447262,0.4108323,-2.153481,0.6035827,0.3751119,-2.107196,-0.2614881,0.3415831,-2.360546,0.439488,0.3251534,-2.348708,-0.08670161,0.3081586,-2.639444,0.271103,0.3179142,-2.648024
-0.447262,0.4108323,-2.153481,0.6035827,0.3751119,-2.107196,-0.2614881,0.3415831,-2.360546,0.439488,0.3251534,-2.348708,-0.08670161,0.3081586,-2.639444,0.271103,0.3179142,-2.648024
