Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.1732471,0.1444073,-2.095313,0.01345366,0.2173467,-2.003237,-0.2230898,0.2881016,-2.599018,0.06403814,0.2842493,-2.578156
-0.1732471,0.1444073,-2.095313,0.01345366,0.2173467,-2.003237,-0.2230898,0.2881016,-2.599018,0.06403814,0.2842493,-2.578156
-0.1732471,0.1444073,-2.095313,0.01345366,0.2173467,-2.003237,-0.2230898,0.2881016,-2.599018,0.06403814,0.2842493,-2.578156
-0.1732471,0.1444073,-2.095313,0.01345366,0.2173467,-2.003237,-0.2230898,0.2881016,-2.599018,0.06403814,0.2842493,-2.578156
0.0116301,0.1416275,-2.063506,-0.1341519,0.2499337,-2.061104,-0.2114745,0.2806884,-2.597272,0.06549522,0.275019,-2.589836
0.0116301,0.1416275,-2.063506,-0.1341519,0.2499337,-2.061104,-0.2114745,0.2806884,-2.597272,0.06549522,0.275019,-2.589836
-0.02508143,0.1858282,-2.174686,0.01053641,0.09108093,-2.20177,-0.2085194,0.2739972,-2.610617,0.0613172,0.2673669,-2.60172
-0.02508143,0.1858282,-2.174686,0.01053641,0.09108093,-2.20177,-0.2085194,0.2739972,-2.610617,0.0613172,0.2673669,-2.60172
-0.1319441,0.3620965,-2.081949,0.03310667,0.02794415,-2.160286,-0.204807,0.2822893,-2.619433,0.06261493,0.2737653,-2.598148
-0.1319441,0.3620965,-2.081949,0.03310667,0.02794415,-2.160286,-0.204807,0.2822893,-2.619433,0.06261493,0.2737653,-2.598148
-0.1505638,0.4066778,-2.067847,0.03925348,-0.0001060885,-2.151402,-0.198188,0.2888425,-2.621163,0.06437129,0.2788227,-2.591545
-0.1505638,0.4066778,-2.067847,0.03925348,-0.0001060885,-2.151402,-0.198188,0.2888425,-2.621163,0.06437129,0.2788227,-2.591545
-0.1505638,0.4066778,-2.067847,0.03925348,-0.0001060885,-2.151402,-0.198188,0.2888425,-2.621163,0.06437129,0.2788227,-2.591545
-0.1505638,0.4066778,-2.067847,0.03925348,-0.0001060885,-2.151402,-0.198188,0.2888425,-2.621163,0.06437129,0.2788227,-2.591545
-0.1430847,0.4439424,-2.011148,0.03305356,-0.04202182,-2.131213,-0.1995062,0.291911,-2.618732,0.06368424,0.2769227,-2.587365
-0.1430847,0.4439424,-2.011148,0.03305356,-0.04202182,-2.131213,-0.1995062,0.291911,-2.618732,0.06368424,0.2769227,-2.587365
-0.1430847,0.4439424,-2.011148,0.03305356,-0.04202182,-2.131213,-0.1995062,0.291911,-2.618732,0.06368424,0.2769227,-2.587365
-0.1430847,0.4439424,-2.011148,0.03305356,-0.04202182,-2.131213,-0.1995062,0.291911,-2.618732,0.06368424,0.2769227,-2.587365
-0.1504833,0.4492544,-2.014817,0.02831731,-0.04134819,-2.138822,-0.1960443,0.3045434,-2.611652,0.06307464,0.29093,-2.586124
-0.1504833,0.4492544,-2.014817,0.02831731,-0.04134819,-2.138822,-0.1960443,0.3045434,-2.611652,0.06307464,0.29093,-2.586124
-0.1504833,0.4492544,-2.014817,0.02831731,-0.04134819,-2.138822,-0.1960443,0.3045434,-2.611652,0.06307464,0.29093,-2.586124
-0.1197161,0.3922399,-2.08676,0.02935727,-0.04394423,-2.156682,-0.2012036,0.3040963,-2.599313,0.06194746,0.2977578,-2.585912
-0.1197161,0.3922399,-2.08676,0.02935727,-0.04394423,-2.156682,-0.2012036,0.3040963,-2.599313,0.06194746,0.2977578,-2.585912
-0.1163867,0.3919865,-2.092297,0.03138335,-0.04952576,-2.159241,-0.2007935,0.3032694,-2.602931,0.06039697,0.2956061,-2.575598
-0.1163867,0.3919865,-2.092297,0.03138335,-0.04952576,-2.159241,-0.2007935,0.3032694,-2.602931,0.06039697,0.2956061,-2.575598
-0.1471643,0.4421571,-2.026662,0.03266051,-0.05781087,-2.157005,-0.2062416,0.3050253,-2.619458,0.06059223,0.3007259,-2.599319
-0.1471643,0.4421571,-2.026662,0.03266051,-0.05781087,-2.157005,-0.2062416,0.3050253,-2.619458,0.06059223,0.3007259,-2.599319
-0.1471643,0.4421571,-2.026662,0.03266051,-0.05781087,-2.157005,-0.2062416,0.3050253,-2.619458,0.06059223,0.3007259,-2.599319
-0.1471643,0.4421571,-2.026662,0.03266051,-0.05781087,-2.157005,-0.2062416,0.3050253,-2.619458,0.06059223,0.3007259,-2.599319
