Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.1393079,0.01770119,-2.302709,0.07434991,0.2621093,-2.258734,-0.1569304,0.322124,-2.529773,0.0652108,0.3250383,-2.635766
-0.1393079,0.01770119,-2.302709,0.07434991,0.2621093,-2.258734,-0.1569304,0.322124,-2.529773,0.0652108,0.3250383,-2.635766
-0.1393079,0.01770119,-2.302709,0.07434991,0.2621093,-2.258734,-0.1569304,0.322124,-2.529773,0.0652108,0.3250383,-2.635766
-0.1393079,0.01770119,-2.302709,0.07434991,0.2621093,-2.258734,-0.1569304,0.322124,-2.529773,0.0652108,0.3250383,-2.635766
-0.1194991,0.03416891,-2.300526,0.1037277,0.2337746,-2.2091,-0.1570529,0.3146811,-2.546885,0.05318218,0.3161888,-2.639668
-0.1194991,0.03416891,-2.300526,0.1037277,0.2337746,-2.2091,-0.1570529,0.3146811,-2.546885,0.05318218,0.3161888,-2.639668
-0.09361389,0.03884253,-2.295534,0.1056138,0.1981846,-2.22424,-0.1515013,0.3186925,-2.582042,0.06579352,0.3123103,-2.655525
-0.09361389,0.03884253,-2.295534,0.1056138,0.1981846,-2.22424,-0.1515013,0.3186925,-2.582042,0.06579352,0.3123103,-2.655525
-0.07916214,0.04520383,-2.290886,0.04855927,0.1756663,-2.257507,-0.1232949,0.3219521,-2.598027,0.07271565,0.3087782,-2.663175
-0.07916214,0.04520383,-2.290886,0.04855927,0.1756663,-2.257507,-0.1232949,0.3219521,-2.598027,0.07271565,0.3087782,-2.663175
-0.07118196,0.05280273,-2.28954,0.1016018,0.1874888,-2.236896,-0.1294444,0.3033998,-2.60672,0.07446952,0.2855829,-2.65221
-0.07118196,0.05280273,-2.28954,0.1016018,0.1874888,-2.236896,-0.1294444,0.3033998,-2.60672,0.07446952,0.2855829,-2.65221
-0.07118196,0.05280273,-2.28954,0.1016018,0.1874888,-2.236896,-0.1294444,0.3033998,-2.60672,0.07446952,0.2855829,-2.65221
-0.07118196,0.05280273,-2.28954,0.1016018,0.1874888,-2.236896,-0.1294444,0.3033998,-2.60672,0.07446952,0.2855829,-2.65221
-0.07121066,0.06915434,-2.281376,0.03582448,0.1950022,-2.272034,-0.1347872,0.2949633,-2.587977,0.05995737,0.282383,-2.616478
-0.07121066,0.06915434,-2.281376,0.03582448,0.1950022,-2.272034,-0.1347872,0.2949633,-2.587977,0.05995737,0.282383,-2.616478
-0.06174194,0.07708992,-2.2746,0.08019099,0.161561,-2.280303,-0.1354709,0.2889463,-2.589778,0.05251926,0.2771064,-2.598873
-0.06174194,0.07708992,-2.2746,0.08019099,0.161561,-2.280303,-0.1354709,0.2889463,-2.589778,0.05251926,0.2771064,-2.598873
-0.1329884,0.3082456,-2.235934,0.06709486,-0.005115943,-2.321951,-0.1547506,0.2885099,-2.603577,0.04716114,0.2802562,-2.586251
-0.1329884,0.3082456,-2.235934,0.06709486,-0.005115943,-2.321951,-0.1547506,0.2885099,-2.603577,0.04716114,0.2802562,-2.586251
-0.1354622,0.333342,-2.193481,0.08223634,-0.0353614,-2.205663,-0.1788774,0.3007255,-2.612415,0.04498604,0.2929952,-2.568327
-0.1354622,0.333342,-2.193481,0.08223634,-0.0353614,-2.205663,-0.1788774,0.3007255,-2.612415,0.04498604,0.2929952,-2.568327
-0.1354622,0.333342,-2.193481,0.08223634,-0.0353614,-2.205663,-0.1788774,0.3007255,-2.612415,0.04498604,0.2929952,-2.568327
-0.1354622,0.333342,-2.193481,0.08223634,-0.0353614,-2.205663,-0.1788774,0.3007255,-2.612415,0.04498604,0.2929952,-2.568327
-0.1410122,0.3307752,-2.16576,0.08090581,-0.04957179,-2.188668,-0.1912408,0.301147,-2.608898,0.05457151,0.2912152,-2.550114
-0.1410122,0.3307752,-2.16576,0.08090581,-0.04957179,-2.188668,-0.1912408,0.301147,-2.608898,0.05457151,0.2912152,-2.550114
