Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.08122507,0.04578926,-2.243623,0.01686704,0.3152271,-2.25383,-0.1899605,0.3184748,-2.616395,0.06306285,0.3008604,-2.589904
-0.08122507,0.04578926,-2.243623,0.01686704,0.3152271,-2.25383,-0.1899605,0.3184748,-2.616395,0.06306285,0.3008604,-2.589904
-0.1811242,0.1875277,-2.15264,0.008357909,0.325755,-2.251589,-0.1942914,0.3002484,-2.628055,0.04108765,0.286695,-2.584354
-0.1811242,0.1875277,-2.15264,0.008357909,0.325755,-2.251589,-0.1942914,0.3002484,-2.628055,0.04108765,0.286695,-2.584354
-0.0995745,0.09632562,-2.227192,-0.008985657,0.3128994,-2.258581,-0.2100209,0.2841243,-2.657196,0.04318781,0.2718895,-2.595362
-0.0995745,0.09632562,-2.227192,-0.008985657,0.3128994,-2.258581,-0.2100209,0.2841243,-2.657196,0.04318781,0.2718895,-2.595362
-0.09157535,0.09243561,-2.232792,-0.01421736,0.3132433,-2.267656,-0.2074225,0.2882969,-2.672744,0.04743877,0.2761084,-2.608112
-0.09157535,0.09243561,-2.232792,-0.01421736,0.3132433,-2.267656,-0.2074225,0.2882969,-2.672744,0.04743877,0.2761084,-2.608112
-0.09157535,0.09243561,-2.232792,-0.01421736,0.3132433,-2.267656,-0.2074225,0.2882969,-2.672744,0.04743877,0.2761084,-2.608112
-0.09157535,0.09243561,-2.232792,-0.01421736,0.3132433,-2.267656,-0.2074225,0.2882969,-2.672744,0.04743877,0.2761084,-2.608112
-0.09157535,0.09243561,-2.232792,-0.01421736,0.3132433,-2.267656,-0.2074225,0.2882969,-2.672744,0.04743877,0.2761084,-2.608112
-0.1727616,0.2854635,-2.138326,0.07043753,0.1734892,-2.209365,-0.2096103,0.2959684,-2.682394,0.04836305,0.2871849,-2.613604
-0.1727616,0.2854635,-2.138326,0.07043753,0.1734892,-2.209365,-0.2096103,0.2959684,-2.682394,0.04836305,0.2871849,-2.613604
-0.1856991,0.3370437,-2.119474,0.08009341,0.1005666,-2.188512,-0.211061,0.3004534,-2.686419,0.05040285,0.293261,-2.612911
-0.1856991,0.3370437,-2.119474,0.08009341,0.1005666,-2.188512,-0.211061,0.3004534,-2.686419,0.05040285,0.293261,-2.612911
-0.2013095,0.3533255,-2.124629,0.08010504,0.04227008,-2.211886,-0.1976953,0.3118517,-2.701565,0.05897366,0.3044017,-2.617602
-0.2013095,0.3533255,-2.124629,0.08010504,0.04227008,-2.211886,-0.1976953,0.3118517,-2.701565,0.05897366,0.3044017,-2.617602
-0.1408441,0.3450202,-2.20236,0.0717204,0.003617981,-2.190248,-0.203362,0.3194873,-2.673872,0.05570072,0.3116267,-2.606974
-0.1408441,0.3450202,-2.20236,0.0717204,0.003617981,-2.190248,-0.203362,0.3194873,-2.673872,0.05570072,0.3116267,-2.606974
-0.1608758,0.4025055,-2.062775,0.0605406,-0.0243009,-2.18592,-0.2146388,0.3158705,-2.650383,0.05115747,0.310745,-2.597587
-0.1608758,0.4025055,-2.062775,0.0605406,-0.0243009,-2.18592,-0.2146388,0.3158705,-2.650383,0.05115747,0.310745,-2.597587
-0.167795,0.408668,-2.055742,0.05377088,-0.04332043,-2.184886,-0.2206227,0.3112398,-2.638409,0.04950294,0.3084776,-2.591414
-0.167795,0.408668,-2.055742,0.05377088,-0.04332043,-2.184886,-0.2206227,0.3112398,-2.638409,0.04950294,0.3084776,-2.591414
-0.167795,0.408668,-2.055742,0.05377088,-0.04332043,-2.184886,-0.2206227,0.3112398,-2.638409,0.04950294,0.3084776,-2.591414
-0.167795,0.408668,-2.055742,0.05377088,-0.04332043,-2.184886,-0.2206227,0.3112398,-2.638409,0.04950294,0.3084776,-2.591414
-0.1689029,0.4159555,-2.056743,0.05114121,-0.05542051,-2.187072,-0.2217236,0.3085126,-2.629268,0.04867191,0.3067034,-2.5876
-0.1689029,0.4159555,-2.056743,0.05114121,-0.05542051,-2.187072,-0.2217236,0.3085126,-2.629268,0.04867191,0.3067034,-2.5876
-0.1636856,0.4243079,-2.048379,0.04770868,-0.06243183,-2.186952,-0.2217761,0.3061027,-2.624525,0.04804959,0.3044091,-2.584943
-0.1636856,0.4243079,-2.048379,0.04770868,-0.06243183,-2.186952,-0.2217761,0.3061027,-2.624525,0.04804959,0.3044091,-2.584943
-0.1620791,0.4300709,-2.039072,0.04648551,-0.06548747,-2.184899,-0.2195399,0.3038016,-2.620241,0.04784244,0.3016574,-2.58168
-0.1620791,0.4300709,-2.039072,0.04648551,-0.06548747,-2.184899,-0.2195399,0.3038016,-2.620241,0.04784244,0.3016574,-2.58168
-0.1605051,0.4302228,-2.028608,0.04697,-0.06354093,-2.180694,-0.2181603,0.3037141,-2.619431,0.04855866,0.3009768,-2.580141
-0.1605051,0.4302228,-2.028608,0.04697,-0.06354093,-2.180694,-0.2181603,0.3037141,-2.619431,0.04855866,0.3009768,-2.580141
-0.1605051,0.4302228,-2.028608,0.04697,-0.06354093,-2.180694,-0.2181603,0.3037141,-2.619431,0.04855866,0.3009768,-2.580141
-0.1605051,0.4302228,-2.028608,0.04697,-0.06354093,-2.180694,-0.2181603,0.3037141,-2.619431,0.04855866,0.3009768,-2.580141
-0.1599272,0.4341842,-2.030435,0.04791412,-0.06279312,-2.175932,-0.2154152,0.3029127,-2.613871,0.04919016,0.2996372,-2.57852
