Hand_L, , ,Hand_R, , ,Elbow_L, , ,Elbow_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.05246717,0.3194373,-2.021853,0.1573228,0.1246791,-2.068267,-0.1173885,0.2115045,-2.361636,0.2047944,0.2447309,-2.345285,-0.05810139,0.2970892,-2.580965,0.2020106,0.3080115,-2.598807
-0.05246717,0.3194373,-2.021853,0.1573228,0.1246791,-2.068267,-0.1173885,0.2115045,-2.361636,0.2047944,0.2447309,-2.345285,-0.05810139,0.2970892,-2.580965,0.2020106,0.3080115,-2.598807
-0.05354232,0.3786771,-2.050777,0.1513569,0.05969357,-2.097396,-0.12177,0.2349434,-2.35109,0.2014787,0.2143221,-2.362082,-0.05826493,0.2972515,-2.581344,0.2020584,0.3080135,-2.599051
-0.05354232,0.3786771,-2.050777,0.1513569,0.05969357,-2.097396,-0.12177,0.2349434,-2.35109,0.2014787,0.2143221,-2.362082,-0.05826493,0.2972515,-2.581344,0.2020584,0.3080135,-2.599051
-0.05354232,0.3786771,-2.050777,0.1513569,0.05969357,-2.097396,-0.12177,0.2349434,-2.35109,0.2014787,0.2143221,-2.362082,-0.05826493,0.2972515,-2.581344,0.2020584,0.3080135,-2.599051
-0.05354232,0.3786771,-2.050777,0.1513569,0.05969357,-2.097396,-0.12177,0.2349434,-2.35109,0.2014787,0.2143221,-2.362082,-0.05826493,0.2972515,-2.581344,0.2020584,0.3080135,-2.599051
-0.05428141,0.3945574,-2.055531,0.1494671,0.04035335,-2.106312,-0.1214064,0.2535322,-2.347073,0.1995216,0.1898003,-2.376251,-0.05851026,0.2974646,-2.581882,0.2020582,0.3080238,-2.599068
-0.05428141,0.3945574,-2.055531,0.1494671,0.04035335,-2.106312,-0.1214064,0.2535322,-2.347073,0.1995216,0.1898003,-2.376251,-0.05851026,0.2974646,-2.581882,0.2020582,0.3080238,-2.599068
-0.05598761,0.4083816,-2.056042,0.1472842,0.02676991,-2.112392,-0.122189,0.2644075,-2.345581,0.1987287,0.1811414,-2.38181,-0.05889541,0.2980147,-2.582597,0.2020525,0.3080876,-2.599078
-0.05598761,0.4083816,-2.056042,0.1472842,0.02676991,-2.112392,-0.122189,0.2644075,-2.345581,0.1987287,0.1811414,-2.38181,-0.05889541,0.2980147,-2.582597,0.2020525,0.3080876,-2.599078
-0.05598761,0.4083816,-2.056042,0.1472842,0.02676991,-2.112392,-0.122189,0.2644075,-2.345581,0.1987287,0.1811414,-2.38181,-0.05889541,0.2980147,-2.582597,0.2020525,0.3080876,-2.599078
-0.05598761,0.4083816,-2.056042,0.1472842,0.02676991,-2.112392,-0.122189,0.2644075,-2.345581,0.1987287,0.1811414,-2.38181,-0.05889541,0.2980147,-2.582597,0.2020525,0.3080876,-2.599078
-0.05604064,0.4258445,-2.054839,0.1466518,0.01570194,-2.119182,-0.1232357,0.2704324,-2.344666,0.1967631,0.1668368,-2.38762,-0.05932407,0.2987338,-2.583566,0.2020424,0.308174,-2.599031
-0.05604064,0.4258445,-2.054839,0.1466518,0.01570194,-2.119182,-0.1232357,0.2704324,-2.344666,0.1967631,0.1668368,-2.38762,-0.05932407,0.2987338,-2.583566,0.2020424,0.308174,-2.599031
-0.05604064,0.4258445,-2.054839,0.1466518,0.01570194,-2.119182,-0.1232357,0.2704324,-2.344666,0.1967631,0.1668368,-2.38762,-0.05932407,0.2987338,-2.583566,0.2020424,0.308174,-2.599031
-0.05604064,0.4258445,-2.054839,0.1466518,0.01570194,-2.119182,-0.1232357,0.2704324,-2.344666,0.1967631,0.1668368,-2.38762,-0.05932407,0.2987338,-2.583566,0.2020424,0.308174,-2.599031
-0.05604064,0.4258445,-2.054839,0.1466518,0.01570194,-2.119182,-0.1232357,0.2704324,-2.344666,0.1967631,0.1668368,-2.38762,-0.05932407,0.2987338,-2.583566,0.2020424,0.308174,-2.599031
-0.0571569,0.437511,-2.05219,0.1457538,0.007655669,-2.123656,-0.1254747,0.2779122,-2.342748,0.1929516,0.1414455,-2.405907,-0.05962045,0.2992553,-2.58405,0.202032,0.308283,-2.59896
-0.0571569,0.437511,-2.05219,0.1457538,0.007655669,-2.123656,-0.1254747,0.2779122,-2.342748,0.1929516,0.1414455,-2.405907,-0.05962045,0.2992553,-2.58405,0.202032,0.308283,-2.59896
-0.0578145,0.443907,-2.050062,0.1453754,0.00366714,-2.12587,-0.1269221,0.2834466,-2.341295,0.1913816,0.1273686,-2.418458,-0.05990257,0.2997925,-2.584433,0.2020277,0.3083557,-2.598936
-0.0578145,0.443907,-2.050062,0.1453754,0.00366714,-2.12587,-0.1269221,0.2834466,-2.341295,0.1913816,0.1273686,-2.418458,-0.05990257,0.2997925,-2.584433,0.2020277,0.3083557,-2.598936
-0.04882747,0.4233454,-2.183435,0.1459235,0.002759121,-2.129176,-0.1276703,0.2850565,-2.342124,0.1865748,0.112905,-2.424702,-0.06001129,0.2998829,-2.584506,0.2020266,0.3083685,-2.598928
-0.04882747,0.4233454,-2.183435,0.1459235,0.002759121,-2.129176,-0.1276703,0.2850565,-2.342124,0.1865748,0.112905,-2.424702,-0.06001129,0.2998829,-2.584506,0.2020266,0.3083685,-2.598928
-0.05613486,0.4271572,-2.169708,0.1393252,-0.02905237,-2.225588,-0.129984,0.2884599,-2.348062,0.1845758,0.1058556,-2.430304,-0.06017058,0.3000673,-2.584565,0.202009,0.3084339,-2.598925
-0.05613486,0.4271572,-2.169708,0.1393252,-0.02905237,-2.225588,-0.129984,0.2884599,-2.348062,0.1845758,0.1058556,-2.430304,-0.06017058,0.3000673,-2.584565,0.202009,0.3084339,-2.598925
-0.05613486,0.4271572,-2.169708,0.1393252,-0.02905237,-2.225588,-0.129984,0.2884599,-2.348062,0.1845758,0.1058556,-2.430304,-0.06017058,0.3000673,-2.584565,0.202009,0.3084339,-2.598925
-0.05613486,0.4271572,-2.169708,0.1393252,-0.02905237,-2.225588,-0.129984,0.2884599,-2.348062,0.1845758,0.1058556,-2.430304,-0.06017058,0.3000673,-2.584565,0.202009,0.3084339,-2.598925
