Hand_R, , ,Shoulder_R, , 
0.6232709,0.03575403,-2.376773,0.1376389,0.3014033,-2.60182
0.6387154,0.1014894,-2.349836,0.1385563,0.3008597,-2.599368
0.6387154,0.1014894,-2.349836,0.1385563,0.3008597,-2.599368
0.6402001,0.1715077,-2.311298,0.1371625,0.3029315,-2.598476
0.6402001,0.1715077,-2.311298,0.1371625,0.3029315,-2.598476
0.6329197,0.2453251,-2.278025,0.1370096,0.3009195,-2.595775
0.6329197,0.2453251,-2.278025,0.1370096,0.3009195,-2.595775
0.6078271,0.3184941,-2.250176,0.1365724,0.307867,-2.594217
0.6078271,0.3184941,-2.250176,0.1365724,0.307867,-2.594217
0.5717881,0.3923643,-2.217214,0.1394897,0.3029703,-2.587354
0.5717881,0.3923643,-2.217214,0.1394897,0.3029703,-2.587354
0.5376184,0.4574958,-2.192332,0.1385789,0.3067214,-2.586679
0.5376184,0.4574958,-2.192332,0.1385789,0.3067214,-2.586679
0.493485,0.5233985,-2.167384,0.1376589,0.2991867,-2.578229
0.493485,0.5233985,-2.167384,0.1376589,0.2991867,-2.578229
0.451846,0.5725012,-2.15325,0.1370904,0.2997672,-2.576667
0.451846,0.5725012,-2.15325,0.1370904,0.2997672,-2.576667
0.3870069,0.5962033,-2.149927,0.1354692,0.3018104,-2.576102
0.3870069,0.5962033,-2.149927,0.1354692,0.3018104,-2.576102
0.3253234,0.6188601,-2.146572,0.1341553,0.3028154,-2.574452
0.3253234,0.6188601,-2.146572,0.1341553,0.3028154,-2.574452
0.2687639,0.6404275,-2.138423,0.1339489,0.300019,-2.571213
0.2687639,0.6404275,-2.138423,0.1339489,0.300019,-2.571213
0.2687639,0.6404275,-2.138423,0.1339489,0.300019,-2.571213
0.2687639,0.6404275,-2.138423,0.1339489,0.300019,-2.571213
0.2156645,0.6473501,-2.13676,0.1324937,0.298548,-2.568149
0.2156645,0.6473501,-2.13676,0.1324937,0.298548,-2.568149
0.2156645,0.6473501,-2.13676,0.1324937,0.298548,-2.568149
0.1594948,0.6631926,-2.140905,0.1352096,0.2937298,-2.564672
0.1594948,0.6631926,-2.140905,0.1352096,0.2937298,-2.564672
0.1072727,0.6660646,-2.152715,0.138241,0.2948427,-2.566514
0.1072727,0.6660646,-2.152715,0.138241,0.2948427,-2.566514
0.05595247,0.6660154,-2.168196,0.140186,0.2936083,-2.569633
0.05595247,0.6660154,-2.168196,0.140186,0.2936083,-2.569633
0.00858601,0.6582028,-2.191185,0.1411342,0.2973844,-2.566207
0.00858601,0.6582028,-2.191185,0.1411342,0.2973844,-2.566207
-0.03405636,0.6542791,-2.229541,0.139089,0.2926539,-2.564055
-0.03405636,0.6542791,-2.229541,0.139089,0.2926539,-2.564055
-0.07673955,0.6382393,-2.255579,0.1371834,0.2862385,-2.563025
-0.07673955,0.6382393,-2.255579,0.1371834,0.2862385,-2.563025
-0.1078016,0.6131499,-2.271672,0.1315591,0.2744662,-2.561661
-0.1078016,0.6131499,-2.271672,0.1315591,0.2744662,-2.561661
-0.1231417,0.5796392,-2.281647,0.1346228,0.2830653,-2.56137
-0.1231417,0.5796392,-2.281647,0.1346228,0.2830653,-2.56137
-0.129828,0.5495101,-2.304425,0.1339738,0.2794259,-2.565418
-0.129828,0.5495101,-2.304425,0.1339738,0.2794259,-2.565418
-0.1335798,0.5263538,-2.309668,0.1317472,0.2633964,-2.563738
-0.1335798,0.5263538,-2.309668,0.1317472,0.2633964,-2.563738
-0.1366283,0.5035626,-2.321652,0.1223614,0.2626117,-2.5653
-0.1366283,0.5035626,-2.321652,0.1223614,0.2626117,-2.5653
-0.1474307,0.493353,-2.321217,0.1259304,0.3068511,-2.587089
-0.1474307,0.493353,-2.321217,0.1259304,0.3068511,-2.587089
-0.1533201,0.4903472,-2.317624,0.1156053,0.3007925,-2.578828
-0.1533201,0.4903472,-2.317624,0.1156053,0.3007925,-2.578828
