-4.609540939,5.432604313,-2.761136532,-4.609509945,5.432604313,-0.970557809
-4.57750082,5.304342747,-2.712968826,-4.577470303,5.304342747,-0.922389746
-4.535222054,5.11787653,-2.673881531,-4.535191536,5.11787653,-0.883302689
-4.534370899,5.128489017,-2.704558611,-4.534340858,5.128489017,-0.913979769
-4.905254364,4.636246204,-2.290709019,-4.705101967,4.845829487,-0.54514277
-5.52036047,3.508053541,-1.965603352,-5.059030533,4.245150089,-0.455194145
-5.809403419,2.990061522,-1.640494943,-5.233455658,3.98926425,-0.291699171
-6.248677731,2.260857582,-0.621373177,-5.444221497,3.642689466,0.278019428
-6.230642319,1.950699687,1.313417912,-5.41888237,3.594551802,1.280576468
-6.028458118,2.339684248,2.708721638,-5.329741955,3.735438108,1.884576321
-5.825950623,2.491951704,3.239766598,-5.3495965,3.797959089,2.144177437
-5.188506126,3.149172544,4.119384766,-5.017555714,4.031065464,2.592474937
-4.804868698,3.515526533,4.379076481,-4.961835861,4.159965992,2.727921247
-3.987299204,4.283331394,4.568756104,-4.738810539,4.433084965,2.883209944
-3.564784765,4.653805256,4.503196239,-4.573102951,4.558985233,2.904566288
-3.025935173,5.21527338,4.142149448,-4.347068787,4.731529713,2.723377705
-2.801525831,5.297123432,3.990830183,-4.241458416,4.789824009,2.675464153
-2.755006075,5.550093174,3.711678743,-4.073909283,4.832926273,2.45678091
-2.725470781,5.588488102,3.661694527,-4.029673576,4.845455647,2.428459883
-2.709265709,5.549032688,3.850209475,-3.916750669,4.845322132,2.42230463
-2.787757635,5.396654606,3.955461502,-3.983494282,4.90025568,2.442650318
-2.920346022,5.241060734,4.080057621,-3.940856457,5.036760807,2.379006863
-3.145993471,5.177517414,4.102371693,-4.003993511,4.988432407,2.304680109
-3.491614819,5.136547565,4.329008102,-4.575083256,4.763208866,2.599228859
-3.685057402,5.115555286,4.343456268,-4.765904903,4.774260044,2.691099644
-4.275126457,5.197371006,4.648219109,-5.098710537,4.793131351,2.860126972
-4.677951813,5.056395054,4.605326176,-5.292644978,4.746920586,2.728216648
-5.599599361,5.04534626,4.574483871,-5.584590912,4.725783348,2.59837985
-6.067996979,5.025231361,4.351399422,-5.811461926,4.697930336,2.390790462
-6.973996162,4.8186903,3.668410778,-5.958253384,4.727591515,1.992799997
-7.34787941,4.905909538,3.26551652,-6.033071518,4.692131996,1.81689322
-7.889932632,4.744257927,2.370933771,-6.189993858,4.739758492,1.362622738
-8.163172722,4.704331398,1.9527843,-6.33681488,4.687270164,1.112180114
-8.297980309,4.501038551,0.955144882,-6.430806637,4.748778343,0.793353438
-8.325123787,4.458128929,0.48408854,-6.451778412,4.726748466,0.520367861
-8.121201515,4.373995781,-0.2952196,-6.362157822,4.693995476,0.167935342
-8.024172783,4.324584007,-0.603231192,-6.343226433,4.688693047,0.056058895
-7.628613949,4.132576942,-1.072212696,-6.206483841,4.664284706,-0.074555457
-7.535356998,4.043751717,-1.110399842,-6.161138058,4.601727486,-0.079309419
-7.688666344,3.974467516,-0.932415605,-6.245517731,4.48773098,0.031814285
-7.83483839,3.944979906,-0.722840428,-6.306583405,4.414586067,0.106042236
-8.071887016,3.843346834,-0.209419444,-6.471764565,4.415495872,0.347953081
-8.139362335,3.786990404,0.139928252,-6.513710976,4.41089344,0.605039001
-8.208585739,3.798302889,0.932459235,-6.543225288,4.408617973,0.922439575
-8.193694115,3.847882509,1.435945153,-6.530744553,4.461600304,1.19894278
-8.147756577,3.841956377,1.882752299,-6.520462036,4.527693748,1.478792906
-7.843924999,3.967923403,2.667286158,-6.420444489,4.678307533,1.794437408
-7.589365959,4.095858574,2.892369032,-6.277178288,4.747115135,1.861060619
-7.30560112,4.310915947,3.659351826,-6.283668995,4.822291374,2.209826946
-7.056671143,4.502577782,3.859960794,-6.153258324,4.842339516,2.285943508
-6.5414114,4.671687126,4.164366245,-5.994143009,4.949286461,2.417405844
-6.270173073,4.806014061,4.303537846,-5.921321869,5.016787529,2.50095582
-5.747796535,4.950303078,4.498762131,-5.741379738,5.03435421,2.647708893
-5.493626118,4.958197594,4.520354748,-5.707512856,4.978219032,2.657712936
-5.013017654,5.12348032,4.562001705,-5.419530869,4.89039135,2.715726376
-4.830754757,5.079983234,4.529764175,-5.379098892,4.880482674,2.704892159
-4.455554485,5.196169376,4.497069359,-5.174365044,4.851017475,2.737740993
-4.239655495,5.308363438,4.367648125,-5.113999367,4.827753544,2.708848476
-4.045093536,5.318584919,4.301925659,-5.061845779,4.812464237,2.703280926
-3.995396376,5.353678226,4.252173424,-5.057973862,4.780453205,2.70759201
-4.026815891,5.480764866,4.288115025,-5.043439388,4.825771809,2.724378586
-4.085279942,5.448845387,4.363382816,-5.075942516,4.888468266,2.735211372
-4.295319557,5.417887211,4.312418461,-5.119178772,4.997148991,2.617879868
-4.403551579,5.36784029,4.358368397,-5.310858727,4.919453621,2.685881138
-4.860733032,5.16723299,4.47015667,-5.536153793,5.01913929,2.640475988
-5.201178074,5.1276021,4.406283379,-5.687669277,5.049550056,2.513317108
-6.025132179,4.745064735,4.202218056,-5.963639736,5.021014214,2.286127806
-6.537299156,4.576285362,3.958919525,-6.115643024,5.04077816,2.124151707
-7.423798561,4.621846199,3.293377161,-6.292675972,5.006575584,1.757775545
