Hand_R, , ,Elbow_R, , ,Shoulder_R, , 
0.2489223,0.4854318,-2.127622,0.265504,0.2924497,-2.366158,0.1225733,0.2895243,-2.552576
0.3221582,0.4367029,-2.030646,0.2713133,0.292457,-2.369281,0.1229398,0.2897275,-2.553058
0.3221582,0.4367029,-2.030646,0.2713133,0.292457,-2.369281,0.1229398,0.2897275,-2.553058
0.3221582,0.4367029,-2.030646,0.2713133,0.292457,-2.369281,0.1229398,0.2897275,-2.553058
0.3620765,0.4373618,-2.090238,0.2869687,0.289563,-2.381249,0.1232965,0.2899536,-2.553618
0.3620765,0.4373618,-2.090238,0.2869687,0.289563,-2.381249,0.1232965,0.2899536,-2.553618
0.3620765,0.4373618,-2.090238,0.2869687,0.289563,-2.381249,0.1232965,0.2899536,-2.553618
0.3620765,0.4373618,-2.090238,0.2869687,0.289563,-2.381249,0.1232965,0.2899536,-2.553618
0.3953092,0.4128687,-2.121951,0.3029968,0.285488,-2.396052,0.1236234,0.2901584,-2.554161
0.3953092,0.4128687,-2.121951,0.3029968,0.285488,-2.396052,0.1236234,0.2901584,-2.554161
0.4208689,0.3351591,-2.187268,0.3287981,0.2756531,-2.416181,0.1239227,0.2903463,-2.554665
0.4208689,0.3351591,-2.187268,0.3287981,0.2756531,-2.416181,0.1239227,0.2903463,-2.554665
0.4208689,0.3351591,-2.187268,0.3287981,0.2756531,-2.416181,0.1239227,0.2903463,-2.554665
0.4208689,0.3351591,-2.187268,0.3287981,0.2756531,-2.416181,0.1239227,0.2903463,-2.554665
0.4481013,0.3291583,-2.184953,0.3425478,0.2683699,-2.427341,0.1243759,0.2903645,-2.555156
0.4481013,0.3291583,-2.184953,0.3425478,0.2683699,-2.427341,0.1243759,0.2903645,-2.555156
0.4898781,0.3049679,-2.179532,0.3528194,0.2589365,-2.436473,0.1246799,0.2903969,-2.555478
0.4898781,0.3049679,-2.179532,0.3528194,0.2589365,-2.436473,0.1246799,0.2903969,-2.555478
0.4898781,0.3049679,-2.179532,0.3528194,0.2589365,-2.436473,0.1246799,0.2903969,-2.555478
0.4898781,0.3049679,-2.179532,0.3528194,0.2589365,-2.436473,0.1246799,0.2903969,-2.555478
0.4944249,0.2247559,-2.23938,0.3667572,0.2402271,-2.451485,0.1248733,0.290395,-2.555644
0.4944249,0.2247559,-2.23938,0.3667572,0.2402271,-2.451485,0.1248733,0.290395,-2.555644
0.523428,0.1929936,-2.244359,0.3715493,0.2213352,-2.466207,0.1250543,0.2903748,-2.555766
0.523428,0.1929936,-2.244359,0.3715493,0.2213352,-2.466207,0.1250543,0.2903748,-2.555766
0.523428,0.1929936,-2.244359,0.3715493,0.2213352,-2.466207,0.1250543,0.2903748,-2.555766
0.523428,0.1929936,-2.244359,0.3715493,0.2213352,-2.466207,0.1250543,0.2903748,-2.555766
0.523428,0.1929936,-2.244359,0.3715493,0.2213352,-2.466207,0.1250543,0.2903748,-2.555766
0.5092247,0.07926228,-2.293057,0.3670929,0.1989773,-2.482661,0.1252299,0.2903452,-2.555853
0.5092247,0.07926228,-2.293057,0.3670929,0.1989773,-2.482661,0.1252299,0.2903452,-2.555853
0.4966536,0.0342209,-2.31031,0.3591129,0.1820776,-2.48963,0.1254176,0.2903158,-2.555967
0.4966536,0.0342209,-2.31031,0.3591129,0.1820776,-2.48963,0.1254176,0.2903158,-2.555967
0.4966536,0.0342209,-2.31031,0.3591129,0.1820776,-2.48963,0.1254176,0.2903158,-2.555967
0.4966536,0.0342209,-2.31031,0.3591129,0.1820776,-2.48963,0.1254176,0.2903158,-2.555967
0.4693623,-0.01856482,-2.328559,0.3449949,0.1544227,-2.503425,0.1256216,0.2902825,-2.556073
0.4693623,-0.01856482,-2.328559,0.3449949,0.1544227,-2.503425,0.1256216,0.2902825,-2.556073
0.4470517,-0.05716014,-2.338753,0.3278609,0.1259829,-2.516851,0.1258656,0.2902084,-2.556152
0.4470517,-0.05716014,-2.338753,0.3278609,0.1259829,-2.516851,0.1258656,0.2902084,-2.556152
0.4470517,-0.05716014,-2.338753,0.3278609,0.1259829,-2.516851,0.1258656,0.2902084,-2.556152
0.4470517,-0.05716014,-2.338753,0.3278609,0.1259829,-2.516851,0.1258656,0.2902084,-2.556152
0.4028506,-0.09856727,-2.354563,0.3140469,0.1064938,-2.527576,0.1261292,0.2901086,-2.556249
0.4028506,-0.09856727,-2.354563,0.3140469,0.1064938,-2.527576,0.1261292,0.2901086,-2.556249
0.3612809,-0.1248033,-2.361224,0.2951888,0.09147839,-2.536244,0.1263805,0.2899824,-2.556278
0.3612809,-0.1248033,-2.361224,0.2951888,0.09147839,-2.536244,0.1263805,0.2899824,-2.556278
0.3091077,-0.1491788,-2.35525,0.2790687,0.08133899,-2.541573,0.1265951,0.2898701,-2.556292
0.3091077,-0.1491788,-2.35525,0.2790687,0.08133899,-2.541573,0.1265951,0.2898701,-2.556292
0.3091077,-0.1491788,-2.35525,0.2790687,0.08133899,-2.541573,0.1265951,0.2898701,-2.556292
0.3091077,-0.1491788,-2.35525,0.2790687,0.08133899,-2.541573,0.1265951,0.2898701,-2.556292
0.2510812,-0.1608083,-2.344253,0.2664762,0.07473074,-2.545286,0.1268226,0.2897531,-2.556313
0.2510812,-0.1608083,-2.344253,0.2664762,0.07473074,-2.545286,0.1268226,0.2897531,-2.556313
0.2048148,-0.1599465,-2.328586,0.2554956,0.06975172,-2.546345,0.1270183,0.2896426,-2.556317
0.2048148,-0.1599465,-2.328586,0.2554956,0.06975172,-2.546345,0.1270183,0.2896426,-2.556317
0.2048148,-0.1599465,-2.328586,0.2554956,0.06975172,-2.546345,0.1270183,0.2896426,-2.556317
0.2048148,-0.1599465,-2.328586,0.2554956,0.06975172,-2.546345,0.1270183,0.2896426,-2.556317
0.1709129,-0.1503027,-2.330808,0.241029,0.05820849,-2.545931,0.1272041,0.2895075,-2.556315
0.1709129,-0.1503027,-2.330808,0.241029,0.05820849,-2.545931,0.1272041,0.2895075,-2.556315
0.1709129,-0.1503027,-2.330808,0.241029,0.05820849,-2.545931,0.1272041,0.2895075,-2.556315
0.1709129,-0.1503027,-2.330808,0.241029,0.05820849,-2.545931,0.1272041,0.2895075,-2.556315
0.1231553,-0.1298669,-2.324595,0.2315968,0.05281352,-2.54468,0.1273382,0.2893488,-2.556291
0.1231553,-0.1298669,-2.324595,0.2315968,0.05281352,-2.54468,0.1273382,0.2893488,-2.556291
0.06918119,-0.09299426,-2.297255,0.2182011,0.04730532,-2.538178,0.1274278,0.2892326,-2.556275
0.06918119,-0.09299426,-2.297255,0.2182011,0.04730532,-2.538178,0.1274278,0.2892326,-2.556275
0.06918119,-0.09299426,-2.297255,0.2182011,0.04730532,-2.538178,0.1274278,0.2892326,-2.556275
0.06918119,-0.09299426,-2.297255,0.2182011,0.04730532,-2.538178,0.1274278,0.2892326,-2.556275
0.01021547,-0.03491247,-2.245587,0.204045,0.04499448,-2.524653,0.1274969,0.289137,-2.556259
0.01021547,-0.03491247,-2.245587,0.204045,0.04499448,-2.524653,0.1274969,0.289137,-2.556259
0.01021547,-0.03491247,-2.245587,0.204045,0.04499448,-2.524653,0.1274969,0.289137,-2.556259
-0.01742303,0.01225166,-2.21963,0.1838204,0.0472342,-2.501359,0.127516,0.2890658,-2.556243
-0.01742303,0.01225166,-2.21963,0.1838204,0.0472342,-2.501359,0.127516,0.2890658,-2.556243
-0.01742303,0.01225166,-2.21963,0.1838204,0.0472342,-2.501359,0.127516,0.2890658,-2.556243
-0.01742303,0.01225166,-2.21963,0.1838204,0.0472342,-2.501359,0.127516,0.2890658,-2.556243
-0.05884418,0.09469228,-2.181342,0.1507357,0.06044227,-2.39107,0.1286162,0.2882647,-2.556116
-0.05884418,0.09469228,-2.181342,0.1507357,0.06044227,-2.39107,0.1286162,0.2882647,-2.556116
-0.07204416,0.1424992,-2.167789,0.1427919,0.08799263,-2.359068,0.1326786,0.2843975,-2.555126
-0.07204416,0.1424992,-2.167789,0.1427919,0.08799263,-2.359068,0.1326786,0.2843975,-2.555126
-0.07204416,0.1424992,-2.167789,0.1427919,0.08799263,-2.359068,0.1326786,0.2843975,-2.555126
-0.07204416,0.1424992,-2.167789,0.1427919,0.08799263,-2.359068,0.1326786,0.2843975,-2.555126
-0.0757179,0.2224122,-2.148047,0.1351867,0.1170481,-2.330406,0.1331353,0.2846077,-2.554732
-0.0757179,0.2224122,-2.148047,0.1351867,0.1170481,-2.330406,0.1331353,0.2846077,-2.554732
-0.07102384,0.2723421,-2.138222,0.1343245,0.1496138,-2.30776,0.1336707,0.2850946,-2.554234
-0.07102384,0.2723421,-2.138222,0.1343245,0.1496138,-2.30776,0.1336707,0.2850946,-2.554234
-0.07102384,0.2723421,-2.138222,0.1343245,0.1496138,-2.30776,0.1336707,0.2850946,-2.554234
-0.07102384,0.2723421,-2.138222,0.1343245,0.1496138,-2.30776,0.1336707,0.2850946,-2.554234
-0.04742786,0.3625441,-2.122109,0.1387812,0.1943391,-2.282976,0.1343285,0.2860141,-2.553706
-0.04742786,0.3625441,-2.122109,0.1387812,0.1943391,-2.282976,0.1343285,0.2860141,-2.553706
