Hand_R, , ,Shoulder_R, , 
-0.21276,0.1870014,-2.149072,0.08839093,0.3089758,-2.5622
-0.21276,0.1870014,-2.149072,0.08839093,0.3089758,-2.5622
-0.2070325,0.1228762,-2.1654,0.08981728,0.3087038,-2.566903
-0.2070325,0.1228762,-2.1654,0.08981728,0.3087038,-2.566903
-0.2070325,0.1228762,-2.1654,0.08981728,0.3087038,-2.566903
-0.2070325,0.1228762,-2.1654,0.08981728,0.3087038,-2.566903
-0.2050191,0.05815154,-2.180697,0.08952589,0.3108408,-2.568725
-0.2050191,0.05815154,-2.180697,0.08952589,0.3108408,-2.568725
-0.1948561,-0.009008206,-2.208487,0.09284885,0.3090747,-2.569369
-0.1948561,-0.009008206,-2.208487,0.09284885,0.3090747,-2.569369
-0.1547081,-0.07075731,-2.243829,0.09540571,0.3141937,-2.578211
-0.1547081,-0.07075731,-2.243829,0.09540571,0.3141937,-2.578211
-0.08786135,-0.1305584,-2.291493,0.09480856,0.3066238,-2.577726
-0.08786135,-0.1305584,-2.291493,0.09480856,0.3066238,-2.577726
-0.05276627,-0.1515644,-2.289067,0.09357817,0.3028492,-2.575326
-0.05276627,-0.1515644,-2.289067,0.09357817,0.3028492,-2.575326
0.01098283,-0.1961596,-2.324656,0.09344505,0.3103186,-2.580574
0.01098283,-0.1961596,-2.324656,0.09344505,0.3103186,-2.580574
0.04729981,-0.1935009,-2.307273,0.09474483,0.3087896,-2.582981
0.04729981,-0.1935009,-2.307273,0.09474483,0.3087896,-2.582981
0.08595881,-0.2046242,-2.292679,0.0948902,0.3078707,-2.583969
0.08595881,-0.2046242,-2.292679,0.0948902,0.3078707,-2.583969
0.141562,-0.1960393,-2.300575,0.09523018,0.3063792,-2.584289
0.141562,-0.1960393,-2.300575,0.09523018,0.3063792,-2.584289
0.2009179,-0.1835595,-2.286589,0.09468064,0.3052438,-2.584368
0.2009179,-0.1835595,-2.286589,0.09468064,0.3052438,-2.584368
0.2401432,-0.1545903,-2.276104,0.093707,0.3015475,-2.584514
0.2401432,-0.1545903,-2.276104,0.093707,0.3015475,-2.584514
0.2841708,-0.1171767,-2.243815,0.09316255,0.3033258,-2.585677
0.2841708,-0.1171767,-2.243815,0.09316255,0.3033258,-2.585677
0.322295,-0.08190759,-2.237868,0.09132795,0.3020046,-2.588264
0.322295,-0.08190759,-2.237868,0.09132795,0.3020046,-2.588264
0.3528881,-0.03521457,-2.2107,0.09126295,0.3011255,-2.585776
0.3528881,-0.03521457,-2.2107,0.09126295,0.3011255,-2.585776
0.3727709,0.02094888,-2.19429,0.08977108,0.2987656,-2.584488
0.3727709,0.02094888,-2.19429,0.08977108,0.2987656,-2.584488
0.3727709,0.02094888,-2.19429,0.08977108,0.2987656,-2.584488
0.3814416,0.07903896,-2.166716,0.09034451,0.2970626,-2.584048
0.3814416,0.07903896,-2.166716,0.09034451,0.2970626,-2.584048
0.3814416,0.07903896,-2.166716,0.09034451,0.2970626,-2.584048
0.3814416,0.07903896,-2.166716,0.09034451,0.2970626,-2.584048
0.3921438,0.1352781,-2.151571,0.09157656,0.2938374,-2.574979
0.3921438,0.1352781,-2.151571,0.09157656,0.2938374,-2.574979
0.3878065,0.1886854,-2.129612,0.09157656,0.2938374,-2.574979
0.3878065,0.1886854,-2.129612,0.09157656,0.2938374,-2.574979
0.3750137,0.2431987,-2.111919,0.09213709,0.2971095,-2.577323
0.3750137,0.2431987,-2.111919,0.09213709,0.2971095,-2.577323
0.3669583,0.2884311,-2.111369,0.09184863,0.2992847,-2.578043
0.3669583,0.2884311,-2.111369,0.09184863,0.2992847,-2.578043
0.3492811,0.3319495,-2.103827,0.092235,0.3001721,-2.577034
0.3492811,0.3319495,-2.103827,0.092235,0.3001721,-2.577034
0.328158,0.3696431,-2.09762,0.09208094,0.3028727,-2.576887
0.328158,0.3696431,-2.09762,0.09208094,0.3028727,-2.576887
0.296405,0.4045548,-2.089734,0.09216846,0.3022801,-2.577618
0.296405,0.4045548,-2.089734,0.09216846,0.3022801,-2.577618
0.2669695,0.4359616,-2.089222,0.0928199,0.3019787,-2.575858
0.2669695,0.4359616,-2.089222,0.0928199,0.3019787,-2.575858
0.2404711,0.4653291,-2.084224,0.0919432,0.3045347,-2.57503
0.2404711,0.4653291,-2.084224,0.0919432,0.3045347,-2.57503
0.2064035,0.4917668,-2.083383,0.08984571,0.3084404,-2.575412
0.2064035,0.4917668,-2.083383,0.08984571,0.3084404,-2.575412
0.1644218,0.5027789,-2.081196,0.08991642,0.3100046,-2.577227
0.1644218,0.5027789,-2.081196,0.08991642,0.3100046,-2.577227
0.1240865,0.5103498,-2.081439,0.09122239,0.307328,-2.579764
0.1240865,0.5103498,-2.081439,0.09122239,0.307328,-2.579764
0.09494255,0.5108894,-2.085173,0.09284236,0.3021615,-2.574578
0.09494255,0.5108894,-2.085173,0.09284236,0.3021615,-2.574578
0.06315289,0.5150054,-2.096291,0.09381971,0.3009806,-2.574763
0.06315289,0.5150054,-2.096291,0.09381971,0.3009806,-2.574763
0.03764907,0.5120453,-2.10106,0.09042623,0.3180724,-2.578055
0.03764907,0.5120453,-2.10106,0.09042623,0.3180724,-2.578055
0.01863393,0.5096577,-2.100194,0.09428345,0.3098377,-2.581562
0.01863393,0.5096577,-2.100194,0.09428345,0.3098377,-2.581562
0.003263591,0.5100898,-2.104794,0.09111737,0.3168774,-2.583855
