Hand_R, , ,Elbow_R, , ,Shoulder_R, , 
0.3830525,0.5026928,-2.120561,0.3114177,0.2956437,-2.294723,0.1487523,0.2889543,-2.553551
0.3830525,0.5026928,-2.120561,0.3114177,0.2956437,-2.294723,0.1487523,0.2889543,-2.553551
0.3830525,0.5026928,-2.120561,0.3114177,0.2956437,-2.294723,0.1487523,0.2889543,-2.553551
0.3830525,0.5026928,-2.120561,0.3114177,0.2956437,-2.294723,0.1487523,0.2889543,-2.553551
0.4410146,0.4664721,-2.124146,0.3307385,0.2898129,-2.307147,0.1487397,0.2892374,-2.553459
0.4410146,0.4664721,-2.124146,0.3307385,0.2898129,-2.307147,0.1487397,0.2892374,-2.553459
0.4946165,0.4275772,-2.133756,0.3467375,0.2823593,-2.317045,0.1487131,0.2894285,-2.553392
0.4946165,0.4275772,-2.133756,0.3467375,0.2823593,-2.317045,0.1487131,0.2894285,-2.553392
0.5419751,0.3669633,-2.148059,0.3663082,0.267009,-2.335938,0.1486983,0.2898142,-2.553468
0.5419751,0.3669633,-2.148059,0.3663082,0.267009,-2.335938,0.1486983,0.2898142,-2.553468
0.5419751,0.3669633,-2.148059,0.3663082,0.267009,-2.335938,0.1486983,0.2898142,-2.553468
0.5419751,0.3669633,-2.148059,0.3663082,0.267009,-2.335938,0.1486983,0.2898142,-2.553468
0.5822448,0.3102304,-2.167457,0.3787426,0.2537878,-2.350084,0.1486819,0.289946,-2.553472
0.5822448,0.3102304,-2.167457,0.3787426,0.2537878,-2.350084,0.1486819,0.289946,-2.553472
0.6125441,0.2566842,-2.184694,0.3906264,0.2359051,-2.364034,0.148672,0.2899753,-2.55345
0.6125441,0.2566842,-2.184694,0.3906264,0.2359051,-2.364034,0.148672,0.2899753,-2.55345
0.6286017,0.1939074,-2.217626,0.3947555,0.2144177,-2.380788,0.1486551,0.2900682,-2.553431
0.6286017,0.1939074,-2.217626,0.3947555,0.2144177,-2.380788,0.1486551,0.2900682,-2.553431
0.6356435,0.1211678,-2.261859,0.3953853,0.191911,-2.398622,0.1486469,0.2901939,-2.553371
0.6356435,0.1211678,-2.261859,0.3953853,0.191911,-2.398622,0.1486469,0.2901939,-2.553371
0.6269273,0.05708414,-2.295834,0.390229,0.1638111,-2.419307,0.1486368,0.2902832,-2.553366
0.6269273,0.05708414,-2.295834,0.390229,0.1638111,-2.419307,0.1486368,0.2902832,-2.553366
0.6269273,0.05708414,-2.295834,0.390229,0.1638111,-2.419307,0.1486368,0.2902832,-2.553366
0.6269273,0.05708414,-2.295834,0.390229,0.1638111,-2.419307,0.1486368,0.2902832,-2.553366
0.6070374,-0.007405509,-2.31986,0.3841975,0.1410744,-2.433329,0.1485903,0.2905027,-2.553368
0.6070374,-0.007405509,-2.31986,0.3841975,0.1410744,-2.433329,0.1485903,0.2905027,-2.553368
0.5740526,-0.06076867,-2.335227,0.3690432,0.1138559,-2.449876,0.148585,0.2906541,-2.553333
0.5740526,-0.06076867,-2.335227,0.3690432,0.1138559,-2.449876,0.148585,0.2906541,-2.553333
0.5279283,-0.1064427,-2.347363,0.3517343,0.09513067,-2.459587,0.148567,0.2908058,-2.553296
0.5279283,-0.1064427,-2.347363,0.3517343,0.09513067,-2.459587,0.148567,0.2908058,-2.553296
0.5279283,-0.1064427,-2.347363,0.3299839,0.07343889,-2.467751,0.1486052,0.2908884,-2.553254
0.4695076,-0.1548873,-2.350091,0.3299839,0.07343889,-2.467751,0.1486052,0.2908884,-2.553254
0.4695076,-0.1548873,-2.350091,0.3299839,0.07343889,-2.467751,0.1486052,0.2908884,-2.553254
0.4695076,-0.1548873,-2.350091,0.3299839,0.07343889,-2.467751,0.1486052,0.2908884,-2.553254
0.4695076,-0.1548873,-2.350091,0.3299839,0.07343889,-2.467751,0.1486052,0.2908884,-2.553254
0.4036327,-0.1870565,-2.354039,0.3060854,0.05936989,-2.473052,0.14865,0.2909963,-2.553262
0.4036327,-0.1870565,-2.354039,0.3060854,0.05936989,-2.473052,0.14865,0.2909963,-2.553262
0.3333807,-0.2127768,-2.342546,0.2863081,0.04631027,-2.473145,0.1487281,0.2911356,-2.553316
0.3333807,-0.2127768,-2.342546,0.2863081,0.04631027,-2.473145,0.1487281,0.2911356,-2.553316
0.2586247,-0.221002,-2.322245,0.2645747,0.03540931,-2.473839,0.14887,0.2913343,-2.55342
0.2586247,-0.221002,-2.322245,0.2645747,0.03540931,-2.473839,0.14887,0.2913343,-2.55342
0.2041183,-0.2157794,-2.304439,0.2470262,0.02969356,-2.470826,0.149072,0.2915968,-2.553628
0.2041183,-0.2157794,-2.304439,0.2470262,0.02969356,-2.470826,0.149072,0.2915968,-2.553628
0.126804,-0.1857838,-2.283648,0.2312363,0.02857894,-2.466247,0.1494584,0.2921617,-2.553987
0.126804,-0.1857838,-2.283648,0.2312363,0.02857894,-2.466247,0.1494584,0.2921617,-2.553987
0.126804,-0.1857838,-2.283648,0.2312363,0.02857894,-2.466247,0.1494584,0.2921617,-2.553987
0.126804,-0.1857838,-2.283648,0.2312363,0.02857894,-2.466247,0.1494584,0.2921617,-2.553987
0.08095826,-0.1589089,-2.277378,0.2170184,0.03199518,-2.459183,0.1497306,0.2925685,-2.554193
0.08095826,-0.1589089,-2.277378,0.2170184,0.03199518,-2.459183,0.1497306,0.2925685,-2.554193
0.0363114,-0.1187799,-2.26935,0.2010037,0.04010146,-2.448471,0.149928,0.2929067,-2.554191
0.0363114,-0.1187799,-2.26935,0.2010037,0.04010146,-2.448471,0.149928,0.2929067,-2.554191
-0.009291882,-0.06597889,-2.250001,0.1856181,0.05171861,-2.435312,0.1500701,0.2931237,-2.554138
-0.009291882,-0.06597889,-2.250001,0.1856181,0.05171861,-2.435312,0.1500701,0.2931237,-2.554138
-0.04714932,-0.003520504,-2.223252,0.1674253,0.06524998,-2.41457,0.1501743,0.2933849,-2.554016
