Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
0.09653658,0.5102785,-2.083871,-0.06036576,0.3187391,-2.227164,-0.07064001,0.2832776,-2.545672
0.09653658,0.5102785,-2.083871,-0.06036576,0.3187391,-2.227164,-0.07064001,0.2832776,-2.545672
0.12854,0.4832908,-2.089785,-0.04880753,0.3101627,-2.229187,-0.06958861,0.2821569,-2.545411
0.12854,0.4832908,-2.089785,-0.04880753,0.3101627,-2.229187,-0.06958861,0.2821569,-2.545411
0.12854,0.4832908,-2.089785,-0.04880753,0.3101627,-2.229187,-0.06958861,0.2821569,-2.545411
0.12854,0.4832908,-2.089785,-0.04880753,0.3101627,-2.229187,-0.06958861,0.2821569,-2.545411
0.1496917,0.4567379,-2.090572,-0.03644222,0.2971357,-2.232116,-0.06852103,0.2809243,-2.545067
0.1496917,0.4567379,-2.090572,-0.03644222,0.2971357,-2.232116,-0.06852103,0.2809243,-2.545067
0.1783897,0.4145429,-2.100304,-0.02497621,0.2818389,-2.23757,-0.0686961,0.2824145,-2.543918
0.1783897,0.4145429,-2.100304,-0.02497621,0.2818389,-2.23757,-0.0686961,0.2824145,-2.543918
0.1783897,0.4145429,-2.100304,-0.02497621,0.2818389,-2.23757,-0.0686961,0.2824145,-2.543918
0.1783897,0.4145429,-2.100304,-0.02497621,0.2818389,-2.23757,-0.0686961,0.2824145,-2.543918
0.19731,0.3747303,-2.108658,-0.01141074,0.2542921,-2.250382,-0.06857327,0.2835903,-2.542987
0.19731,0.3747303,-2.108658,-0.01141074,0.2542921,-2.250382,-0.06857327,0.2835903,-2.542987
0.2189884,0.3280196,-2.117362,-0.001147269,0.2309412,-2.258783,-0.06847111,0.2852276,-2.541805
0.2189884,0.3280196,-2.117362,-0.001147269,0.2309412,-2.258783,-0.06847111,0.2852276,-2.541805
0.2189884,0.3280196,-2.117362,-0.001147269,0.2309412,-2.258783,-0.06847111,0.2852276,-2.541805
