Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
0.08471335,0.4900207,-2.052976,-0.06035779,0.3041968,-2.212546,-0.07294826,0.2886479,-2.54393
0.1070812,0.4687862,-2.053615,-0.04620921,0.292828,-2.213452,-0.06903695,0.2860653,-2.541227
0.1070812,0.4687862,-2.053615,-0.04620921,0.292828,-2.213452,-0.06903695,0.2860653,-2.541227
0.1070812,0.4687862,-2.053615,-0.04620921,0.292828,-2.213452,-0.06903695,0.2860653,-2.541227
0.1070812,0.4687862,-2.053615,-0.04620921,0.292828,-2.213452,-0.06903695,0.2860653,-2.541227
0.134457,0.4348919,-2.056827,-0.03565676,0.2819402,-2.216204,-0.06876332,0.2871237,-2.539582
0.134457,0.4348919,-2.056827,-0.03565676,0.2819402,-2.216204,-0.06876332,0.2871237,-2.539582
0.1597142,0.3945207,-2.062723,-0.02078528,0.2603292,-2.225836,-0.06873988,0.2882029,-2.538457
0.1597142,0.3945207,-2.062723,-0.02078528,0.2603292,-2.225836,-0.06873988,0.2882029,-2.538457
0.1597142,0.3945207,-2.062723,-0.02078528,0.2603292,-2.225836,-0.06873988,0.2882029,-2.538457
0.1597142,0.3945207,-2.062723,-0.02078528,0.2603292,-2.225836,-0.06873988,0.2882029,-2.538457
0.1814196,0.3541644,-2.067585,-0.009284174,0.2394693,-2.233474,-0.06877219,0.2887959,-2.537611
0.1814196,0.3541644,-2.067585,-0.009284174,0.2394693,-2.233474,-0.06877219,0.2887959,-2.537611
0.1974104,0.3163923,-2.075518,0.0006346746,0.2154747,-2.24235,-0.06863151,0.2891078,-2.536974
0.1974104,0.3163923,-2.075518,0.0006346746,0.2154747,-2.24235,-0.06863151,0.2891078,-2.536974
0.1974104,0.3163923,-2.075518,0.0006346746,0.2154747,-2.24235,-0.06863151,0.2891078,-2.536974
0.1974104,0.3163923,-2.075518,0.0006346746,0.2154747,-2.24235,-0.06863151,0.2891078,-2.536974
0.2130708,0.2529972,-2.094382,0.007384143,0.1820565,-2.257481,-0.06865954,0.2892997,-2.536543
0.2130708,0.2529972,-2.094382,0.007384143,0.1820565,-2.257481,-0.06865954,0.2892997,-2.536543
0.2130708,0.2529972,-2.094382,0.007384143,0.1820565,-2.257481,-0.06865954,0.2892997,-2.536543
0.2193545,0.1788208,-2.115233,0.006791318,0.1559756,-2.27508,-0.06870088,0.2893851,-2.536389
0.2193545,0.1788208,-2.115233,0.006791318,0.1559756,-2.27508,-0.06870088,0.2893851,-2.536389
0.209303,0.1160526,-2.136451,0.002392387,0.1336382,-2.293002,-0.06872312,0.2894287,-2.536366
0.209303,0.1160526,-2.136451,0.002392387,0.1336382,-2.293002,-0.06872312,0.2894287,-2.536366
0.209303,0.1160526,-2.136451,0.002392387,0.1336382,-2.293002,-0.06872312,0.2894287,-2.536366
0.209303,0.1160526,-2.136451,0.002392387,0.1336382,-2.293002,-0.06872312,0.2894287,-2.536366
0.2018922,0.07048243,-2.151484,-0.003868526,0.113042,-2.310199,-0.06878243,0.2894652,-2.536343
0.2018922,0.07048243,-2.151484,-0.003868526,0.113042,-2.310199,-0.06878243,0.2894652,-2.536343
0.1863619,0.02716355,-2.159148,-0.01128397,0.09282403,-2.324971,-0.0688744,0.2895079,-2.536351
0.1863619,0.02716355,-2.159148,-0.01128397,0.09282403,-2.324971,-0.0688744,0.2895079,-2.536351
0.1510309,-0.03036073,-2.175679,-0.02174816,0.07651768,-2.34273,-0.06907611,0.2894646,-2.536435
0.1510309,-0.03036073,-2.175679,-0.02174816,0.07651768,-2.34273,-0.06907611,0.2894646,-2.536435
0.1510309,-0.03036073,-2.175679,-0.02174816,0.07651768,-2.34273,-0.06907611,0.2894646,-2.536435
0.1510309,-0.03036073,-2.175679,-0.02174816,0.07651768,-2.34273,-0.06907611,0.2894646,-2.536435
0.1188504,-0.0698221,-2.191888,-0.03388776,0.06366354,-2.360067,-0.06926785,0.2893756,-2.536446
0.1188504,-0.0698221,-2.191888,-0.03388776,0.06366354,-2.360067,-0.06926785,0.2893756,-2.536446
0.08654877,-0.09259369,-2.198249,-0.04823409,0.05244982,-2.374258,-0.069489,0.2893756,-2.536578
0.08654877,-0.09259369,-2.198249,-0.04823409,0.05244982,-2.374258,-0.069489,0.2893756,-2.536578
0.08654877,-0.09259369,-2.198249,-0.04823409,0.05244982,-2.374258,-0.069489,0.2893756,-2.536578
0.08654877,-0.09259369,-2.198249,-0.04823409,0.05244982,-2.374258,-0.069489,0.2893756,-2.536578
0.0416211,-0.1195402,-2.214905,-0.06224417,0.04394893,-2.390855,-0.06978413,0.2894344,-2.536824
0.0416211,-0.1195402,-2.214905,-0.06224417,0.04394893,-2.390855,-0.06978413,0.2894344,-2.536824
0.01030833,-0.1312324,-2.218731,-0.0801833,0.03545578,-2.405902,-0.07015596,0.2895193,-2.537179
0.01030833,-0.1312324,-2.218731,-0.0801833,0.03545578,-2.405902,-0.07015596,0.2895193,-2.537179
-0.04378806,-0.1422603,-2.229664,-0.09204671,0.03289615,-2.418443,-0.07053951,0.2893851,-2.537545
-0.04378806,-0.1422603,-2.229664,-0.09204671,0.03289615,-2.418443,-0.07053951,0.2893851,-2.537545
-0.04378806,-0.1422603,-2.229664,-0.09204671,0.03289615,-2.418443,-0.07053951,0.2893851,-2.537545
-0.04378806,-0.1422603,-2.229664,-0.09204671,0.03289615,-2.418443,-0.07053951,0.2893851,-2.537545
-0.05710246,-0.1464793,-2.228009,-0.1025988,0.02768952,-2.424931,-0.07115119,0.2891886,-2.538232
-0.05710246,-0.1464793,-2.228009,-0.1025988,0.02768952,-2.424931,-0.07115119,0.2891886,-2.538232
-0.1001368,-0.1390645,-2.228175,-0.1158765,0.02338677,-2.434657,-0.07165547,0.2890785,-2.538842
-0.1001368,-0.1390645,-2.228175,-0.1158765,0.02338677,-2.434657,-0.07165547,0.2890785,-2.538842
-0.1634825,-0.1191758,-2.216848,-0.1318485,0.02336368,-2.438919,-0.072405,0.288937,-2.540009
-0.1634825,-0.1191758,-2.216848,-0.1318485,0.02336368,-2.438919,-0.072405,0.288937,-2.540009
-0.1634825,-0.1191758,-2.216848,-0.1318485,0.02336368,-2.438919,-0.072405,0.288937,-2.540009
-0.1634825,-0.1191758,-2.216848,-0.1318485,0.02336368,-2.438919,-0.072405,0.288937,-2.540009
-0.2103936,-0.09445222,-2.204008,-0.1447942,0.02546955,-2.439892,-0.07302552,0.2888635,-2.541084
-0.2103936,-0.09445222,-2.204008,-0.1447942,0.02546955,-2.439892,-0.07302552,0.2888635,-2.541084
-0.2452586,-0.06469346,-2.187843,-0.1639944,0.03085976,-2.435414,-0.07354633,0.2889857,-2.5421
-0.2452586,-0.06469346,-2.187843,-0.1639944,0.03085976,-2.435414,-0.07354633,0.2889857,-2.5421
-0.2452586,-0.06469346,-2.187843,-0.1639944,0.03085976,-2.435414,-0.07354633,0.2889857,-2.5421
-0.2452586,-0.06469346,-2.187843,-0.1639944,0.03085976,-2.435414,-0.07354633,0.2889857,-2.5421
-0.2452586,-0.06469346,-2.187843,-0.1639944,0.03085976,-2.435414,-0.07354633,0.2889857,-2.5421
-0.2782224,-0.01909434,-2.159799,-0.189958,0.03936711,-2.424173,-0.07388347,0.2890161,-2.54284
-0.2782224,-0.01909434,-2.159799,-0.189958,0.03936711,-2.424173,-0.07388347,0.2890161,-2.54284
-0.3050994,0.02685171,-2.142964,-0.2053042,0.04888274,-2.41591,-0.07408168,0.2890611,-2.543097
-0.3050994,0.02685171,-2.142964,-0.2053042,0.04888274,-2.41591,-0.07408168,0.2890611,-2.543097
-0.3213235,0.07333953,-2.126255,-0.2208869,0.06383137,-2.405733,-0.07418419,0.2890578,-2.543254
-0.3213235,0.07333953,-2.126255,-0.2208869,0.06383137,-2.405733,-0.07418419,0.2890578,-2.543254
-0.3281332,0.1215223,-2.107825,-0.2373222,0.09000495,-2.389293,-0.07424778,0.2890714,-2.543346
-0.3281332,0.1215223,-2.107825,-0.2373222,0.09000495,-2.389293,-0.07424778,0.2890714,-2.543346
-0.3281332,0.1215223,-2.107825,-0.2373222,0.09000495,-2.389293,-0.07424778,0.2890714,-2.543346
-0.3281332,0.1215223,-2.107825,-0.2373222,0.09000495,-2.389293,-0.07424778,0.2890714,-2.543346
-0.3304332,0.1707378,-2.097079,-0.2449936,0.1109807,-2.377404,-0.07438385,0.2891878,-2.543581
-0.3304332,0.1707378,-2.097079,-0.2449936,0.1109807,-2.377404,-0.07438385,0.2891878,-2.543581
-0.3292169,0.2067559,-2.09233,-0.2475605,0.1267829,-2.368176,-0.07445979,0.2892776,-2.543751
-0.3292169,0.2067559,-2.09233,-0.2475605,0.1267829,-2.368176,-0.07445979,0.2892776,-2.543751
-0.3292169,0.2067559,-2.09233,-0.2475605,0.1267829,-2.368176,-0.07445979,0.2892776,-2.543751
-0.3292169,0.2067559,-2.09233,-0.2475605,0.1267829,-2.368176,-0.07445979,0.2892776,-2.543751
-0.3230531,0.2495772,-2.087259,-0.2471322,0.1478756,-2.354559,-0.07444216,0.2895629,-2.544019
-0.3230531,0.2495772,-2.087259,-0.2471322,0.1478756,-2.354559,-0.07444216,0.2895629,-2.544019
-0.3105206,0.2902561,-2.081314,-0.2448008,0.1653857,-2.343789,-0.07445224,0.2895972,-2.544041
-0.3105206,0.2902561,-2.081314,-0.2448008,0.1653857,-2.343789,-0.07445224,0.2895972,-2.544041
-0.2960243,0.3327527,-2.074206,-0.2381802,0.1875878,-2.329145,-0.07446463,0.2896283,-2.54409
-0.2960243,0.3327527,-2.074206,-0.2381802,0.1875878,-2.329145,-0.07446463,0.2896283,-2.54409
