Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
0.1806132,0.421906,-2.133706,-0.01135299,0.2567943,-2.257431,-0.08460367,0.2832682,-2.559887
0.2168148,0.3793468,-2.144037,0.006991807,0.2357975,-2.265265,-0.08522484,0.28391,-2.557785
0.2168148,0.3793468,-2.144037,0.006991807,0.2357975,-2.265265,-0.08522484,0.28391,-2.557785
0.2560389,0.3166488,-2.168257,0.01899196,0.2144576,-2.275192,-0.08574685,0.2843765,-2.556652
0.2560389,0.3166488,-2.168257,0.01899196,0.2144576,-2.275192,-0.08574685,0.2843765,-2.556652
0.2791578,0.2537017,-2.197544,0.02691843,0.1884927,-2.291635,-0.08604831,0.2847527,-2.556036
0.2791578,0.2537017,-2.197544,0.02691843,0.1884927,-2.291635,-0.08604831,0.2847527,-2.556036
0.2871163,0.1809519,-2.221293,0.02838155,0.1610351,-2.310087,-0.08633419,0.2848904,-2.555498
0.2871163,0.1809519,-2.221293,0.02838155,0.1610351,-2.310087,-0.08633419,0.2848904,-2.555498
0.2871163,0.1809519,-2.221293,0.02838155,0.1610351,-2.310087,-0.08633419,0.2848904,-2.555498
0.2871163,0.1809519,-2.221293,0.02838155,0.1610351,-2.310087,-0.08633419,0.2848904,-2.555498
0.2754816,0.1087352,-2.241457,0.02128278,0.1332465,-2.331361,-0.08654977,0.2849975,-2.555224
0.2754816,0.1087352,-2.241457,0.02128278,0.1332465,-2.331361,-0.08654977,0.2849975,-2.555224
0.2578743,0.04402071,-2.259842,0.01350721,0.1145253,-2.346804,-0.08664792,0.2850638,-2.555166
0.2578743,0.04402071,-2.259842,0.01350721,0.1145253,-2.346804,-0.08664792,0.2850638,-2.555166
0.2322587,-0.02574839,-2.283209,0.004816033,0.09778329,-2.361785,-0.08685344,0.2851987,-2.555202
0.2322587,-0.02574839,-2.283209,0.004816033,0.09778329,-2.361785,-0.08685344,0.2851987,-2.555202
0.1709463,-0.1024812,-2.324671,-0.007955601,0.08726402,-2.380684,-0.08757178,0.2858945,-2.556022
0.1709463,-0.1024812,-2.324671,-0.007955601,0.08726402,-2.380684,-0.08757178,0.2858945,-2.556022
0.1137348,-0.1465476,-2.338919,-0.02554086,0.07625827,-2.399459,-0.08789402,0.2861859,-2.556408
0.1137348,-0.1465476,-2.338919,-0.02554086,0.07625827,-2.399459,-0.08789402,0.2861859,-2.556408
0.1137348,-0.1465476,-2.338919,-0.02554086,0.07625827,-2.399459,-0.08789402,0.2861859,-2.556408
0.1137348,-0.1465476,-2.338919,-0.02554086,0.07625827,-2.399459,-0.08789402,0.2861859,-2.556408
0.1137348,-0.1465476,-2.338919,-0.02554086,0.07625827,-2.399459,-0.08789402,0.2861859,-2.556408
0.06778724,-0.1651014,-2.323709,-0.04383366,0.06361184,-2.414772,-0.08834607,0.2865701,-2.557233
0.06778724,-0.1651014,-2.323709,-0.04383366,0.06361184,-2.414772,-0.08834607,0.2865701,-2.557233
0.0003055305,-0.1777699,-2.302618,-0.06867903,0.05090438,-2.429832,-0.08872105,0.2869218,-2.557888
0.0003055305,-0.1777699,-2.302618,-0.06867903,0.05090438,-2.429832,-0.08872105,0.2869218,-2.557888
-0.04345956,-0.18504,-2.290265,-0.09314592,0.03885422,-2.439964,-0.08906747,0.2872447,-2.558622
-0.04345956,-0.18504,-2.290265,-0.09314592,0.03885422,-2.439964,-0.08906747,0.2872447,-2.558622
-0.125308,-0.1715942,-2.273,-0.119364,0.03356832,-2.44992,-0.08953686,0.2875979,-2.559472
