Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
0.1901886,0.4159159,-2.149276,-0.03117853,0.2693861,-2.247052,-0.09209738,0.2733994,-2.550409
0.1901886,0.4159159,-2.149276,-0.03117853,0.2693861,-2.247052,-0.09209738,0.2733994,-2.550409
0.2241874,0.3503745,-2.165629,-0.01649373,0.2434813,-2.260278,-0.09237663,0.2743722,-2.548505
0.2241874,0.3503745,-2.165629,-0.01649373,0.2434813,-2.260278,-0.09237663,0.2743722,-2.548505
0.2459571,0.284961,-2.184237,-0.008293069,0.2171891,-2.272721,-0.09260643,0.2751511,-2.547107
0.2459571,0.284961,-2.184237,-0.008293069,0.2171891,-2.272721,-0.09260643,0.2751511,-2.547107
0.2554678,0.2102881,-2.202304,-0.003114767,0.182401,-2.295213,-0.09271698,0.2755943,-2.546236
0.2554678,0.2102881,-2.202304,-0.003114767,0.182401,-2.295213,-0.09271698,0.2755943,-2.546236
0.2589791,0.1382799,-2.222292,-0.001470437,0.1582659,-2.310139,-0.09273664,0.2761585,-2.545938
0.2589791,0.1382799,-2.222292,-0.001470437,0.1582659,-2.310139,-0.09273664,0.2761585,-2.545938
0.2476163,0.05994702,-2.244274,-0.003048456,0.137532,-2.32604,-0.09287159,0.2768655,-2.545813
0.2476163,0.05994702,-2.244274,-0.003048456,0.137532,-2.32604,-0.09287159,0.2768655,-2.545813
0.2253191,0.002236927,-2.256349,-0.008941863,0.1203133,-2.341109,-0.09323828,0.2778812,-2.545997
0.2253191,0.002236927,-2.256349,-0.008941863,0.1203133,-2.341109,-0.09323828,0.2778812,-2.545997
0.1732745,-0.06916566,-2.282465,-0.01896852,0.1073103,-2.359126,-0.09336371,0.2781631,-2.545919
0.1732745,-0.06916566,-2.282465,-0.01896852,0.1073103,-2.359126,-0.09336371,0.2781631,-2.545919
0.126244,-0.1229674,-2.295724,-0.03082238,0.09104724,-2.375073,-0.09346987,0.2785652,-2.546011
0.126244,-0.1229674,-2.295724,-0.03082238,0.09104724,-2.375073,-0.09346987,0.2785652,-2.546011
0.08543755,-0.1465478,-2.295351,-0.05161925,0.07370002,-2.394103,-0.09354021,0.2789422,-2.546013
0.08543755,-0.1465478,-2.295351,-0.05161925,0.07370002,-2.394103,-0.09354021,0.2789422,-2.546013
0.08543755,-0.1465478,-2.295351,-0.05161925,0.07370002,-2.394103,-0.09354021,0.2789422,-2.546013
0.08543755,-0.1465478,-2.295351,-0.05161925,0.07370002,-2.394103,-0.09354021,0.2789422,-2.546013
0.04454711,-0.1631515,-2.287833,-0.06659282,0.06006954,-2.408368,-0.09356225,0.2792611,-2.546138
0.04454711,-0.1631515,-2.287833,-0.06659282,0.06006954,-2.408368,-0.09356225,0.2792611,-2.546138
-0.008327315,-0.1746271,-2.279709,-0.08039381,0.05219747,-2.41825,-0.09358475,0.2794696,-2.546223
