Hand_L, , ,Shoulder_L, , 
-0.5150465,0.3854142,-2.135492,-0.1427311,0.3052519,-2.543457
-0.5150465,0.3854142,-2.135492,-0.1427311,0.3052519,-2.543457
-0.5506271,0.3421645,-2.143061,-0.1427888,0.3097726,-2.550237
-0.5506271,0.3421645,-2.143061,-0.1427888,0.3097726,-2.550237
-0.585866,0.2909485,-2.158605,-0.1443805,0.3041654,-2.552207
-0.585866,0.2909485,-2.158605,-0.1443805,0.3041654,-2.552207
-0.604275,0.2359687,-2.169146,-0.1440292,0.3083783,-2.554027
-0.604275,0.2359687,-2.169146,-0.1440292,0.3083783,-2.554027
-0.6225237,0.1850997,-2.202703,-0.1436359,0.3078206,-2.552306
-0.6225237,0.1850997,-2.202703,-0.1436359,0.3078206,-2.552306
-0.6225237,0.1850997,-2.202703,-0.1436359,0.3078206,-2.552306
-0.6094373,0.1147932,-2.222445,-0.1455772,0.3066247,-2.553194
-0.6094373,0.1147932,-2.222445,-0.1455772,0.3066247,-2.553194
-0.6042175,0.04615242,-2.265413,-0.1472307,0.3064177,-2.553035
-0.6042175,0.04615242,-2.265413,-0.1472307,0.3064177,-2.553035
-0.5905015,-0.01460495,-2.308937,-0.1468597,0.3066192,-2.554197
-0.5905015,-0.01460495,-2.308937,-0.1468597,0.3066192,-2.554197
-0.5493652,-0.07039105,-2.335415,-0.1468312,0.3070416,-2.556616
-0.5493652,-0.07039105,-2.335415,-0.1468312,0.3070416,-2.556616
-0.5088277,-0.1189551,-2.365996,-0.1461793,0.3081309,-2.554624
-0.5088277,-0.1189551,-2.365996,-0.1461793,0.3081309,-2.554624
-0.4581051,-0.165103,-2.380958,-0.1481047,0.3058207,-2.548871
-0.4581051,-0.165103,-2.380958,-0.1481047,0.3058207,-2.548871
-0.4086773,-0.2016311,-2.366188,-0.1494815,0.3090856,-2.555957
-0.4086773,-0.2016311,-2.366188,-0.1494815,0.3090856,-2.555957
-0.3511316,-0.2197459,-2.367593,-0.1541609,0.3117832,-2.562242
-0.3511316,-0.2197459,-2.367593,-0.1541609,0.3117832,-2.562242
-0.2853738,-0.2376175,-2.350346,-0.1568858,0.3091448,-2.564375
-0.2853738,-0.2376175,-2.350346,-0.1568858,0.3091448,-2.564375
-0.2246429,-0.2388402,-2.321856,-0.1591057,0.3130153,-2.564637
-0.2246429,-0.2388402,-2.321856,-0.1591057,0.3130153,-2.564637
-0.1541927,-0.222477,-2.296039,-0.1600844,0.3127246,-2.563404
-0.1541927,-0.222477,-2.296039,-0.1600844,0.3127246,-2.563404
-0.09712622,-0.19364,-2.273907,-0.1600253,0.3171945,-2.56899
-0.09712622,-0.19364,-2.273907,-0.1600253,0.3171945,-2.56899
-0.09712622,-0.19364,-2.273907,-0.1600253,0.3171945,-2.56899
-0.0564423,-0.146514,-2.292784,-0.1634686,0.3143964,-2.564242
-0.0564423,-0.146514,-2.292784,-0.1634686,0.3143964,-2.564242
-0.02973989,-0.1004477,-2.304662,-0.1637627,0.3062656,-2.557888
-0.02973989,-0.1004477,-2.304662,-0.1637627,0.3062656,-2.557888
0.008380884,-0.05740788,-2.288679,-0.161293,0.3102967,-2.557032
0.008380884,-0.05740788,-2.288679,-0.161293,0.3102967,-2.557032
0.05556163,0.006504365,-2.256017,-0.1601861,0.3094184,-2.553483
0.05556163,0.006504365,-2.256017,-0.1601861,0.3094184,-2.553483
0.08033121,0.06792898,-2.224979,-0.1583257,0.3081338,-2.54624
0.08033121,0.06792898,-2.224979,-0.1583257,0.3081338,-2.54624
0.1042569,0.1432012,-2.194063,-0.1549414,0.3042583,-2.538206
0.1042569,0.1432012,-2.194063,-0.1549414,0.3042583,-2.538206
0.1143272,0.2330661,-2.172972,-0.1529409,0.3010438,-2.531593
0.1143272,0.2330661,-2.172972,-0.1529409,0.3010438,-2.531593
0.1105984,0.3091302,-2.163327,-0.1464218,0.3063643,-2.533226
0.1105984,0.3091302,-2.163327,-0.1464218,0.3063643,-2.533226
0.09767053,0.3647156,-2.161965,-0.1469181,0.3023748,-2.533177
0.09767053,0.3647156,-2.161965,-0.1469181,0.3023748,-2.533177
0.07703143,0.4149036,-2.153204,-0.1454927,0.2946301,-2.531451
0.07703143,0.4149036,-2.153204,-0.1454927,0.2946301,-2.531451
0.05090817,0.4543885,-2.152918,-0.1479898,0.2571421,-2.527187
0.05090817,0.4543885,-2.152918,-0.1479898,0.2571421,-2.527187
0.02456893,0.4853481,-2.154394,-0.1478203,0.242409,-2.520988
0.02456893,0.4853481,-2.154394,-0.1478203,0.242409,-2.520988
-0.003324252,0.5104815,-2.158497,-0.1471005,0.2546368,-2.523326
-0.003324252,0.5104815,-2.158497,-0.1471005,0.2546368,-2.523326
-0.02803087,0.526119,-2.161645,-0.1482789,0.2624079,-2.525901
-0.02803087,0.526119,-2.161645,-0.1482789,0.2624079,-2.525901
-0.04876431,0.5386819,-2.164882,-0.1493798,0.2516196,-2.523455
-0.04876431,0.5386819,-2.164882,-0.1493798,0.2516196,-2.523455
-0.07507251,0.5522147,-2.15992,-0.150558,0.2470765,-2.523573
-0.07507251,0.5522147,-2.15992,-0.150558,0.2470765,-2.523573
-0.09175729,0.5549668,-2.159196,-0.1487399,0.2457759,-2.519795
-0.09175729,0.5549668,-2.159196,-0.1487399,0.2457759,-2.519795
