Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.02781654,0.4833097,-2.185323,-0.1858284,0.2573123,-2.231606,-0.1808739,0.1890228,-2.521745,-0.01564006,-0.03336857,-2.540664
-0.003165678,0.4695765,-2.187197,-0.1728764,0.2521776,-2.23682,-0.1826549,0.1791659,-2.517832,-0.01300267,-0.03922087,-2.542807
-0.003165678,0.4695765,-2.187197,-0.1728764,0.2521776,-2.23682,-0.1826549,0.1791659,-2.517832,-0.01300267,-0.03922087,-2.542807
0.02570832,0.4517153,-2.190817,-0.1564008,0.2441517,-2.239888,-0.1883105,0.1732467,-2.514367,-0.01778117,-0.04419347,-2.541864
0.02570832,0.4517153,-2.190817,-0.1564008,0.2441517,-2.239888,-0.1883105,0.1732467,-2.514367,-0.01778117,-0.04419347,-2.541864
0.02570832,0.4517153,-2.190817,-0.1564008,0.2441517,-2.239888,-0.1883105,0.1732467,-2.514367,-0.01778117,-0.04419347,-2.541864
0.05918873,0.4257889,-2.198872,-0.1380974,0.2297043,-2.242953,-0.1904864,0.1713728,-2.516199,-0.01877756,-0.04536705,-2.541966
0.05918873,0.4257889,-2.198872,-0.1380974,0.2297043,-2.242953,-0.1904864,0.1713728,-2.516199,-0.01877756,-0.04536705,-2.541966
0.1028672,0.3685436,-2.20735,-0.1206256,0.202018,-2.245839,-0.1922082,0.1721259,-2.514012,-0.02032653,-0.04418703,-2.542131
0.1028672,0.3685436,-2.20735,-0.1206256,0.202018,-2.245839,-0.1922082,0.1721259,-2.514012,-0.02032653,-0.04418703,-2.542131
0.1316079,0.2926163,-2.216295,-0.1126918,0.1667099,-2.255913,-0.1918913,0.1678,-2.513473,-0.0191401,-0.04784407,-2.541411
0.1316079,0.2926163,-2.216295,-0.1126918,0.1667099,-2.255913,-0.1918913,0.1678,-2.513473,-0.0191401,-0.04784407,-2.541411
0.1316079,0.2926163,-2.216295,-0.1126918,0.1667099,-2.255913,-0.1918913,0.1678,-2.513473,-0.0191401,-0.04784407,-2.541411
0.1316079,0.2926163,-2.216295,-0.1126918,0.1667099,-2.255913,-0.1918913,0.1678,-2.513473,-0.0191401,-0.04784407,-2.541411
0.1260319,0.1707548,-2.210665,-0.1296711,0.1165897,-2.275983,-0.192356,0.15881,-2.512419,-0.01623049,-0.05392634,-2.541435
0.1260319,0.1707548,-2.210665,-0.1296711,0.1165897,-2.275983,-0.192356,0.15881,-2.512419,-0.01623049,-0.05392634,-2.541435
0.1506798,0.08043423,-2.218178,-0.1126841,0.07820442,-2.286398,-0.1919707,0.1862967,-2.510146,-0.01734218,-0.02817052,-2.535085
0.1506798,0.08043423,-2.218178,-0.1126841,0.07820442,-2.286398,-0.1919707,0.1862967,-2.510146,-0.01734218,-0.02817052,-2.535085
0.1609253,-0.01021479,-2.226523,-0.103321,0.03683946,-2.302635,-0.1920679,0.19625,-2.51086,-0.01403102,-0.01576858,-2.532378
0.1609253,-0.01021479,-2.226523,-0.103321,0.03683946,-2.302635,-0.1920679,0.19625,-2.51086,-0.01403102,-0.01576858,-2.532378
0.1609253,-0.01021479,-2.226523,-0.103321,0.03683946,-2.302635,-0.1920679,0.19625,-2.51086,-0.01403102,-0.01576858,-2.532378
0.1609253,-0.01021479,-2.226523,-0.103321,0.03683946,-2.302635,-0.1920679,0.19625,-2.51086,-0.01403102,-0.01576858,-2.532378
0.1224473,-0.1036335,-2.26185,-0.1230909,0.006607588,-2.338223,-0.1951752,0.206888,-2.516757,-0.018933,-0.007412087,-2.526239
