Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.04286905,0.4440684,-2.144473,-0.2116355,0.2391227,-2.228875,-0.1775659,0.194217,-2.507295,-0.0080414,-0.024085,-2.533954
-0.01567343,0.4150538,-2.143298,-0.1925397,0.2140519,-2.226789,-0.1784842,0.187959,-2.5082,-0.006278103,-0.02833872,-2.534212
-0.01567343,0.4150538,-2.143298,-0.1925397,0.2140519,-2.226789,-0.1784842,0.187959,-2.5082,-0.006278103,-0.02833872,-2.534212
0.01730124,0.3677548,-2.145868,-0.1754563,0.1865476,-2.227605,-0.1770732,0.1838408,-2.509167,-0.002806842,-0.03101745,-2.533436
0.01730124,0.3677548,-2.145868,-0.1754563,0.1865476,-2.227605,-0.1770732,0.1838408,-2.509167,-0.002806842,-0.03101745,-2.533436
0.01730124,0.3677548,-2.145868,-0.1754563,0.1865476,-2.227605,-0.1770732,0.1838408,-2.509167,-0.002806842,-0.03101745,-2.533436
0.01730124,0.3677548,-2.145868,-0.1754563,0.1865476,-2.227605,-0.1770732,0.1838408,-2.509167,-0.002806842,-0.03101745,-2.533436
0.04659869,0.3113693,-2.143509,-0.1605838,0.1473487,-2.240614,-0.1778364,0.1982951,-2.510511,-0.002590665,-0.01597985,-2.532818
0.04659869,0.3113693,-2.143509,-0.1605838,0.1473487,-2.240614,-0.1778364,0.1982951,-2.510511,-0.002590665,-0.01597985,-2.532818
0.05722699,0.1971234,-2.169917,-0.1781397,0.1058765,-2.270869,-0.1799885,0.1992343,-2.514041,-0.003464095,-0.01439442,-2.531936
0.05722699,0.1971234,-2.169917,-0.1781397,0.1058765,-2.270869,-0.1799885,0.1992343,-2.514041,-0.003464095,-0.01439442,-2.531936
0.05269192,0.08885378,-2.192298,-0.1884117,0.06323607,-2.30492,-0.1812972,0.2022291,-2.515794,-0.004104307,-0.01093768,-2.532771
0.05269192,0.08885378,-2.192298,-0.1884117,0.06323607,-2.30492,-0.1812972,0.2022291,-2.515794,-0.004104307,-0.01093768,-2.532771
0.04407386,-0.004271869,-2.208696,-0.191185,0.03306555,-2.329157,-0.1801951,0.2029175,-2.517809,-0.004005982,-0.01117992,-2.533485
0.04407386,-0.004271869,-2.208696,-0.191185,0.03306555,-2.329157,-0.1801951,0.2029175,-2.517809,-0.004005982,-0.01117992,-2.533485
0.04407386,-0.004271869,-2.208696,-0.191185,0.03306555,-2.329157,-0.1801951,0.2029175,-2.517809,-0.004005982,-0.01117992,-2.533485
0.04407386,-0.004271869,-2.208696,-0.191185,0.03306555,-2.329157,-0.1801951,0.2029175,-2.517809,-0.004005982,-0.01117992,-2.533485
0.02090414,-0.117772,-2.230725,-0.1880811,0.003487044,-2.357793,-0.1831888,0.2019619,-2.516572,-0.006620547,-0.01181094,-2.532341
0.02090414,-0.117772,-2.230725,-0.1880811,0.003487044,-2.357793,-0.1831888,0.2019619,-2.516572,-0.006620547,-0.01181094,-2.532341
0.02090414,-0.117772,-2.230725,-0.1880811,0.003487044,-2.357793,-0.1831888,0.2019619,-2.516572,-0.006620547,-0.01181094,-2.532341
-0.008028228,-0.2027801,-2.269733,-0.1892805,-0.02660936,-2.385389,-0.1844746,0.2007836,-2.515976,-0.008773168,-0.01364924,-2.532507
-0.008028228,-0.2027801,-2.269733,-0.1892805,-0.02660936,-2.385389,-0.1844746,0.2007836,-2.515976,-0.008773168,-0.01364924,-2.532507
-0.06653135,-0.2638739,-2.309147,-0.1980716,-0.04218784,-2.414585,-0.1854368,0.202917,-2.523581,-0.009864524,-0.01187986,-2.535945
