Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.06193808,0.4776255,-2.179811,-0.2085772,0.246925,-2.230233,-0.1826774,0.1533467,-2.501812,-0.002759304,-0.05516188,-2.537562
-0.06193808,0.4776255,-2.179811,-0.2085772,0.246925,-2.230233,-0.1826774,0.1533467,-2.501812,-0.002759304,-0.05516188,-2.537562
-0.05134591,0.4637345,-2.176812,-0.2029916,0.2405196,-2.238668,-0.1878409,0.1532465,-2.509127,-0.007463327,-0.0559088,-2.537917
-0.05134591,0.4637345,-2.176812,-0.2029916,0.2405196,-2.238668,-0.1878409,0.1532465,-2.509127,-0.007463327,-0.0559088,-2.537917
-0.03237325,0.4480636,-2.181209,-0.1894519,0.2286963,-2.241964,-0.1931669,0.1537724,-2.511762,-0.01200463,-0.05526914,-2.536254
-0.03237325,0.4480636,-2.181209,-0.1894519,0.2286963,-2.241964,-0.1931669,0.1537724,-2.511762,-0.01200463,-0.05526914,-2.536254
-0.004411613,0.4342627,-2.189181,-0.172013,0.2186165,-2.245155,-0.1951537,0.1534123,-2.512973,-0.01341498,-0.05530537,-2.536073
-0.004411613,0.4342627,-2.189181,-0.172013,0.2186165,-2.245155,-0.1951537,0.1534123,-2.512973,-0.01341498,-0.05530537,-2.536073
-0.004411613,0.4342627,-2.189181,-0.172013,0.2186165,-2.245155,-0.1951537,0.1534123,-2.512973,-0.01341498,-0.05530537,-2.536073
-0.004411613,0.4342627,-2.189181,-0.172013,0.2186165,-2.245155,-0.1951537,0.1534123,-2.512973,-0.01341498,-0.05530537,-2.536073
0.03970546,0.4036268,-2.206728,-0.1510938,0.2031014,-2.252156,-0.1944574,0.1519268,-2.512377,-0.01263157,-0.05667558,-2.535868
0.03970546,0.4036268,-2.206728,-0.1510938,0.2031014,-2.252156,-0.1944574,0.1519268,-2.512377,-0.01263157,-0.05667558,-2.535868
0.07486292,0.3578247,-2.220202,-0.1335351,0.1786588,-2.255755,-0.195117,0.1629877,-2.511843,-0.0186052,-0.04992997,-2.536688
0.07486292,0.3578247,-2.220202,-0.1335351,0.1786588,-2.255755,-0.195117,0.1629877,-2.511843,-0.0186052,-0.04992997,-2.536688
0.1116998,0.2891482,-2.240884,-0.118625,0.1415547,-2.270119,-0.1912309,0.1527756,-2.512094,-0.01227052,-0.05785453,-2.538988
0.1116998,0.2891482,-2.240884,-0.118625,0.1415547,-2.270119,-0.1912309,0.1527756,-2.512094,-0.01227052,-0.05785453,-2.538988
