Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.1182992,0.4824778,-2.182242,-0.2582528,0.2536392,-2.257636,-0.1872765,0.2112783,-2.528383,-0.01604229,-0.006483666,-2.547454
-0.1126848,0.4849418,-2.18429,-0.2550529,0.2546713,-2.253582,-0.1873304,0.2076297,-2.527898,-0.01296624,-0.007802436,-2.544995
-0.1126848,0.4849418,-2.18429,-0.2550529,0.2546713,-2.253582,-0.1873304,0.2076297,-2.527898,-0.01296624,-0.007802436,-2.544995
-0.1081321,0.4861007,-2.185415,-0.2450526,0.2520972,-2.253791,-0.1875554,0.2103379,-2.531671,-0.01107774,-0.003723309,-2.543408
-0.1081321,0.4861007,-2.185415,-0.2450526,0.2520972,-2.253791,-0.1875554,0.2103379,-2.531671,-0.01107774,-0.003723309,-2.543408
-0.1001482,0.4834084,-2.18631,-0.2362973,0.2470198,-2.24896,-0.188251,0.2110246,-2.527457,-0.01116099,-0.002275831,-2.54349
-0.1001482,0.4834084,-2.18631,-0.2362973,0.2470198,-2.24896,-0.188251,0.2110246,-2.527457,-0.01116099,-0.002275831,-2.54349
-0.08363701,0.4836131,-2.18756,-0.214674,0.2426286,-2.245344,-0.1863961,0.2087968,-2.526577,-0.01138205,-0.005882687,-2.54627
-0.08363701,0.4836131,-2.18756,-0.214674,0.2426286,-2.245344,-0.1863961,0.2087968,-2.526577,-0.01138205,-0.005882687,-2.54627
-0.08363701,0.4836131,-2.18756,-0.214674,0.2426286,-2.245344,-0.1863961,0.2087968,-2.526577,-0.01138205,-0.005882687,-2.54627
-0.08363701,0.4836131,-2.18756,-0.214674,0.2426286,-2.245344,-0.1863961,0.2087968,-2.526577,-0.01138205,-0.005882687,-2.54627
-0.05834159,0.4668977,-2.182109,-0.1959829,0.2314945,-2.247116,-0.1886492,0.21002,-2.5288,-0.01849572,-0.008564679,-2.548066
-0.05834159,0.4668977,-2.182109,-0.1959829,0.2314945,-2.247116,-0.1886492,0.21002,-2.5288,-0.01849572,-0.008564679,-2.548066
-0.02563524,0.441648,-2.181506,-0.1779157,0.216718,-2.251328,-0.1920508,0.165262,-2.52172,-0.01940521,-0.05151643,-2.539516
-0.02563524,0.441648,-2.181506,-0.1779157,0.216718,-2.251328,-0.1920508,0.165262,-2.52172,-0.01940521,-0.05151643,-2.539516
0.02148706,0.4012835,-2.176283,-0.1527922,0.1967991,-2.254692,-0.1940037,0.1593822,-2.517342,-0.02322669,-0.05857986,-2.538491
0.02148706,0.4012835,-2.176283,-0.1527922,0.1967991,-2.254692,-0.1940037,0.1593822,-2.517342,-0.02322669,-0.05857986,-2.538491
0.05877232,0.3485447,-2.170783,-0.1290346,0.1639502,-2.259233,-0.1934905,0.1571387,-2.514325,-0.01979015,-0.05842327,-2.536227
0.05877232,0.3485447,-2.170783,-0.1290346,0.1639502,-2.259233,-0.1934905,0.1571387,-2.514325,-0.01979015,-0.05842327,-2.536227
0.07062162,0.2626163,-2.186556,-0.1439289,0.1236265,-2.284608,-0.1907842,0.1944479,-2.515522,-0.01642032,-0.02065995,-2.536749
0.07062162,0.2626163,-2.186556,-0.1439289,0.1236265,-2.284608,-0.1907842,0.1944479,-2.515522,-0.01642032,-0.02065995,-2.536749
0.0849892,0.1606556,-2.203085,-0.156321,0.08407072,-2.309475,-0.1948268,0.2015847,-2.511417,-0.02164249,-0.01429011,-2.534452
0.0849892,0.1606556,-2.203085,-0.156321,0.08407072,-2.309475,-0.1948268,0.2015847,-2.511417,-0.02164249,-0.01429011,-2.534452
0.1250689,0.06767859,-2.20765,-0.1295884,0.050554,-2.312617,-0.1965994,0.204356,-2.513619,-0.02457388,-0.01271066,-2.53387
0.1250689,0.06767859,-2.20765,-0.1295884,0.050554,-2.312617,-0.1965994,0.204356,-2.513619,-0.02457388,-0.01271066,-2.53387
0.1070345,-0.04911228,-2.228633,-0.1363617,0.024514,-2.333809,-0.1988652,0.2064421,-2.518187,-0.02634078,-0.01059736,-2.533997
0.1070345,-0.04911228,-2.228633,-0.1363617,0.024514,-2.333809,-0.1988652,0.2064421,-2.518187,-0.02634078,-0.01059736,-2.533997
0.1070345,-0.04911228,-2.228633,-0.1363617,0.024514,-2.333809,-0.1988652,0.2064421,-2.518187,-0.02634078,-0.01059736,-2.533997
0.1070345,-0.04911228,-2.228633,-0.1363617,0.024514,-2.333809,-0.1988652,0.2064421,-2.518187,-0.02634078,-0.01059736,-2.533997
0.07689354,-0.1380242,-2.272398,-0.1492071,-0.0006777264,-2.357549,-0.1989766,0.209255,-2.526629,-0.02810778,-0.009516721,-2.532791
0.07689354,-0.1380242,-2.272398,-0.1492071,-0.0006777264,-2.357549,-0.1989766,0.209255,-2.526629,-0.02810778,-0.009516721,-2.532791
0.02506094,-0.2042304,-2.31146,-0.1637989,-0.01263307,-2.383987,-0.2014583,0.2064297,-2.525858,-0.02952674,-0.0114642,-2.53429
0.02506094,-0.2042304,-2.31146,-0.1637989,-0.01263307,-2.383987,-0.2014583,0.2064297,-2.525858,-0.02952674,-0.0114642,-2.53429
-0.01785435,-0.2574733,-2.334012,-0.169605,-0.03208307,-2.402033,-0.2007676,0.2113507,-2.534369,-0.02937179,-0.007119782,-2.536369
-0.01785435,-0.2574733,-2.334012,-0.169605,-0.03208307,-2.402033,-0.2007676,0.2113507,-2.534369,-0.02937179,-0.007119782,-2.536369
-0.01785435,-0.2574733,-2.334012,-0.169605,-0.03208307,-2.402033,-0.2007676,0.2113507,-2.534369,-0.02937179,-0.007119782,-2.536369
-0.09450182,-0.2776867,-2.343482,-0.1916143,-0.02919006,-2.42675,-0.1987457,0.2120251,-2.536491,-0.02719891,-0.006360354,-2.538409
-0.09450182,-0.2776867,-2.343482,-0.1916143,-0.02919006,-2.42675,-0.1987457,0.2120251,-2.536491,-0.02719891,-0.006360354,-2.538409
-0.1803572,-0.2972907,-2.34815,-0.2255841,-0.03714861,-2.441304,-0.1981207,0.2106895,-2.53954,-0.02611671,-0.007345038,-2.540924
-0.1803572,-0.2972907,-2.34815,-0.2255841,-0.03714861,-2.441304,-0.1981207,0.2106895,-2.53954,-0.02611671,-0.007345038,-2.540924
-0.2541266,-0.3027137,-2.331283,-0.2584869,-0.05207403,-2.452039,-0.1950013,0.2068645,-2.537435,-0.02348972,-0.01149214,-2.54194
-0.2541266,-0.3027137,-2.331283,-0.2584869,-0.05207403,-2.452039,-0.1950013,0.2068645,-2.537435,-0.02348972,-0.01149214,-2.54194
-0.2541266,-0.3027137,-2.331283,-0.2584869,-0.05207403,-2.452039,-0.1950013,0.2068645,-2.537435,-0.02348972,-0.01149214,-2.54194
-0.2541266,-0.3027137,-2.331283,-0.2584869,-0.05207403,-2.452039,-0.1950013,0.2068645,-2.537435,-0.02348972,-0.01149214,-2.54194
-0.3326896,-0.2951573,-2.32731,-0.2858153,-0.06017116,-2.472071,-0.1939724,0.2069618,-2.542921,-0.01964057,-0.009169484,-2.541349
-0.3326896,-0.2951573,-2.32731,-0.2858153,-0.06017116,-2.472071,-0.1939724,0.2069618,-2.542921,-0.01964057,-0.009169484,-2.541349
-0.4110619,-0.2596107,-2.307071,-0.3226271,-0.05461337,-2.474628,-0.1921385,0.2045151,-2.540801,-0.01787543,-0.01167485,-2.543485
-0.4110619,-0.2596107,-2.307071,-0.3226271,-0.05461337,-2.474628,-0.1921385,0.2045151,-2.540801,-0.01787543,-0.01167485,-2.543485
-0.4836374,-0.191897,-2.295714,-0.355602,-0.02650652,-2.477059,-0.1896788,0.1995757,-2.529657,-0.01623109,-0.01650295,-2.546504
-0.4836374,-0.191897,-2.295714,-0.355602,-0.02650652,-2.477059,-0.1896788,0.1995757,-2.529657,-0.01623109,-0.01650295,-2.546504
-0.5410399,-0.1091416,-2.279806,-0.3849618,0.008440246,-2.475693,-0.1888223,0.199883,-2.536438,-0.01326199,-0.01497116,-2.546649
