Hand_L, , ,Hand_R, , ,Elbow_L, , ,Elbow_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.6029038,-0.00533244,-2.401331,0.2285738,-0.2998036,-2.576751,-0.3294177,0.08813936,-2.500316,0.2477023,-0.009956049,-2.692335,-0.1280766,0.2860157,-2.594927,0.2229247,0.3093958,-2.694274
-0.6029038,-0.00533244,-2.401331,0.2285738,-0.2998036,-2.576751,-0.3294177,0.08813936,-2.500316,0.2477023,-0.009956049,-2.692335,-0.1280766,0.2860157,-2.594927,0.2229247,0.3093958,-2.694274
-0.6229296,0.05718763,-2.371907,0.2285738,-0.2998036,-2.576751,-0.3432693,0.1181824,-2.477914,0.2477023,-0.009956049,-2.692335,-0.1281631,0.2861651,-2.595119,0.2229933,0.3094729,-2.694006
-0.6229296,0.05718763,-2.371907,0.2285738,-0.2998036,-2.576751,-0.3432693,0.1181824,-2.477914,0.2477023,-0.009956049,-2.692335,-0.1281631,0.2861651,-2.595119,0.2229933,0.3094729,-2.694006
-0.6324205,0.1290852,-2.333532,0.2285738,-0.2998036,-2.576751,-0.3533963,0.1513583,-2.45484,0.2477023,-0.009956049,-2.692335,-0.1282328,0.286384,-2.595327,0.2230588,0.3095649,-2.693835
-0.6324205,0.1290852,-2.333532,0.2285738,-0.2998036,-2.576751,-0.3533963,0.1513583,-2.45484,0.2477023,-0.009956049,-2.692335,-0.1282328,0.286384,-2.595327,0.2230588,0.3095649,-2.693835
-0.631554,0.2029848,-2.298534,0.2285738,-0.2998036,-2.576751,-0.3599528,0.1812072,-2.436781,0.2477023,-0.009956049,-2.692335,-0.1282842,0.2864676,-2.595398,0.2230786,0.3095874,-2.693737
-0.631554,0.2029848,-2.298534,0.2285738,-0.2998036,-2.576751,-0.3599528,0.1812072,-2.436781,0.2477023,-0.009956049,-2.692335,-0.1282842,0.2864676,-2.595398,0.2230786,0.3095874,-2.693737
-0.614829,0.2766447,-2.268128,0.2285738,-0.2998036,-2.576751,-0.3629156,0.2050771,-2.425215,0.2477023,-0.009956049,-2.692335,-0.1284011,0.28689,-2.595628,0.2230802,0.3096002,-2.693737
-0.614829,0.2766447,-2.268128,0.2285738,-0.2998036,-2.576751,-0.3629156,0.2050771,-2.425215,0.2477023,-0.009956049,-2.692335,-0.1284011,0.28689,-2.595628,0.2230802,0.3096002,-2.693737
-0.5843907,0.3548466,-2.233614,0.2285738,-0.2998036,-2.576751,-0.3640459,0.2341679,-2.411487,0.2477023,-0.009956049,-2.692335,-0.1284775,0.2869981,-2.595615,0.2230734,0.3096046,-2.693732
-0.5843907,0.3548466,-2.233614,0.2285738,-0.2998036,-2.576751,-0.3640459,0.2341679,-2.411487,0.2477023,-0.009956049,-2.692335,-0.1284775,0.2869981,-2.595615,0.2230734,0.3096046,-2.693732
-0.5843907,0.3548466,-2.233614,0.2285738,-0.2998036,-2.576751,-0.3640459,0.2341679,-2.411487,0.2477023,-0.009956049,-2.692335,-0.1284775,0.2869981,-2.595615,0.2230734,0.3096046,-2.693732
