Hand_R, , ,Elbow_R, , ,Shoulder_R, , ,Body, , 
0.263281,0.4736197,-1.808118,0.2201236,0.2710998,-1.998551,0.009784188,0.2145004,-2.223043,-0.1738957,0.006842765,-2.251632
0.3135491,0.4436495,-1.815023,0.2424157,0.2545969,-2.006766,0.009653089,0.2147398,-2.221507,-0.1740066,0.007221859,-2.251219
0.3135491,0.4436495,-1.815023,0.2424157,0.2545969,-2.006766,0.009653089,0.2147398,-2.221507,-0.1740066,0.007221859,-2.251219
0.358431,0.4128666,-1.826101,0.2561007,0.2389355,-2.019849,0.01193139,0.2112788,-2.22345,-0.1720701,0.003757303,-2.250908
0.358431,0.4128666,-1.826101,0.2561007,0.2389355,-2.019849,0.01193139,0.2112788,-2.22345,-0.1720701,0.003757303,-2.250908
0.4031658,0.3605177,-1.835149,0.268376,0.2195275,-2.037935,0.01287959,0.2104142,-2.2252,-0.1716164,0.0030954,-2.250811
0.4031658,0.3605177,-1.835149,0.268376,0.2195275,-2.037935,0.01287959,0.2104142,-2.2252,-0.1716164,0.0030954,-2.250811
0.4326172,0.2992187,-1.846215,0.2740597,0.1967942,-2.051152,0.01243845,0.2139594,-2.227275,-0.1711002,0.005669591,-2.251875
0.4326172,0.2992187,-1.846215,0.2740597,0.1967942,-2.051152,0.01243845,0.2139594,-2.227275,-0.1711002,0.005669591,-2.251875
0.4326172,0.2992187,-1.846215,0.2740597,0.1967942,-2.051152,0.01243845,0.2139594,-2.227275,-0.1711002,0.005669591,-2.251875
0.4326172,0.2992187,-1.846215,0.2740597,0.1967942,-2.051152,0.01243845,0.2139594,-2.227275,-0.1711002,0.005669591,-2.251875
0.4587006,0.2220881,-1.868684,0.2791042,0.1653098,-2.076789,0.01325905,0.212629,-2.229311,-0.171085,0.004760475,-2.251276
0.4587006,0.2220881,-1.868684,0.2791042,0.1653098,-2.076789,0.01325905,0.212629,-2.229311,-0.171085,0.004760475,-2.251276
0.4732124,0.1475842,-1.877986,0.28481,0.1367642,-2.084671,0.01289462,0.210843,-2.23082,-0.1718482,0.003168566,-2.251265
0.4732124,0.1475842,-1.877986,0.28481,0.1367642,-2.084671,0.01289462,0.210843,-2.23082,-0.1718482,0.003168566,-2.251265
0.4732124,0.1475842,-1.877986,0.28481,0.1367642,-2.084671,0.01289462,0.210843,-2.23082,-0.1718482,0.003168566,-2.251265
0.4732124,0.1475842,-1.877986,0.28481,0.1367642,-2.084671,0.01289462,0.210843,-2.23082,-0.1718482,0.003168566,-2.251265
0.4801663,0.0772512,-1.898674,0.2843851,0.1002132,-2.100629,0.01256258,0.2129408,-2.232373,-0.1722806,0.005327714,-2.252557
0.4801663,0.0772512,-1.898674,0.2843851,0.1002132,-2.100629,0.01256258,0.2129408,-2.232373,-0.1722806,0.005327714,-2.252557
0.4693937,0.006911022,-1.922161,0.2770507,0.06878295,-2.119655,0.01328442,0.2123919,-2.23352,-0.172174,0.00519563,-2.252272
0.4693937,0.006911022,-1.922161,0.2770507,0.06878295,-2.119655,0.01328442,0.2123919,-2.23352,-0.172174,0.00519563,-2.252272
0.4693937,0.006911022,-1.922161,0.2770507,0.06878295,-2.119655,0.01328442,0.2123919,-2.23352,-0.172174,0.00519563,-2.252272
0.4693937,0.006911022,-1.922161,0.2770507,0.06878295,-2.119655,0.01328442,0.2123919,-2.23352,-0.172174,0.00519563,-2.252272
0.4324822,-0.07364079,-1.946745,0.2627116,0.0392024,-2.135908,0.01213856,0.2112089,-2.233556,-0.1728806,0.003634107,-2.252453
0.4324822,-0.07364079,-1.946745,0.2627116,0.0392024,-2.135908,0.01213856,0.2112089,-2.233556,-0.1728806,0.003634107,-2.252453
0.4324822,-0.07364079,-1.946745,0.2627116,0.0392024,-2.135908,0.01213856,0.2112089,-2.233556,-0.1728806,0.003634107,-2.252453
0.4324822,-0.07364079,-1.946745,0.2627116,0.0392024,-2.135908,0.01213856,0.2112089,-2.233556,-0.1728806,0.003634107,-2.252453
0.4062089,-0.1310869,-1.968661,0.2448991,0.007955563,-2.152601,0.01462268,0.2046048,-2.227904,-0.1731845,0.000286898,-2.253032
0.4062089,-0.1310869,-1.968661,0.2448991,0.007955563,-2.152601,0.01462268,0.2046048,-2.227904,-0.1731845,0.000286898,-2.253032
0.4062089,-0.1310869,-1.968661,0.2448991,0.007955563,-2.152601,0.01462268,0.2046048,-2.227904,-0.1731845,0.000286898,-2.253032
0.4062089,-0.1310869,-1.968661,0.2448991,0.007955563,-2.152601,0.01462268,0.2046048,-2.227904,-0.1731845,0.000286898,-2.253032
0.3719679,-0.1789952,-1.985626,0.2254646,-0.01468421,-2.163187,0.01468699,0.2092832,-2.233359,-0.1728623,0.004039964,-2.252115
0.3719679,-0.1789952,-1.985626,0.2254646,-0.01468421,-2.163187,0.01468699,0.2092832,-2.233359,-0.1728623,0.004039964,-2.252115
0.2867488,-0.256144,-1.993754,0.1879316,-0.05639528,-2.169692,0.01447288,0.2123928,-2.235976,-0.1722789,0.006227121,-2.252999
0.2867488,-0.256144,-1.993754,0.1879316,-0.05639528,-2.169692,0.01447288,0.2123928,-2.235976,-0.1722789,0.006227121,-2.252999
0.2121558,-0.2950231,-1.989082,0.1573682,-0.07904439,-2.1736,0.0172632,0.2066375,-2.231655,-0.1686411,-0.0003146292,-2.248575
0.2121558,-0.2950231,-1.989082,0.1573682,-0.07904439,-2.1736,0.0172632,0.2066375,-2.231655,-0.1686411,-0.0003146292,-2.248575
0.1358316,-0.3191004,-1.991599,0.1330438,-0.09017745,-2.169058,0.01921081,0.2092219,-2.235703,-0.1668457,0.00224494,-2.250523
0.1358316,-0.3191004,-1.991599,0.1330438,-0.09017745,-2.169058,0.01921081,0.2092219,-2.235703,-0.1668457,0.00224494,-2.250523
0.06720527,-0.3215852,-1.991138,0.1055805,-0.09316116,-2.166085,0.02110839,0.2086739,-2.2408,-0.1668602,0.003169422,-2.250947
0.06720527,-0.3215852,-1.991138,0.1055805,-0.09316116,-2.166085,0.02110839,0.2086739,-2.2408,-0.1668602,0.003169422,-2.250947
0.009829099,-0.3023747,-1.996884,0.07765675,-0.07759898,-2.161001,0.022249,0.2074765,-2.236317,-0.1656799,0.002096568,-2.249503
0.009829099,-0.3023747,-1.996884,0.07765675,-0.07759898,-2.161001,0.022249,0.2074765,-2.236317,-0.1656799,0.002096568,-2.249503
-0.03817814,-0.2796253,-1.999018,0.06306162,-0.06759658,-2.158737,0.02404222,0.2072143,-2.234335,-0.1631979,0.001299331,-2.249032
-0.03817814,-0.2796253,-1.999018,0.06306162,-0.06759658,-2.158737,0.02404222,0.2072143,-2.234335,-0.1631979,0.001299331,-2.249032
-0.09036883,-0.2510488,-1.990947,0.04782817,-0.06127239,-2.141924,0.02287114,0.2074656,-2.231379,-0.1632673,0.0009117302,-2.250342
-0.09036883,-0.2510488,-1.990947,0.04782817,-0.06127239,-2.141924,0.02287114,0.2074656,-2.231379,-0.1632673,0.0009117302,-2.250342
-0.09036883,-0.2510488,-1.990947,0.04782817,-0.06127239,-2.141924,0.02287114,0.2074656,-2.231379,-0.1632673,0.0009117302,-2.250342
-0.09036883,-0.2510488,-1.990947,0.04782817,-0.06127239,-2.141924,0.02287114,0.2074656,-2.231379,-0.1632673,0.0009117302,-2.250342
-0.1374695,-0.2138066,-1.974869,0.03061564,-0.04963651,-2.120383,0.02177228,0.2105524,-2.23218,-0.1649589,0.004445284,-2.250066
-0.1374695,-0.2138066,-1.974869,0.03061564,-0.04963651,-2.120383,0.02177228,0.2105524,-2.23218,-0.1649589,0.004445284,-2.250066
-0.1374695,-0.2138066,-1.974869,0.03061564,-0.04963651,-2.120383,0.02177228,0.2105524,-2.23218,-0.1649589,0.004445284,-2.250066
-0.1374695,-0.2138066,-1.974869,0.03061564,-0.04963651,-2.120383,0.02177228,0.2105524,-2.23218,-0.1649589,0.004445284,-2.250066
-0.2017238,-0.1695469,-1.950675,0.005048004,-0.03971463,-2.088511,0.0212092,0.2041761,-2.223968,-0.1652473,-0.001722926,-2.246502
-0.2017238,-0.1695469,-1.950675,0.005048004,-0.03971463,-2.088511,0.0212092,0.2041761,-2.223968,-0.1652473,-0.001722926,-2.246502
-0.2017238,-0.1695469,-1.950675,0.005048004,-0.03971463,-2.088511,0.0212092,0.2041761,-2.223968,-0.1652473,-0.001722926,-2.246502
-0.2017238,-0.1695469,-1.950675,0.005048004,-0.03971463,-2.088511,0.0212092,0.2041761,-2.223968,-0.1652473,-0.001722926,-2.246502
-0.2017238,-0.1695469,-1.950675,0.005048004,-0.03971463,-2.088511,0.0212092,0.2041761,-2.223968,-0.1652473,-0.001722926,-2.246502
-0.2502269,-0.118939,-1.935539,-0.01752112,-0.02414838,-2.059123,0.01857885,0.2031293,-2.215947,-0.1699466,-0.0005386847,-2.241242
-0.2502269,-0.118939,-1.935539,-0.01752112,-0.02414838,-2.059123,0.01857885,0.2031293,-2.215947,-0.1699466,-0.0005386847,-2.241242
-0.2925524,-0.06072209,-1.918727,-0.04313539,-0.003186381,-2.03077,0.01539235,0.2045189,-2.212786,-0.1730168,0.001521881,-2.243661
-0.2925524,-0.06072209,-1.918727,-0.04313539,-0.003186381,-2.03077,0.01539235,0.2045189,-2.212786,-0.1730168,0.001521881,-2.243661
-0.2925524,-0.06072209,-1.918727,-0.04313539,-0.003186381,-2.03077,0.01539235,0.2045189,-2.212786,-0.1730168,0.001521881,-2.243661
-0.2925524,-0.06072209,-1.918727,-0.04313539,-0.003186381,-2.03077,0.01539235,0.2045189,-2.212786,-0.1730168,0.001521881,-2.243661
-0.3203759,0.003709041,-1.895782,-0.06415431,0.02500219,-2.006215,0.01037058,0.2085447,-2.209583,-0.1766474,0.005433826,-2.247369
-0.3203759,0.003709041,-1.895782,-0.06415431,0.02500219,-2.006215,0.01037058,0.2085447,-2.209583,-0.1766474,0.005433826,-2.247369
-0.3343613,0.1103247,-1.863533,-0.08221514,0.07653077,-1.975092,0.005111388,0.209415,-2.207818,-0.1795606,0.006045576,-2.254559
-0.3343613,0.1103247,-1.863533,-0.08221514,0.07653077,-1.975092,0.005111388,0.209415,-2.207818,-0.1795606,0.006045576,-2.254559
-0.3343613,0.1103247,-1.863533,-0.08221514,0.07653077,-1.975092,0.005111388,0.209415,-2.207818,-0.1795606,0.006045576,-2.254559
-0.3343613,0.1103247,-1.863533,-0.08221514,0.07653077,-1.975092,0.005111388,0.209415,-2.207818,-0.1795606,0.006045576,-2.254559
-0.3333104,0.188568,-1.840734,-0.09056947,0.1548785,-1.945114,0.005508131,0.2030861,-2.203558,-0.177312,0.0009583814,-2.261599
-0.3333104,0.188568,-1.840734,-0.09056947,0.1548785,-1.945114,0.005508131,0.2030861,-2.203558,-0.177312,0.0009583814,-2.261599
-0.3239319,0.2509205,-1.828017,-0.09056947,0.1548785,-1.945114,0.005508131,0.2030861,-2.203558,-0.177312,0.0009583814,-2.261599
-0.3239319,0.2509205,-1.828017,-0.09056947,0.1548785,-1.945114,0.005508131,0.2030861,-2.203558,-0.177312,0.0009583814,-2.261599
-0.3087639,0.308162,-1.817726,-0.08667266,0.1854492,-1.936275,0.003042565,0.2067322,-2.208222,-0.1819848,0.004616342,-2.258872
-0.3087639,0.308162,-1.817726,-0.08667266,0.1854492,-1.936275,0.003042565,0.2067322,-2.208222,-0.1819848,0.004616342,-2.258872
-0.2896506,0.346069,-1.811976,-0.07339346,0.2113168,-1.932334,0.001842603,0.2087037,-2.21177,-0.1845379,0.006756174,-2.258097
-0.2896506,0.346069,-1.811976,-0.07339346,0.2113168,-1.932334,0.001842603,0.2087037,-2.21177,-0.1845379,0.006756174,-2.258097
-0.2632527,0.3903035,-1.805898,-0.06359924,0.2300978,-1.92424,0.00278865,0.2219747,-2.213837,-0.1839837,0.0201765,-2.259323
-0.2632527,0.3903035,-1.805898,-0.06359924,0.2300978,-1.92424,0.00278865,0.2219747,-2.213837,-0.1839837,0.0201765,-2.259323
-0.2350843,0.4232454,-1.800883,-0.05022182,0.2488531,-1.922456,0.00916719,0.2291246,-2.217165,-0.1790157,0.02817638,-2.260544
-0.2350843,0.4232454,-1.800883,-0.05022182,0.2488531,-1.922456,0.00916719,0.2291246,-2.217165,-0.1790157,0.02817638,-2.260544
-0.2350843,0.4232454,-1.800883,-0.05022182,0.2488531,-1.922456,0.00916719,0.2291246,-2.217165,-0.1790157,0.02817638,-2.260544
-0.2350843,0.4232454,-1.800883,-0.05022182,0.2488531,-1.922456,0.00916719,0.2291246,-2.217165,-0.1790157,0.02817638,-2.260544
-0.2061244,0.4512838,-1.795929,-0.03561453,0.2649553,-1.91786,0.01588711,0.2433651,-2.221251,-0.1743971,0.04355353,-2.26039
-0.2061244,0.4512838,-1.795929,-0.03561453,0.2649553,-1.91786,0.01588711,0.2433651,-2.221251,-0.1743971,0.04355353,-2.26039
-0.1690298,0.4722393,-1.78696,-0.01436217,0.2766432,-1.913721,-0.003896715,0.2164299,-2.213758,-0.1815187,0.008685596,-2.266242
-0.1690298,0.4722393,-1.78696,-0.01436217,0.2766432,-1.913721,-0.003896715,0.2164299,-2.213758,-0.1815187,0.008685596,-2.266242
-0.1690298,0.4722393,-1.78696,-0.01436217,0.2766432,-1.913721,-0.003896715,0.2164299,-2.213758,-0.1815187,0.008685596,-2.266242
-0.1690298,0.4722393,-1.78696,-0.01436217,0.2766432,-1.913721,-0.003896715,0.2164299,-2.213758,-0.1815187,0.008685596,-2.266242
-0.1343468,0.4904198,-1.7787,0.001973061,0.2856729,-1.9138,-0.01333863,0.203089,-2.199483,-0.1804625,-0.01098314,-2.261104
-0.1343468,0.4904198,-1.7787,0.001973061,0.2856729,-1.9138,-0.01333863,0.203089,-2.199483,-0.1804625,-0.01098314,-2.261104
-0.1012978,0.4859512,-1.763163,0.02460819,0.2900078,-1.923235,-0.01960191,0.1882949,-2.186702,-0.181843,-0.02618171,-2.259426
-0.1012978,0.4859512,-1.763163,0.02460819,0.2900078,-1.923235,-0.01960191,0.1882949,-2.186702,-0.181843,-0.02618171,-2.259426
-0.1012978,0.4859512,-1.763163,0.02460819,0.2900078,-1.923235,-0.01960191,0.1882949,-2.186702,-0.181843,-0.02618171,-2.259426
-0.1012978,0.4859512,-1.763163,0.02460819,0.2900078,-1.923235,-0.01960191,0.1882949,-2.186702,-0.181843,-0.02618171,-2.259426
-0.1012978,0.4859512,-1.763163,0.02460819,0.2900078,-1.923235,-0.01960191,0.1882949,-2.186702,-0.181843,-0.02618171,-2.259426
-0.07251672,0.4907973,-1.756245,0.04139271,0.2940164,-1.925846,-0.01973916,0.1850773,-2.186461,-0.1818352,-0.02968056,-2.259029
-0.07251672,0.4907973,-1.756245,0.04139271,0.2940164,-1.925846,-0.01973916,0.1850773,-2.186461,-0.1818352,-0.02968056,-2.259029
-0.039097,0.4892212,-1.754167,0.05778417,0.2913123,-1.933031,-0.0169865,0.1730267,-2.183405,-0.1792589,-0.04059718,-2.258875
-0.039097,0.4892212,-1.754167,0.05778417,0.2913123,-1.933031,-0.0169865,0.1730267,-2.183405,-0.1792589,-0.04059718,-2.258875
