Hand_R, , ,Shoulder_R, , 
-0.2208416,0.2280133,-2.109555,0.0713108,0.2991452,-2.50805
-0.2341854,0.1771128,-2.123819,0.07256997,0.2996646,-2.514612
-0.2341854,0.1771128,-2.123819,0.07256997,0.2996646,-2.514612
-0.2305743,0.1074363,-2.157001,0.07588638,0.2982583,-2.522342
-0.2305743,0.1074363,-2.157001,0.07588638,0.2982583,-2.522342
-0.2236509,0.05706725,-2.173653,0.07824445,0.2980149,-2.526729
-0.2236509,0.05706725,-2.173653,0.07824445,0.2980149,-2.526729
-0.2254641,0.004116291,-2.199764,0.07815052,0.294169,-2.529998
-0.2254641,0.004116291,-2.199764,0.07815052,0.294169,-2.529998
-0.2074517,-0.03644744,-2.201475,0.07660826,0.2933497,-2.531471
-0.2074517,-0.03644744,-2.201475,0.07660826,0.2933497,-2.531471
-0.1647959,-0.08190893,-2.219204,0.07881356,0.2858284,-2.525205
-0.1647959,-0.08190893,-2.219204,0.07881356,0.2858284,-2.525205
-0.1238528,-0.1125645,-2.224399,0.08054303,0.2828115,-2.525111
-0.1238528,-0.1125645,-2.224399,0.08054303,0.2828115,-2.525111
-0.08584183,-0.1448339,-2.25176,0.08042601,0.2844552,-2.53474
-0.08584183,-0.1448339,-2.25176,0.08042601,0.2844552,-2.53474
-0.08584183,-0.1448339,-2.25176,0.08042601,0.2844552,-2.53474
-0.08584183,-0.1448339,-2.25176,0.08042601,0.2844552,-2.53474
-0.03892446,-0.1525139,-2.233809,0.08268365,0.2924692,-2.549696
-0.03892446,-0.1525139,-2.233809,0.08268365,0.2924692,-2.549696
0.01161396,-0.1717127,-2.232116,0.08561841,0.2883571,-2.551077
0.01161396,-0.1717127,-2.232116,0.08561841,0.2883571,-2.551077
0.07324374,-0.1622321,-2.257744,0.08609239,0.2927031,-2.558401
0.07324374,-0.1622321,-2.257744,0.08609239,0.2927031,-2.558401
0.07324374,-0.1622321,-2.257744,0.08772356,0.2880802,-2.559399
0.1252823,-0.1612593,-2.262706,0.08772356,0.2880802,-2.559399
0.1252823,-0.1612593,-2.262706,0.08772356,0.2880802,-2.559399
0.1746513,-0.1517272,-2.262382,0.08806495,0.2828243,-2.555087
0.1746513,-0.1517272,-2.262382,0.08806495,0.2828243,-2.555087
0.2314124,-0.1216723,-2.240224,0.08733117,0.2882988,-2.562015
0.2314124,-0.1216723,-2.240224,0.08733117,0.2882988,-2.562015
0.2775951,-0.08773215,-2.212555,0.08729924,0.2892153,-2.564464
0.2775951,-0.08773215,-2.212555,0.08729924,0.2892153,-2.564464
0.3158117,-0.05341488,-2.210471,0.087481,0.2913186,-2.565266
0.3158117,-0.05341488,-2.210471,0.087481,0.2913186,-2.565266
0.3471667,-0.006335362,-2.193771,0.0866062,0.2890519,-2.566054
0.3471667,-0.006335362,-2.193771,0.0866062,0.2890519,-2.566054
0.376677,0.05161642,-2.175243,0.08626694,0.2870118,-2.566608
0.376677,0.05161642,-2.175243,0.08626694,0.2870118,-2.566608
0.3892214,0.09791577,-2.162808,0.08667024,0.2877364,-2.567043
0.3892214,0.09791577,-2.162808,0.08667024,0.2877364,-2.567043
0.4049015,0.1523678,-2.158171,0.08681247,0.2940455,-2.567725
0.4049015,0.1523678,-2.158171,0.08681247,0.2940455,-2.567725
0.4038372,0.2005047,-2.152822,0.08735052,0.2931321,-2.56228
0.4038372,0.2005047,-2.152822,0.08735052,0.2931321,-2.56228
0.4012898,0.2470635,-2.137744,0.08632898,0.2935799,-2.564018
0.4012898,0.2470635,-2.137744,0.08632898,0.2935799,-2.564018
0.4012898,0.2470635,-2.137744,0.08632898,0.2935799,-2.564018
0.4012898,0.2470635,-2.137744,0.08632898,0.2935799,-2.564018
0.4012898,0.2470635,-2.137744,0.08632898,0.2935799,-2.564018
0.3806489,0.3237168,-2.12914,0.08536948,0.28939,-2.556977
0.3806489,0.3237168,-2.12914,0.08536948,0.28939,-2.556977
0.3806489,0.3237168,-2.12914,0.08536948,0.28939,-2.556977
0.3806489,0.3237168,-2.12914,0.08536948,0.28939,-2.556977
0.3555629,0.368229,-2.121208,0.08313637,0.2915204,-2.555701
0.3555629,0.368229,-2.121208,0.08313637,0.2915204,-2.555701
0.3283116,0.4031401,-2.110023,0.08281077,0.2909489,-2.549855
0.3283116,0.4031401,-2.110023,0.08281077,0.2909489,-2.549855
0.3016822,0.4337261,-2.102926,0.08210295,0.2895581,-2.54601
0.3016822,0.4337261,-2.102926,0.08210295,0.2895581,-2.54601
0.2756892,0.46264,-2.096118,0.08197424,0.2982209,-2.551401
0.2756892,0.46264,-2.096118,0.08197424,0.2982209,-2.551401
0.2520236,0.4836216,-2.087816,0.08151018,0.3008108,-2.554945
0.2520236,0.4836216,-2.087816,0.08151018,0.3008108,-2.554945
0.2201853,0.5051321,-2.082947,0.08228182,0.2973726,-2.552571
0.2201853,0.5051321,-2.082947,0.08228182,0.2973726,-2.552571
0.1899619,0.5233676,-2.077834,0.08058267,0.2950502,-2.551226
0.1899619,0.5233676,-2.077834,0.08058267,0.2950502,-2.551226
0.1659783,0.5342479,-2.07524,0.08256764,0.2959861,-2.551241
