Hand_R, , ,Shoulder_R, , 
-0.2058861,0.3108999,-2.072925,0.07275951,0.3058022,-2.517059
-0.2058861,0.3108999,-2.072925,0.07275951,0.3058022,-2.517059
-0.2058861,0.3108999,-2.072925,0.07275951,0.3058022,-2.517059
-0.2058861,0.3108999,-2.072925,0.07275951,0.3058022,-2.517059
-0.2180767,0.2707482,-2.084311,0.06306762,0.3013322,-2.512199
-0.2180767,0.2707482,-2.084311,0.06306762,0.3013322,-2.512199
-0.2258525,0.2095517,-2.106273,0.06743731,0.2990231,-2.512396
-0.2258525,0.2095517,-2.106273,0.06743731,0.2990231,-2.512396
-0.2249015,0.1363663,-2.127178,0.06991328,0.2966335,-2.518963
-0.2249015,0.1363663,-2.127178,0.06991328,0.2966335,-2.518963
-0.2049093,0.07178026,-2.150898,0.07071119,0.2958845,-2.527565
-0.2049093,0.07178026,-2.150898,0.07071119,0.2958845,-2.527565
-0.1945626,0.02213415,-2.167485,0.0712109,0.2905446,-2.530769
-0.1945626,0.02213415,-2.167485,0.0712109,0.2905446,-2.530769
-0.170895,-0.02176646,-2.169583,0.07344925,0.2892543,-2.53448
-0.170895,-0.02176646,-2.169583,0.07344925,0.2892543,-2.53448
-0.170895,-0.02176646,-2.169583,0.07344925,0.2892543,-2.53448
-0.170895,-0.02176646,-2.169583,0.07344925,0.2892543,-2.53448
-0.1284346,-0.07208038,-2.186879,0.07842053,0.2849207,-2.537578
-0.1284346,-0.07208038,-2.186879,0.07842053,0.2849207,-2.537578
-0.08896877,-0.1093569,-2.206859,0.08102579,0.2807722,-2.536902
-0.08896877,-0.1093569,-2.206859,0.08102579,0.2807722,-2.536902
-0.04558247,-0.1253561,-2.207725,0.07958555,0.2847522,-2.541489
-0.04558247,-0.1253561,-2.207725,0.07958555,0.2847522,-2.541489
0.001112882,-0.1469271,-2.229277,0.08132421,0.2874303,-2.547634
0.001112882,-0.1469271,-2.229277,0.08132421,0.2874303,-2.547634
0.001112882,-0.1469271,-2.229277,0.08132421,0.2874303,-2.547634
0.001112882,-0.1469271,-2.229277,0.08132421,0.2874303,-2.547634
0.03940276,-0.1522801,-2.226828,0.08219966,0.2875423,-2.548213
0.03940276,-0.1522801,-2.226828,0.08219966,0.2875423,-2.548213
0.09439861,-0.1549193,-2.239435,0.08257793,0.2833509,-2.55063
0.09439861,-0.1549193,-2.239435,0.08257793,0.2833509,-2.55063
0.1059967,-0.1611625,-2.225507,0.08497541,0.281456,-2.551978
0.1059967,-0.1611625,-2.225507,0.08497541,0.281456,-2.551978
0.1528607,-0.1350197,-2.227782,0.08429608,0.281927,-2.552918
0.1528607,-0.1350197,-2.227782,0.08429608,0.281927,-2.552918
0.2109616,-0.1069408,-2.210396,0.08582027,0.2828796,-2.560808
0.2109616,-0.1069408,-2.210396,0.08582027,0.2828796,-2.560808
0.2555467,-0.07344711,-2.193074,0.08574422,0.2848212,-2.56391
0.2555467,-0.07344711,-2.193074,0.08574422,0.2848212,-2.56391
0.2844431,-0.03508049,-2.17186,0.08448865,0.2877556,-2.566343
0.2844431,-0.03508049,-2.17186,0.08448865,0.2877556,-2.566343
0.2844431,-0.03508049,-2.17186,0.08448865,0.2877556,-2.566343
0.306446,0.01456323,-2.139597,0.08227018,0.2866109,-2.565579
0.306446,0.01456323,-2.139597,0.08227018,0.2866109,-2.565579
0.306446,0.01456323,-2.139597,0.08227018,0.2866109,-2.565579
0.306446,0.01456323,-2.139597,0.08227018,0.2866109,-2.565579
0.32985,0.06609046,-2.126828,0.08233798,0.2885803,-2.558567
0.32985,0.06609046,-2.126828,0.08233798,0.2885803,-2.558567
0.3388988,0.1167802,-2.11024,0.08014608,0.2868008,-2.556072
0.3388988,0.1167802,-2.11024,0.08014608,0.2868008,-2.556072
0.3370366,0.1666782,-2.090726,0.07883653,0.2865429,-2.552765
0.3370366,0.1666782,-2.090726,0.07883653,0.2865429,-2.552765
0.3341122,0.2183962,-2.085069,0.07844963,0.2911593,-2.553971
0.3341122,0.2183962,-2.085069,0.07844963,0.2911593,-2.553971
0.3341122,0.2183962,-2.085069,0.07844963,0.2911593,-2.553971
0.3341122,0.2183962,-2.085069,0.07844963,0.2911593,-2.553971
0.328714,0.2572511,-2.084459,0.07769051,0.2923993,-2.555265
0.328714,0.2572511,-2.084459,0.07769051,0.2923993,-2.555265
0.3173646,0.2995359,-2.080942,0.07529838,0.3005854,-2.557876
0.3173646,0.2995359,-2.080942,0.07529838,0.3005854,-2.557876
0.2977552,0.3385806,-2.074477,0.07619047,0.2976622,-2.550902
0.2977552,0.3385806,-2.074477,0.07619047,0.2976622,-2.550902
0.2807649,0.3797734,-2.066612,0.07637056,0.2960732,-2.55213
0.2807649,0.3797734,-2.066612,0.07637056,0.2960732,-2.55213
0.2587356,0.4071588,-2.061471,0.07705684,0.2879049,-2.544796
0.2587356,0.4071588,-2.061471,0.07705684,0.2879049,-2.544796
0.2404516,0.4316109,-2.065774,0.07803809,0.2875506,-2.544058
0.2404516,0.4316109,-2.065774,0.07803809,0.2875506,-2.544058
0.224079,0.4550149,-2.062089,0.07613302,0.2955832,-2.545924
0.224079,0.4550149,-2.062089,0.07613302,0.2955832,-2.545924
0.224079,0.4550149,-2.062089,0.07613302,0.2955832,-2.545924
0.224079,0.4550149,-2.062089,0.07613302,0.2955832,-2.545924
0.1965932,0.4814588,-2.057957,0.07891231,0.2986942,-2.551315
0.1965932,0.4814588,-2.057957,0.07891231,0.2986942,-2.551315
0.1696921,0.494777,-2.054153,0.0796708,0.2971214,-2.550101
0.1696921,0.494777,-2.054153,0.0796708,0.2971214,-2.550101
0.1505606,0.5064638,-2.051166,0.08109243,0.2979204,-2.552273
0.1505606,0.5064638,-2.051166,0.08109243,0.2979204,-2.552273
0.1288362,0.5157084,-2.048938,0.07985035,0.2971869,-2.554913
0.1288362,0.5157084,-2.048938,0.07985035,0.2971869,-2.554913
