6,8
4.07549982957e-16,3.83811853962e-16,3.82550037599e-16,3.39974773535e-16,3.39974762293e-16,3.39974762293e-16,3.40310425584e-16,0.272262769257
8.20360820526e-16,7.7257813915e-16,1.90898133163e-13,1.0,1.0,1.0,0.999541277264,3.38588306833e-17
1.0,1.0,1.0,6.09987798176e-16,4.28417576687e-16,4.28417576687e-16,4.28840561182e-16,2.07414103423e-17
2.48787111961e-16,2.3429627451e-16,2.33526004207e-16,2.07536119701e-16,2.07536112839e-16,2.07600768975e-16,0.000458722735908,0.217373940844
4.10655114462e-16,3.86736124184e-16,3.85464694018e-16,3.42565048162e-16,3.42565036834e-16,3.42565036834e-16,3.4290325755e-16,0.273297988912
3.0898709908e-16,2.90989857214e-16,2.90033201604e-16,2.57754443449e-16,2.57754434926e-16,2.57754434926e-16,2.58008920586e-16,0.237065300988
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.694513205767,0.0868635123306,0.00433756761706,0.214285677113,3.7172410816e-08,1.75851245949e-16,1.50848958336e-16,1.47274482858e-16
0.0569932330056,0.563693219926,-2.42003118063
-0.441755135897,-0.24867705625,-2.53246398718
-0.162792528571,-0.330431114286,-2.53452995238
-0.704590260937,0.294058281771,-2.39687159375
0.140294025,0.431351641667,-2.45323991667
-0.451754320635,0.656548201587,-2.35527033333
-206.4292277404688
