6,8
2.05257821879e-16,2.05257583196e-16,2.05257583196e-16,2.05257583196e-16,2.02170568142e-16,1.99893109058e-16,4.32395185688e-07,0.21150095173
1.49135020409e-16,1.49134846988e-16,1.49134846988e-16,1.49134846988e-16,1.46892317083e-16,8.87167564966e-06,0.999999567339,7.75661195889e-18
1.18717366482e-15,1.18717228432e-15,1.18717228432e-15,1.18717228432e-15,1.16931755439e-15,1.15614514799e-15,8.28652822437e-16,0.500974673437
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.91049781907e-16,3.91049327176e-16,3.91049327176e-16,3.91049327176e-16,3.85168057695e-16,3.80829124982e-16,2.72954593834e-16,0.287524374833
1.0,1.0,1.0,1.0,1.0,0.999991128324,2.65903244127e-10,5.07688668231e-17
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92292417515,1.02650529784e-06,1.27011412119e-14,2.3576662604e-16,0.0555388011514,0.0215359971933,2.22044484639e-16,2.22044484639e-16
0.714218000676,0.196970018014,-2.33007730405
0.432034938997,-0.175493319242,-2.47283145823
-0.2216641179,0.406337853461,-2.33263622434
-0.123215653964,-0.20943419326,-2.45632357523
0.217781733885,0.635799769752,-2.25925794131
0.445222395745,-0.297063372537,-2.4563283883
-183.3828709220018
