Hand_L, , ,Hand_R, , 
-0.2130666,-0.3412079,-2.43891,0.426459,-0.1927232,-2.308422
-0.1618483,-0.3799252,-2.415073,0.3949687,-0.2957561,-2.332645
-0.1618483,-0.3799252,-2.415073,0.3949687,-0.2957561,-2.332645
-0.1234904,-0.3848949,-2.406396,0.3487639,-0.3738185,-2.403101
-0.1234904,-0.3848949,-2.406396,0.3487639,-0.3738185,-2.403101
-0.1196505,-0.3885296,-2.399111,0.3496422,-0.3864046,-2.407875
-0.1196505,-0.3885296,-2.399111,0.3496422,-0.3864046,-2.407875
-0.1309789,-0.3843879,-2.383726,0.3655818,-0.3838287,-2.409081
-0.1309789,-0.3843879,-2.383726,0.3655818,-0.3838287,-2.409081
-0.2029424,-0.3380446,-2.381324,0.3946838,-0.334466,-2.374195
-0.2029424,-0.3380446,-2.381324,0.3946838,-0.334466,-2.374195
-0.2505876,-0.2561242,-2.385777,0.4426844,-0.2641974,-2.361966
-0.2505876,-0.2561242,-2.385777,0.4426844,-0.2641974,-2.361966
-0.2798395,-0.1782738,-2.385526,0.4950636,-0.2012037,-2.368749
-0.2798395,-0.1782738,-2.385526,0.4950636,-0.2012037,-2.368749
-0.2963417,-0.1044955,-2.376933,0.5222013,-0.1368427,-2.368897
-0.2963417,-0.1044955,-2.376933,0.5222013,-0.1368427,-2.368897
-0.2998113,-0.03744297,-2.389603,0.5301055,-0.05059712,-2.368516
-0.2998113,-0.03744297,-2.389603,0.5301055,-0.05059712,-2.368516
