Hand_L, , ,Hand_R, , 
-0.09773494,0.4292235,-1.589735,0.5390317,0.3915957,-1.467486
-0.09773494,0.4292235,-1.589735,0.5390317,0.3915957,-1.467486
-0.08816278,0.429417,-1.593321,0.5378767,0.3891644,-1.486373
-0.08816278,0.429417,-1.593321,0.5378767,0.3891644,-1.486373
-0.08182807,0.427618,-1.602253,0.5390123,0.3864386,-1.499827
-0.08182807,0.427618,-1.602253,0.5390123,0.3864386,-1.499827
-0.07219562,0.4353694,-1.611466,0.5332039,0.3876475,-1.517983
-0.07219562,0.4353694,-1.611466,0.5332039,0.3876475,-1.517983
-0.07219562,0.4353694,-1.611466,0.5332039,0.3876475,-1.517983
-0.07219562,0.4353694,-1.611466,0.5332039,0.3876475,-1.517983
-0.0643895,0.4364279,-1.612608,0.457669,0.2832254,-1.531458
-0.0643895,0.4364279,-1.612608,0.457669,0.2832254,-1.531458
-0.0643895,0.4364279,-1.612608,0.457669,0.2832254,-1.531458
-0.0643895,0.4364279,-1.612608,0.457669,0.2832254,-1.531458
-0.05090478,0.4351761,-1.630092,0.4032319,0.1127052,-1.488644
-0.05090478,0.4351761,-1.630092,0.4032319,0.1127052,-1.488644
-0.0431271,0.4333921,-1.635384,0.3926166,0.02990429,-1.451528
-0.0431271,0.4333921,-1.635384,0.3926166,0.02990429,-1.451528
-0.0431271,0.4333921,-1.635384,0.3926166,0.02990429,-1.451528
-0.0431271,0.4333921,-1.635384,0.3926166,0.02990429,-1.451528
-0.03597717,0.4301552,-1.645564,0.383744,-0.03620884,-1.413032
-0.03597717,0.4301552,-1.645564,0.383744,-0.03620884,-1.413032
-0.03051478,0.4321475,-1.658472,0.3762574,-0.09498955,-1.378727
-0.03051478,0.4321475,-1.658472,0.3762574,-0.09498955,-1.378727
-0.01485972,0.4231189,-1.679985,0.3735652,-0.1378045,-1.354162
-0.01485972,0.4231189,-1.679985,0.3735652,-0.1378045,-1.354162
-0.01485972,0.4231189,-1.679985,0.3735652,-0.1378045,-1.354162
-0.01485972,0.4231189,-1.679985,0.3735652,-0.1378045,-1.354162
-0.004128757,0.4112164,-1.685878,0.3693617,-0.1743823,-1.338346
-0.004128757,0.4112164,-1.685878,0.3693617,-0.1743823,-1.338346
-0.0007468375,0.4014802,-1.693087,0.3657373,-0.2035696,-1.323447
-0.0007468375,0.4014802,-1.693087,0.3657373,-0.2035696,-1.323447
-0.0007468375,0.4014802,-1.693087,0.3657373,-0.2035696,-1.323447
-0.0007468375,0.4014802,-1.693087,0.3657373,-0.2035696,-1.323447
0.004453911,0.373255,-1.72512,0.3645571,-0.2236079,-1.320638
0.004453911,0.373255,-1.72512,0.3645571,-0.2236079,-1.320638
0.01027995,0.3674736,-1.736238,0.3645781,-0.2428117,-1.320656
0.01027995,0.3674736,-1.736238,0.3645781,-0.2428117,-1.320656
0.01027995,0.3674736,-1.736238,0.3645781,-0.2428117,-1.320656
0.01027995,0.3674736,-1.736238,0.3645781,-0.2428117,-1.320656
0.01069419,0.3565576,-1.74912,0.3601655,-0.260754,-1.320253
0.01069419,0.3565576,-1.74912,0.3601655,-0.260754,-1.320253
0.01377796,0.3490414,-1.76563,0.3561537,-0.2758374,-1.323659
0.01377796,0.3490414,-1.76563,0.3561537,-0.2758374,-1.323659
