Hand_L, , ,Hand_R, , 
-0.2424228,-0.3221957,-2.357843,0.4764202,-0.06609282,-2.33647
-0.1703302,-0.3730416,-2.356201,0.423702,-0.1746937,-2.302468
-0.1703302,-0.3730416,-2.356201,0.423702,-0.1746937,-2.302468
-0.1194053,-0.4032903,-2.378175,0.3667874,-0.2641635,-2.327723
-0.1194053,-0.4032903,-2.378175,0.3667874,-0.2641635,-2.327723
-0.08790029,-0.4126551,-2.402637,0.3297623,-0.3470571,-2.361543
-0.08790029,-0.4126551,-2.402637,0.3297623,-0.3470571,-2.361543
-0.07968707,-0.4269408,-2.414783,0.2973631,-0.3819135,-2.388081
-0.07968707,-0.4269408,-2.414783,0.2973631,-0.3819135,-2.388081
-0.1006188,-0.4314606,-2.406996,0.2862506,-0.3866904,-2.401082
-0.1006188,-0.4314606,-2.406996,0.2862506,-0.3866904,-2.401082
-0.1393121,-0.4205282,-2.396975,0.2917467,-0.3871867,-2.405996
-0.1393121,-0.4205282,-2.396975,0.2917467,-0.3871867,-2.405996
-0.1810636,-0.3517579,-2.411023,0.3510761,-0.3807457,-2.411805
-0.1810636,-0.3517579,-2.411023,0.3510761,-0.3807457,-2.411805
-0.1810636,-0.3517579,-2.411023,0.3510761,-0.3807457,-2.411805
-0.1810636,-0.3517579,-2.411023,0.3510761,-0.3807457,-2.411805
-0.2228617,-0.2929656,-2.425477,0.3974197,-0.3308044,-2.382936
-0.2228617,-0.2929656,-2.425477,0.3974197,-0.3308044,-2.382936
-0.2753315,-0.2283141,-2.414993,0.4425245,-0.2649409,-2.367347
-0.2753315,-0.2283141,-2.414993,0.4425245,-0.2649409,-2.367347
-0.3038266,-0.1704009,-2.42063,0.483868,-0.1900154,-2.367676
