Hand_L, , ,Hand_R, , 
-0.2816776,-0.1272496,-2.515479,0.5349358,-0.09213485,-2.347374
-0.2532188,-0.2828364,-2.437599,0.4403307,-0.2008696,-2.327346
-0.2532188,-0.2828364,-2.437599,0.4403307,-0.2008696,-2.327346
-0.1725338,-0.3543072,-2.406264,0.3920009,-0.2810172,-2.343013
-0.1725338,-0.3543072,-2.406264,0.3920009,-0.2810172,-2.343013
-0.1369351,-0.370895,-2.397045,0.3691607,-0.3473633,-2.377755
-0.1369351,-0.370895,-2.397045,0.3691607,-0.3473633,-2.377755
-0.1369351,-0.370895,-2.397045,0.3691607,-0.3473633,-2.377755
-0.1316372,-0.3782244,-2.398556,0.3489648,-0.3706246,-2.402478
-0.1316372,-0.3782244,-2.398556,0.3489648,-0.3706246,-2.402478
-0.1486793,-0.3799043,-2.411283,0.3464247,-0.3723072,-2.410804
-0.1486793,-0.3799043,-2.411283,0.3464247,-0.3723072,-2.410804
-0.1952718,-0.3341992,-2.453771,0.3648637,-0.3594719,-2.41254
-0.1952718,-0.3341992,-2.453771,0.3648637,-0.3594719,-2.41254
-0.2292997,-0.2789264,-2.448548,0.4139535,-0.3235911,-2.397072
-0.2292997,-0.2789264,-2.448548,0.4139535,-0.3235911,-2.397072
-0.245331,-0.2109857,-2.454968,0.4568691,-0.2638485,-2.378688
-0.245331,-0.2109857,-2.454968,0.4568691,-0.2638485,-2.378688
-0.2581969,-0.1479616,-2.45099,0.5083962,-0.2198792,-2.378011
-0.2581969,-0.1479616,-2.45099,0.5083962,-0.2198792,-2.378011
-0.2718648,-0.08052388,-2.440482,0.5320475,-0.1665589,-2.375589
-0.2718648,-0.08052388,-2.440482,0.5320475,-0.1665589,-2.375589
-0.2702387,-0.03309336,-2.441685,0.5350147,-0.1018185,-2.371576
-0.2702387,-0.03309336,-2.441685,0.5350147,-0.1018185,-2.371576
