Hand_L, , ,Hand_R, , 
-0.2527835,-0.3052023,-2.430989,0.4914,-0.2380259,-2.324988
-0.2527835,-0.3052023,-2.430989,0.4914,-0.2380259,-2.324988
-0.1956183,-0.3543032,-2.407065,0.4033566,-0.3438367,-2.345329
-0.1956183,-0.3543032,-2.407065,0.4033566,-0.3438367,-2.345329
-0.1237262,-0.4277387,-2.391882,0.3241036,-0.3918685,-2.360685
-0.1237262,-0.4277387,-2.391882,0.3241036,-0.3918685,-2.360685
-0.09751988,-0.4596802,-2.394523,0.2766729,-0.4066972,-2.376602
-0.09751988,-0.4596802,-2.394523,0.2766729,-0.4066972,-2.376602
-0.09429689,-0.4473671,-2.404469,0.2646463,-0.4073303,-2.387922
-0.09429689,-0.4473671,-2.404469,0.2646463,-0.4073303,-2.387922
-0.1197626,-0.4207936,-2.437455,0.275326,-0.4005058,-2.409159
-0.1197626,-0.4207936,-2.437455,0.275326,-0.4005058,-2.409159
-0.1197626,-0.4207936,-2.437455,0.275326,-0.4005058,-2.409159
-0.1799285,-0.3723317,-2.465456,0.327572,-0.3865499,-2.418886
-0.1799285,-0.3723317,-2.465456,0.327572,-0.3865499,-2.418886
-0.2313448,-0.3155228,-2.464741,0.3878721,-0.358886,-2.411884
-0.2313448,-0.3155228,-2.464741,0.3878721,-0.358886,-2.411884
-0.2678362,-0.2470864,-2.455986,0.4467362,-0.2953012,-2.393722
-0.2678362,-0.2470864,-2.455986,0.4467362,-0.2953012,-2.393722
-0.2678362,-0.2470864,-2.455986,0.4467362,-0.2953012,-2.393722
-0.2678362,-0.2470864,-2.455986,0.4467362,-0.2953012,-2.393722
-0.2960854,-0.1734288,-2.473577,0.4784974,-0.2433921,-2.396144
-0.2960854,-0.1734288,-2.473577,0.4784974,-0.2433921,-2.396144
-0.2864178,-0.1226058,-2.470594,0.5297753,-0.157877,-2.389291
-0.2864178,-0.1226058,-2.470594,0.5297753,-0.157877,-2.389291
-0.2779477,-0.07388725,-2.473722,0.5442638,-0.08798992,-2.40131
-0.2779477,-0.07388725,-2.473722,0.5442638,-0.08798992,-2.40131
-0.2746904,-0.01259456,-2.477769,0.5452816,-0.01065579,-2.409853
-0.2746904,-0.01259456,-2.477769,0.5452816,-0.01065579,-2.409853
-0.2746904,-0.01259456,-2.477769,0.5452816,-0.01065579,-2.409853
-0.2746904,-0.01259456,-2.477769,0.5452816,-0.01065579,-2.409853
-0.2662708,0.03765256,-2.486557,0.5196329,0.04653358,-2.419423
-0.2662708,0.03765256,-2.486557,0.5196329,0.04653358,-2.419423
-0.2608033,0.06560586,-2.504664,0.4962863,0.089281,-2.424522
-0.2608033,0.06560586,-2.504664,0.4962863,0.089281,-2.424522
-0.2531524,0.07013834,-2.505819,0.4829151,0.1173764,-2.435646
-0.2531524,0.07013834,-2.505819,0.4829151,0.1173764,-2.435646
-0.2531134,0.0781436,-2.521159,0.4768619,0.1314237,-2.461659
-0.2531134,0.0781436,-2.521159,0.4768619,0.1314237,-2.461659
-0.2557631,0.07482599,-2.524658,0.4788171,0.1275397,-2.460954
-0.2557631,0.07482599,-2.524658,0.4788171,0.1275397,-2.460954
-0.2670665,0.01481505,-2.515907,0.4920993,0.1019134,-2.466663
-0.2670665,0.01481505,-2.515907,0.4920993,0.1019134,-2.466663
-0.2695598,-0.05814707,-2.500379,0.5015895,0.04113739,-2.450339
-0.2695598,-0.05814707,-2.500379,0.5015895,0.04113739,-2.450339
-0.2646263,-0.1505708,-2.490946,0.5008799,-0.03543237,-2.415098
