Hand_L, , ,Hand_R, , 
-0.2294402,-0.3448228,-2.390006,0.4289165,-0.1777616,-2.330636
-0.1912446,-0.3751887,-2.367882,0.3929295,-0.2395361,-2.329702
-0.1912446,-0.3751887,-2.367882,0.3929295,-0.2395361,-2.329702
-0.17547,-0.3860232,-2.357707,0.3807657,-0.2994099,-2.345861
-0.17547,-0.3860232,-2.357707,0.3807657,-0.2994099,-2.345861
-0.1758532,-0.3854133,-2.357715,0.3810208,-0.2999806,-2.347499
-0.1758532,-0.3854133,-2.357715,0.3810208,-0.2999806,-2.347499
-0.230922,-0.349761,-2.378525,0.3986033,-0.2795288,-2.361867
-0.230922,-0.349761,-2.378525,0.3986033,-0.2795288,-2.361867
-0.2718099,-0.2822196,-2.412417,0.4193708,-0.2341532,-2.363503
-0.2718099,-0.2822196,-2.412417,0.4193708,-0.2341532,-2.363503
-0.2960576,-0.2312209,-2.433218,0.456379,-0.161733,-2.374457
-0.2960576,-0.2312209,-2.433218,0.456379,-0.161733,-2.374457
-0.3118664,-0.1713026,-2.451763,0.4747354,-0.08985658,-2.388229
-0.3118664,-0.1713026,-2.451763,0.4747354,-0.08985658,-2.388229
-0.3287951,-0.1009147,-2.4626,0.4812887,-0.02305759,-2.414493
-0.3287951,-0.1009147,-2.4626,0.4812887,-0.02305759,-2.414493
-0.3182104,-0.03653872,-2.488796,0.4809093,0.04263567,-2.420006
-0.3182104,-0.03653872,-2.488796,0.4809093,0.04263567,-2.420006
-0.3207456,0.02273811,-2.515342,0.4749976,0.07474919,-2.431249
-0.3207456,0.02273811,-2.515342,0.4749976,0.07474919,-2.431249
-0.306642,0.06088468,-2.537481,0.456314,0.1282405,-2.441427
-0.306642,0.06088468,-2.537481,0.456314,0.1282405,-2.441427
-0.2867428,0.0961393,-2.56671,0.4361689,0.1605062,-2.447826
-0.2867428,0.0961393,-2.56671,0.4361689,0.1605062,-2.447826
-0.2841902,0.104081,-2.577194,0.4301383,0.1716889,-2.453055
-0.2841902,0.104081,-2.577194,0.4301383,0.1716889,-2.453055
-0.282119,0.09914941,-2.586164,0.4295668,0.1729152,-2.451915
-0.282119,0.09914941,-2.586164,0.4295668,0.1729152,-2.451915
-0.2962212,0.0723321,-2.587795,0.4342627,0.1653709,-2.437034
-0.2962212,0.0723321,-2.587795,0.4342627,0.1653709,-2.437034
-0.3085263,0.01066675,-2.58224,0.4654056,0.1105757,-2.418738
-0.3085263,0.01066675,-2.58224,0.4654056,0.1105757,-2.418738
-0.3118955,-0.06445564,-2.573747,0.4860119,0.05542529,-2.405967
-0.3118955,-0.06445564,-2.573747,0.4860119,0.05542529,-2.405967
-0.3102836,-0.1596814,-2.571981,0.4844288,-0.03213791,-2.36209
-0.3102836,-0.1596814,-2.571981,0.4844288,-0.03213791,-2.36209
-0.2839135,-0.2613497,-2.523225,0.4820743,-0.1200458,-2.344434
-0.2839135,-0.2613497,-2.523225,0.4820743,-0.1200458,-2.344434
-0.2025488,-0.3642378,-2.465604,0.3992597,-0.2136315,-2.31647
-0.2025488,-0.3642378,-2.465604,0.3992597,-0.2136315,-2.31647
-0.1404829,-0.3803525,-2.437293,0.3375851,-0.3306456,-2.341821
