Hand_L, , ,Hand_R, , 
-0.2628895,-0.2104748,-2.451981,0.4776129,-0.123341,-2.320223
-0.2628895,-0.2104748,-2.451981,0.4776129,-0.123341,-2.320223
-0.23642,-0.2895796,-2.461861,0.4276234,-0.2375125,-2.326599
-0.23642,-0.2895796,-2.461861,0.4276234,-0.2375125,-2.326599
-0.2042352,-0.3390726,-2.408473,0.3885298,-0.3127893,-2.349705
-0.2042352,-0.3390726,-2.408473,0.3885298,-0.3127893,-2.349705
-0.2041552,-0.3404834,-2.407873,0.3606891,-0.3544521,-2.37358
-0.2041552,-0.3404834,-2.407873,0.3606891,-0.3544521,-2.37358
-0.2041552,-0.3404834,-2.407873,0.3563749,-0.3588655,-2.392329
-0.1957535,-0.3188344,-2.428897,0.3563749,-0.3588655,-2.392329
-0.1957535,-0.3188344,-2.428897,0.3563749,-0.3588655,-2.392329
-0.2107152,-0.2749234,-2.443696,0.3773503,-0.3483402,-2.404734
-0.2107152,-0.2749234,-2.443696,0.3773503,-0.3483402,-2.404734
-0.2334602,-0.2325491,-2.469822,0.4326215,-0.2769237,-2.407714
-0.2334602,-0.2325491,-2.469822,0.4326215,-0.2769237,-2.407714
-0.2430346,-0.1716426,-2.507068,0.4735817,-0.2219207,-2.418619
-0.2430346,-0.1716426,-2.507068,0.4735817,-0.2219207,-2.418619
-0.2477321,-0.113753,-2.518171,0.5247034,-0.1571915,-2.44158
-0.2477321,-0.113753,-2.518171,0.5247034,-0.1571915,-2.44158
-0.2505135,-0.0492222,-2.523334,0.5359179,-0.1036998,-2.423278
-0.2505135,-0.0492222,-2.523334,0.5359179,-0.1036998,-2.423278
-0.2490231,0.01782831,-2.548199,0.523102,-0.01795842,-2.44837
