Hand_L, , ,Hand_R, , 
-0.2067622,0.2142951,-1.564259,0.6100447,0.01068349,-1.332618
-0.2067622,0.2142951,-1.564259,0.6100447,0.01068349,-1.332618
-0.2626314,0.1148561,-1.568059,0.6204053,0.01213129,-1.332663
-0.2626314,0.1148561,-1.568059,0.6204053,0.01213129,-1.332663
-0.2551966,0.0507725,-1.548254,0.6216313,0.007981457,-1.333385
-0.2551966,0.0507725,-1.548254,0.6216313,0.007981457,-1.333385
-0.249994,0.0219604,-1.547911,0.6202724,-0.01808619,-1.334595
-0.249994,0.0219604,-1.547911,0.6202724,-0.01808619,-1.334595
-0.249994,0.0219604,-1.547911,0.6202724,-0.01808619,-1.334595
-0.249994,0.0219604,-1.547911,0.6202724,-0.01808619,-1.334595
-0.2458448,-0.01127125,-1.54305,0.6172255,-0.04802455,-1.33511
-0.2458448,-0.01127125,-1.54305,0.6172255,-0.04802455,-1.33511
-0.1991639,-0.07109404,-1.537332,0.6064048,-0.08422651,-1.338683
-0.1991639,-0.07109404,-1.537332,0.6064048,-0.08422651,-1.338683
-0.1902396,-0.1045336,-1.53547,0.5455196,-0.191662,-1.359596
-0.1902396,-0.1045336,-1.53547,0.5455196,-0.191662,-1.359596
-0.1571919,-0.1275613,-1.530799,0.5342253,-0.2138003,-1.368593
-0.1571919,-0.1275613,-1.530799,0.5342253,-0.2138003,-1.368593
-0.1571919,-0.1275613,-1.530799,0.5342253,-0.2138003,-1.368593
-0.1571919,-0.1275613,-1.530799,0.5342253,-0.2138003,-1.368593
-0.1331815,-0.1555069,-1.525978,0.5015036,-0.2406013,-1.37887
-0.1331815,-0.1555069,-1.525978,0.5015036,-0.2406013,-1.37887
-0.1068567,-0.2093443,-1.514025,0.4722152,-0.2669023,-1.395416
-0.1068567,-0.2093443,-1.514025,0.4722152,-0.2669023,-1.395416
-0.08265627,-0.2260207,-1.509518,0.4637201,-0.2809567,-1.404305
-0.08265627,-0.2260207,-1.509518,0.4637201,-0.2809567,-1.404305
-0.08265627,-0.2260207,-1.509518,0.4637201,-0.2809567,-1.404305
-0.08265627,-0.2260207,-1.509518,0.4637201,-0.2809567,-1.404305
-0.08043966,-0.2642439,-1.499602,0.4477465,-0.2907889,-1.411169
-0.08043966,-0.2642439,-1.499602,0.4477465,-0.2907889,-1.411169
-0.04845248,-0.2884414,-1.485533,0.4240339,-0.3012481,-1.41706
-0.04845248,-0.2884414,-1.485533,0.4240339,-0.3012481,-1.41706
-0.03476164,-0.3087389,-1.473878,0.4227883,-0.300922,-1.417339
