Hand_L, , ,Hand_R, , 
-0.269278,-0.0585012,-2.485979,0.4803147,0.02426156,-2.267754
-0.2382159,-0.1511727,-2.405528,0.4779718,-0.06932269,-2.247537
-0.2382159,-0.1511727,-2.405528,0.4779718,-0.06932269,-2.247537
-0.2330736,-0.280367,-2.412569,0.4469944,-0.203733,-2.233053
-0.2330736,-0.280367,-2.412569,0.4469944,-0.203733,-2.233053
-0.1648026,-0.3385285,-2.367985,0.4100799,-0.2620595,-2.255675
-0.1648026,-0.3385285,-2.367985,0.4100799,-0.2620595,-2.255675
-0.1286612,-0.3731264,-2.364529,0.3885074,-0.3104916,-2.277577
-0.1286612,-0.3731264,-2.364529,0.3885074,-0.3104916,-2.277577
-0.1148901,-0.3806068,-2.370816,0.379249,-0.3181105,-2.286444
-0.1148901,-0.3806068,-2.370816,0.379249,-0.3181105,-2.286444
-0.1161142,-0.3813559,-2.37294,0.3797622,-0.3202679,-2.289037
-0.1161142,-0.3813559,-2.37294,0.3797622,-0.3202679,-2.289037
-0.1668338,-0.3666195,-2.396869,0.3954265,-0.3135049,-2.292226
-0.1668338,-0.3666195,-2.396869,0.3954265,-0.3135049,-2.292226
-0.2047827,-0.300043,-2.431472,0.4378499,-0.2717343,-2.276925
-0.2047827,-0.300043,-2.431472,0.4378499,-0.2717343,-2.276925
-0.2298147,-0.2346164,-2.438738,0.4780064,-0.2171252,-2.269506
-0.2298147,-0.2346164,-2.438738,0.4780064,-0.2171252,-2.269506
-0.2571416,-0.1739209,-2.453334,0.5025317,-0.1589522,-2.270149
-0.2571416,-0.1739209,-2.453334,0.5025317,-0.1589522,-2.270149
-0.2571416,-0.1739209,-2.453334,0.5025317,-0.1589522,-2.270149
