Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.8173686,0.4297672,-2.391214,0.6187813,0.4518973,-2.443839,-0.2965585,0.3209566,-2.652199,0.06722394,0.3021004,-2.647414
-0.8173686,0.4297672,-2.391214,0.6187813,0.4518973,-2.443839,-0.2965585,0.3209566,-2.652199,0.06722394,0.3021004,-2.647414
-0.8374687,0.3543763,-2.404921,0.626455,0.3996066,-2.44527,-0.2957312,0.3168906,-2.647855,0.0680586,0.2978055,-2.644813
-0.8374687,0.3543763,-2.404921,0.626455,0.3996066,-2.44527,-0.2957312,0.3168906,-2.647855,0.0680586,0.2978055,-2.644813
-0.8451146,0.2877924,-2.413,0.6336342,0.3402775,-2.457646,-0.2948864,0.3179419,-2.645737,0.06889777,0.298537,-2.644866
-0.8451146,0.2877924,-2.413,0.6336342,0.3402775,-2.457646,-0.2948864,0.3179419,-2.645737,0.06889777,0.298537,-2.644866
-0.8451146,0.2877924,-2.413,0.6336342,0.3402775,-2.457646,-0.2948864,0.3179419,-2.645737,0.06889777,0.298537,-2.644866
-0.8451146,0.2877924,-2.413,0.6336342,0.3402775,-2.457646,-0.2948864,0.3179419,-2.645737,0.06889777,0.298537,-2.644866
-0.8524795,0.2172865,-2.42976,0.6405708,0.272623,-2.487417,-0.2945887,0.3204738,-2.650959,0.06924891,0.3022837,-2.648312
-0.8524795,0.2172865,-2.42976,0.6405708,0.272623,-2.487417,-0.2945887,0.3204738,-2.650959,0.06924891,0.3022837,-2.648312
-0.8270508,0.15784,-2.458626,0.643947,0.2095548,-2.512927,-0.2965244,0.3184224,-2.647346,0.0673702,0.3012457,-2.645837
-0.8270508,0.15784,-2.458626,0.643947,0.2095548,-2.512927,-0.2965244,0.3184224,-2.647346,0.0673702,0.3012457,-2.645837
-0.7918506,0.08527796,-2.48254,0.6245766,0.1365438,-2.517314,-0.2968855,0.3189705,-2.644839,0.06701646,0.3020127,-2.64634
-0.7918506,0.08527796,-2.48254,0.6245766,0.1365438,-2.517314,-0.2968855,0.3189705,-2.644839,0.06701646,0.3020127,-2.64634
-0.762058,0.02091862,-2.502207,0.6054053,0.06756359,-2.50996,-0.2968207,0.3211834,-2.645899,0.06708839,0.3042718,-2.645669
-0.762058,0.02091862,-2.502207,0.6054053,0.06756359,-2.50996,-0.2968207,0.3211834,-2.645899,0.06708839,0.3042718,-2.645669
-0.7315835,-0.05568494,-2.518933,0.5814692,-0.003012784,-2.537777,-0.2967708,0.3193409,-2.639709,0.0671626,0.3030256,-2.64124
-0.7315835,-0.05568494,-2.518933,0.5814692,-0.003012784,-2.537777,-0.2967708,0.3193409,-2.639709,0.0671626,0.3030256,-2.64124
-0.6899164,-0.1177164,-2.550451,0.5388566,-0.06000221,-2.550992,-0.2977561,0.3161139,-2.641068,0.06627349,0.3027527,-2.645055
-0.6899164,-0.1177164,-2.550451,0.5388566,-0.06000221,-2.550992,-0.2977561,0.3161139,-2.641068,0.06627349,0.3027527,-2.645055
-0.6420186,-0.1457719,-2.583556,0.4992979,-0.1289973,-2.585333,-0.300137,0.3145317,-2.641599,0.0639059,0.3017373,-2.646648
-0.6420186,-0.1457719,-2.583556,0.4992979,-0.1289973,-2.585333,-0.300137,0.3145317,-2.641599,0.0639059,0.3017373,-2.646648
-0.592934,-0.1781222,-2.608917,0.4457934,-0.1798081,-2.617675,-0.2993568,0.3185104,-2.643053,0.06463972,0.3039168,-2.645893
-0.592934,-0.1781222,-2.608917,0.4457934,-0.1798081,-2.617675,-0.2993568,0.3185104,-2.643053,0.06463972,0.3039168,-2.645893
-0.592934,-0.1781222,-2.608917,0.4457934,-0.1798081,-2.617675,-0.2993568,0.3185104,-2.643053,0.06463972,0.3039168,-2.645893
-0.592934,-0.1781222,-2.608917,0.4457934,-0.1798081,-2.617675,-0.2993568,0.3185104,-2.643053,0.06463972,0.3039168,-2.645893
-0.5464033,-0.2103917,-2.641354,0.4006623,-0.2213146,-2.624609,-0.3004921,0.315845,-2.63819,0.06338061,0.3009688,-2.646981
-0.5464033,-0.2103917,-2.641354,0.4006623,-0.2213146,-2.624609,-0.3004921,0.315845,-2.63819,0.06338061,0.3009688,-2.646981
-0.5061872,-0.2488822,-2.67073,0.3662514,-0.2581619,-2.651954,-0.2997009,0.3209326,-2.64351,0.06422831,0.3053192,-2.646768
-0.5061872,-0.2488822,-2.67073,0.3662514,-0.2581619,-2.651954,-0.2997009,0.3209326,-2.64351,0.06422831,0.3053192,-2.646768
-0.4605184,-0.2677988,-2.672226,0.3254023,-0.278376,-2.64302,-0.3010839,0.3228664,-2.64134,0.06286091,0.3078154,-2.637671
-0.4605184,-0.2677988,-2.672226,0.3254023,-0.278376,-2.64302,-0.3010839,0.3228664,-2.64134,0.06286091,0.3078154,-2.637671
-0.4316911,-0.27025,-2.677158,0.2677034,-0.2840656,-2.659595,-0.3045326,0.3125268,-2.634694,0.05939879,0.298388,-2.626859
-0.4316911,-0.27025,-2.677158,0.2677034,-0.2840656,-2.659595,-0.3045326,0.3125268,-2.634694,0.05939879,0.298388,-2.626859
